row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
168,"3,15,39","","3,15,39",""
169,"29,57,64,75,77","2","33,77",""
170,"17,67,75,78","2","17,67,78,81",""
171,"27,44,59","1","27",""
172,"53,75","2","47,53",""
173,"11,28,44,59","1","11,28,59",""
174,"67,70,75,78","2","67,70,78",""
175,"25,75","2","25","25"
176,"29,55,57,75,83","2","55,83",""
177,"71,75,82","2","71,82",""
178,"8,44,59","1","8,44",""
179,"10,61,64","2","10,58,61",""
180,"20,64","2","20",""
181,"16,35,65,75","2","16,35,65,75",""
182,"71,75","2","71",""
183,"4,18","","4,18,66",""
184,"26,57,75","2","26","26"
185,"12,13,63,75","2","12,13,47,62,63",""
186,"27,42,44","1","27,42","27"
187,"28,44,59","1","28","28"
188,"20,29,57,61,64,75","2","20,21,33,61",""
189,"60,61,64,75","2","60,61",""
190,"50","","23,50",""
191,"28,42,44,59","1","28,42,44",""
192,"28,44,59","1","28,44,59",""
193,"31","","7,31,32,74",""
194,"26,29,53,55,57,75","2","26,47,53,55",""
195,"29,57,75","2","29","29"
196,"30,75","2","30","30"
197,"8,44,59","1","8,59",""
198,"29,55,57,69,75,83","2","38,55,69,83",""
199,"12,13,57,63,75","2","12,13,38,47,56,63",""
200,"31,40","","31,40","31"
201,"27,42,45,49,50","","27,42,45,49,50",""
202,"67,70","","67,70",""
203,"75","2","32","32"
204,"65,73,75","2","6,65,73",""
205,"13,75","2","13,43",""
206,"29,57,64,75","2","33","33"
207,"48,75","2","34,48","34"
208,"22,29,57,64,75","2","22,64",""
209,"19,57,64","2","19,64",""
210,"71,75,82","2","71,82",""
211,"75","2","6",""
212,"75","2","6,46",""
213,"17,67,75,78","2","17,67,78,81",""
214,"30","","30",""
215,"35,75","2","35","35"
216,"16,75","2","16,75",""
217,"48,75","2","34,48",""
218,"","","7,68,74",""
219,"25,75","2","25",""
220,"48,75","2","34,48",""
221,"29,57,64,72,75,77","2","57,72,77",""
222,"26,75","2","26",""
223,"9,71,75,79","2","9,71,79",""
224,"9,41,75,79","2","9,41,79",""
225,"40,44","1","14,40",""
226,"36,75","2","1,36","36"
227,"4,18,31,54","","4,18,31,54",""
228,"45,61,64","2","45,58,61",""
229,"17,75","2","17,51,81",""
230,"15,39","","15,39",""
231,"27,44","1","27",""
232,"15,70","","15,70,76",""
233,"12,75","2","1,12,32",""
234,"17,65,73,75","2","6,17,62,65,73",""
235,"24,30,71,75","2","24,30,71",""
236,"29,37,57,64,72,75,77","2","37,57,72,77",""
237,"27,42,44","1","27,42",""
238,"4,18,54","","4,18,54",""
239,"8,44,59","1","8,59",""
240,"65,73,75","2","43,65,73",""
241,"13,24,75","2","13,24,56",""
242,"36,41,75","2","1,36,41",""
243,"31,40","","31,32,40",""
244,"10,20,22,29,57,64","2","10,20,21,22,64",""
245,"10,64","2","10,58",""
246,"10,19,57,64","2","10,19,64",""
247,"16,53,75","2","16,53",""
248,"29,37,57,64,75","2","29,37,57","37"
249,"18","","18,80",""
250,"54","","54",""
251,"5,44,49","1","5,44,49",""
252,"29,57,75","2","38","38"
253,"8,28,44,59","1","8,28,59",""
254,"8,44,59","1","8",""
255,"10,20,22,29,57,64,75","2","10,20,21,22",""
256,"50,64","2","23,50,58",""
257,"24,25,75","2","1,24,25",""
258,"12,13,75,82","2","12,13,82",""
259,"19,22,29,57,64","2","19,22,64",""
260,"39","","39","39"
261,"40","","40","40"
262,"63,75","2","47,62,63",""
263,"11,59","1","11,52",""
264,"30,36,41,60,75","2","30,36,41,60","41"
265,"29,55,57,64,75,77,83","2","55,77,83",""
266,"29,69,75","2","6,38,46,69",""
267,"42,44","1","42","42"
268,"35,75","2","35,43","43"
269,"44","1","44",""
270,"28,44,59","1","28,44","44"
271,"45","","45","45"
272,"29,53,55,57,75,83","2","53,55,83",""
273,"24,25,57,75","2","24,25,56",""
274,"8,44,59","1","8,59",""
275,"29,69,75","2","46,69,75","46"
276,"75","2","43,47","47"
277,"42,50","","42,50",""
278,"2,59","1","2",""
279,"31","","31,52,80",""
280,"29,55,57,64,72,75,77","2","55,57,72,77",""
281,"5,36,44,45","1","5,36,45",""
282,"26,53,55,57,75","2","26,53,55",""
283,"10,50,64","2","10,50,58",""
284,"45,61,64","2","45,58,61",""
285,"39,48,75","2","39,48","48"
286,"42,44,49","1","42,49","49"
287,"50","","50","50"
288,"16,65,73,75","2","6,16,65,73,75",""
289,"8,44,59","1","8,59",""
290,"2,59","1","2",""
291,"2,8,44,59","1","2,8,59",""
292,"","","52,80",""
293,"50,64","2","50,58",""
294,"26,30,60,75","2","26,30,56,60",""
295,"30,60,75","2","30,60",""
296,"17,73,75","2","17,73,81",""
297,"4,18","","4,18,80",""
298,"75","2","51","51"
299,"29,69,75,83","2","46,69,83",""
300,"67,75","2","67",""
301,"3,15,39","","3,7,15,39,68",""
302,"16,53,65,75","2","16,46,53,65",""
303,"20,22,29,37,57,64,75","2","20,22,37",""
304,"","","52,80","52"
305,"53,75","2","53","53"
306,"49,50","","23,49,50",""
307,"29,57,64,75","2","33,57",""
308,"13,63,75","2","13,47,62,63",""
309,"17,73,75","2","17,62,73,81",""
310,"48","","34,48,66,76",""
311,"67,70,75","2","67,70",""
312,"70","","70",""
313,"2,11,28,44,59","1","2,11,28,59",""
314,"54","","54,68","54"
315,"75","2","32",""
316,"29,55,57,75,83","2","55,83","55"
317,"19,57,64","2","19",""
318,"29,57,64,72,75,77","2","72,77",""
319,"9,41,75,79","2","9,41,79",""
320,"17,67,75,78","2","17,51,67,78,81",""
321,"13,75,82","2","13,43,82",""
322,"2,11,44,59","1","2,11",""
323,"15","","15",""
324,"35,65,75","2","35,43,47,65",""
325,"29,69,75","2","69",""
326,"48,67,75","2","48,67",""
327,"44,49","1","23,49",""
328,"9,71,75","2","9,71",""
329,"25,26,57,75","2","25,26,56","56"
330,"29,57,64,75","2","29,33,57","57"
331,"10,61,64","2","10,23,58,61","58"
332,"40","","40",""
333,"75","2","43,47,62",""
334,"9,31","","9,31,32,80",""
335,"16,35,53,65,75","2","16,35,53,65",""
336,"20,57,64","2","20,21",""
337,"29,57,64,72,75","2","38,57,72",""
338,"24,25,30,41,60,75","2","24,25,30,41,60",""
339,"8,11,28,44,59","1","8,11,28,44,59","59"
340,"17,35,73,75","2","17,35,73",""
341,"25,60,61,64,75","2","25,60,61","60"
342,"36,41,45,75","2","1,36,41,45",""
343,"29,37,57,64,75,77","2","33,37,57,77",""
344,"22,29,37,57,64,75","2","22,33,37,57",""
345,"61,64,75","2","61","61"
346,"29,57,69,72,75,83","2","69,72,83",""
347,"75,78","2","51,78",""
348,"31,40","","14,31,40,52",""
349,"12,75,82","2","12,82",""
350,"25,36,75","2","1,25,36",""
351,"45,60,61","2","45,60,61",""
352,"75","2","62","62"
353,"35,75","2","35",""
354,"29,57,64","2","23,33",""
355,"67,70","","34,67,70",""
356,"","","52,80",""
357,"2,11,59","1","2,11,52",""
358,"67,70,75","2","67,70",""
359,"73,75","2","6,73,75",""
360,"48,75","2","7,32,48",""
361,"18","","18,34,80",""
362,"70","","70",""
363,"29,53,55,57,69,75,83","2","38,53,55,69,83",""
364,"12,57,63,75","2","12,38,62,63","63"
365,"39","","39",""
366,"57,64","2","23,58",""
367,"19,57,64","2","19,64",""
368,"70","","70",""
369,"26,57,75","2","26,47,56",""
370,"31,40,79","","31,40,52,79",""
371,"5,27,44","1","5,14,27",""
372,"19,22,29,57,64,75","2","19,22",""
373,"79","","79,80",""
374,"2,11,59","1","2,11,52",""
375,"29,57,69,72,75","2","29,38,69,72",""
376,"17,75","2","17,81",""
377,"3,15,39","","3,15,39,76",""
378,"9,31","","1,9,31,32",""
379,"19,57,64","2","19,64","64"
380,"31,40,54","","31,40,52,54",""
381,"16,65,73,75","2","6,16,46,65,73","65"
382,"35,75","2","35,43,47",""
383,"49","","23,49",""
384,"42","","42",""
385,"9,75","2","1,9,32",""
386,"31,54","","31,54,74",""
387,"48","","48,66,76","66"
388,"10,19,22,29,57,64","2","10,19,21,22,64",""
389,"42,44,49,50","1","42,49,50",""
390,"15,70","","15,70,76",""
391,"12,13,24,63,75,82","2","12,13,24,63,82",""
392,"5,44","1","5,44",""
393,"26,75","2","26",""
394,"67,75","2","67","67"
395,"79","","52,79,80",""
396,"","","7,68","68"
397,"29,55,57,64,72,75,77,83","2","29,55,72,77,83",""
398,"19,57,64","2","19,64",""
399,"20,22,29,37,57,64,75","2","20,21,22,37",""
400,"12,75","2","12",""
401,"29,37,57,64,75,77","2","37,77",""
402,"12,75,82","2","12,82",""
403,"3,4,18","","3,4,18,66",""
404,"24,25,75","2","24,25",""
405,"19,29,57,64","2","19,64",""
406,"17,35,73,75","2","17,35,62,73",""
407,"25,57,60,64,75","2","25,60",""
408,"36,41,45,75","2","36,41,45",""
409,"29,69,75","2","69","69"
410,"39","","39",""
411,"70","","70","70"
412,"48","","7,48,68,74",""
413,"17,67,75,78","2","17,51,67,78,81",""
414,"16,29,75","2","16,46,75",""
415,"29,69,75,83","2","38,46,69,83",""
416,"24,25,36,41,60,75","2","1,24,25,36,41,60",""
417,"40","","14,40,52",""
418,"71,75","2","71","71"
419,"12,24,25,63,75","2","12,24,25,63",""
420,"39,48","","34,39,48,66,76",""
421,"29,57,75","2","29",""
422,"10,19,22,57,64","2","10,19,21,22,23",""
423,"70","","70,76",""
424,"29,57,64,72,75","2","29,72","72"
425,"75,78,82","2","78,82",""
426,"40","","1,40",""
427,"35,73,75","2","35,73","73"
428,"75,78","2","34,78",""
429,"54","","7,54,68,74","74"
430,"5,44,49","1","5,49",""
431,"4,18","","4,18",""
432,"10,20,57,61,64,75","2","10,20,21,61",""
433,"75","2","62",""
434,"3,39","","3,39,66,76",""
435,"75","2","75","75"
436,"27,36,41,79","","14,27,36,41,79",""
437,"29,57,75","2","38",""
438,"57,60,61,64,75","2","60,61",""
439,"57,64","2","64",""
440,"10,19,57,64","2","10,19",""
441,"22,29,37,57,64,75","2","22,33,37,57",""
442,"65,73,75","2","6,46,65,73,75",""
443,"11,28,59","1","11,28",""
444,"60,61,64,75","2","60,61",""
445,"42,45,49,50","","42,45,49,50",""
446,"26,57,75","2","26,56",""
447,"12,13,63,75,82","2","12,13,63,82",""
448,"3,15,39","","3,15,39,76","76"
449,"29,57,64,72,75,77","2","33,72,77","77"
450,"75,78","2","51,78","78"
451,"50,64","2","50,58",""
452,"20,57,61,64,75","2","20,61",""
453,"","","7,32,74",""
454,"2,11,44,59","1","2,11",""
455,"30,41,60,75","2","30,41,60",""
456,"79","","79","79"
457,"4","","4,7,66,68,74",""
458,"35,75","2","35,43",""
459,"75","2","75",""
460,"2,40,44,59","1","2,40",""
461,"79","","14,79",""
462,"","","80","80"
463,"4","","4,7,66,68,74",""
464,"2,44,59","1","2",""
465,"26,57,64,75","2","26",""
466,"17,75","2","17,51,81","81"
467,"75,82","2","82","82"
468,"19,57,64","2","19,64",""
469,"5,27,42,44,49","1","5,27,42,49",""
470,"71,75","2","71",""
471,"45","","45",""
472,"3","","3,66,76",""
473,"28,44,59","1","28,44,59",""
474,"42,44,49,59","1","42,49",""
475,"50,64","2","23,50,58",""
476,"17,67,75","2","17,67",""
477,"4,31,54","","4,31,54,74",""
478,"30,60,75","2","30,60",""
479,"26,29,55,57,75","2","26,55",""
480,"39","","39",""
481,"35,73,75","2","6,35,73",""
482,"36,57,64,75","2","36",""
483,"28,44,59","1","28,44,59",""
484,"75,78,82","2","51,78,82",""
485,"2,11,44,59","1","2,11",""
486,"5,27,36,41,45","1","5,14,27,36,41,45",""
487,"8","1","8",""
488,"57,64,75","2","33",""
489,"29,57,75,83","2","83","83"
490,"75","2","6",""
491,"16,75","2","16,75",""
492,"5,27,42,44,45","1","5,27,42,45",""
493,"18","","18",""
494,"42,44,49","1","42,49",""
495,"29,57,64,75","2","57",""
496,"67,70,75","2","67,70",""
497,"11,28,44,59","1","11,28",""
498,"16,75","2","16,75",""
499,"29,69,75,83","2","29,69,83",""
500,"24,25,30,41,60,75","2","24,25,30,41,60",""

