GeneID	Pituitary_rep1	Pituitary_rep2	Pituitary_rep3	Pituitary_rep4	Pituitary_rep5	Pituitary_rep6
NP_001000138.1	0.0	0.0	0.0	0.0		
NP_001000139.1	0.0	0.0	0.0	0.0		
NP_001000140.1	0.0	0.0	0.0	0.0		
NP_001000141.1	0.0	0.0	0.0	0.0		
NP_001000143.1	0.0	0.0	0.0	0.0		
NP_001000144.1	0.0	0.0	0.0	0.0		
NP_001000145.1	0.0	0.0	0.0	0.0		
NP_001000146.1	0.0	0.0	0.0	0.0		
NP_001000147.1	0.0	0.0	0.0	0.0		
NP_001000148.1	0.0	0.0	0.0	0.0		
NP_001000149.1	0.0	0.0	0.0	0.0		
NP_001000150.1	0.0	0.0	0.0	0.0		
NP_001000151.1	0.0	0.0	0.0	0.0		
NP_001000152.1	0.0	0.0	0.0	0.0		
NP_001000153.1	0.0	0.0	0.0	0.0		
NP_001000154.1	0.0	0.0	0.0	0.0		
NP_001000155.1	0.0	0.0	0.0	0.0		
NP_001000156.1	0.0	0.0	0.0	0.0		
NP_001000157.1	0.0	0.0	0.0	0.0		
NP_001000158.1	0.0	0.0	0.0	0.0		
NP_001000159.1	0.0	0.0	0.0	0.0		
NP_001000160.1	0.0	0.0	0.0	0.0		
NP_001000161.1	0.0	0.0	0.0	0.0		
NP_001000162.1	0.0	0.0	0.0	0.0		
NP_001000163.1	0.0	0.0	0.0	0.0		
NP_001000164.1	0.0	0.0	0.0	0.0		
NP_001000165.1	0.0	0.0	0.0	0.0		
NP_001000166.1	0.0	0.0	0.0	0.0		
NP_001000167.1	0.0352619	0.0	0.0	0.0		
NP_001000168.1	0.0826218	0.151699	0.118781	0.0760483		
NP_001000169.1	0.0	0.0	0.0	0.0		
NP_001000170.1	0.0	0.0	0.0	0.0		
NP_001000171.1	0.0	0.0	0.0	0.0		
NP_001000172.1	0.0	0.0	0.0	0.0		
NP_001000174.1	0.0	0.0	0.0	0.0		
NP_001000175.1	0.0	0.0	0.0	0.0		
NP_001000176.1	0.0	0.0	0.0	0.0		
NP_001000177.1	0.0	0.0	0.0	0.0		
NP_001000178.1	0.0	0.0	0.0	0.0		
NP_001000179.1	0.0	0.0	0.0	0.0		
NP_001000180.1	0.0	0.0	0.0	0.0		
NP_001000181.1	0.0	0.0	0.0	0.0		
NP_001000182.1	0.0	0.0	0.0	0.0		
NP_001000183.1	0.0	0.0	0.0	0.0		
NP_001000184.1	0.0	0.0	0.0	0.0		
NP_001000185.1	0.0	0.0	0.0	0.0		
NP_001000186.1	0.0	0.0	0.0	0.0		
NP_001000187.1	0.0	0.0	0.0	0.0		
NP_001000188.1	0.0	0.0	0.0	0.0		
NP_001000189.1	0.0	0.0	0.268425	0.0		
NP_001000190.1	0.0	0.0	0.0	0.0		
NP_001000191.1	0.0	0.0	0.0	0.0		
NP_001000192.1	0.0	0.0	0.0	0.0		
NP_001000193.1	0.0	0.0	0.0	0.0		
NP_001000194.1	0.0	0.0	0.0	0.0		
NP_001000195.1	0.0	0.0	0.0	0.0		
NP_001000196.1	0.0	0.0	0.0	0.0		
NP_001000197.1	0.0	0.0	0.0	0.0		
NP_001000198.1	0.0	0.0	0.0	0.0		
NP_001000199.1	0.0	0.0	0.0	0.0		
NP_001000200.1	0.0	0.0	0.0	0.0		
NP_001000201.1	0.0	0.0	0.0	0.0		
NP_001000202.1	0.0	0.0	0.0	0.0		
NP_001000203.1	0.0	0.0	0.0	0.0		
NP_001000204.1	0.0	0.0	0.0	0.0		
NP_001000205.1	0.0	0.0	0.0	0.0		
NP_001000206.1	0.0	0.0	0.0	0.0		
NP_001000207.1	0.0	0.0	0.0	0.0		
NP_001000208.1	0.0	0.0	0.0	0.0		
NP_001000209.1	0.0	0.0	0.0	0.0		
NP_001000210.1	0.0245296	0.0	0.0	0.0		
NP_001000211.1	0.0	0.0	0.0	0.0		
NP_001000213.1	0.0	0.0	0.0	0.0		
NP_001000215.1	0.0	0.0	0.0	0.0		
NP_001000216.1	0.0	0.0	0.0	0.0		
NP_001000217.1	0.0	0.0	0.0	0.0		
NP_001000218.1	0.0	0.0	0.0	0.0		
NP_001000219.1	0.0	0.0	0.0	0.0		
NP_001000220.1	0.0	0.0	0.0	0.0		
NP_001000221.1	0.0	0.0	0.0	0.0		
NP_001000222.1	0.0	0.0	0.0	0.0		
NP_001000223.1	0.0	0.0	0.0	0.0		
NP_001000224.1	0.0	0.0	0.0	0.0		
NP_001000225.1	0.0	0.0	0.0	0.0		
NP_001000226.1	0.0	0.0	0.0	0.0		
NP_001000227.1	0.0	0.0	0.0	0.0		
NP_001000228.1	0.0	0.0	0.0	0.0		
NP_001000229.1	0.0	0.0	0.0	0.0		
NP_001000230.1	0.0	0.0	0.0	0.0		
NP_001000231.1	0.0	0.0	0.0	0.0		
NP_001000232.1	0.0	0.0	0.0	0.0		
NP_001000233.1	0.0	0.0	0.0	0.0		
NP_001000234.1	0.0	0.0	0.0	0.0		
NP_001000235.1	0.0	0.0	0.0	0.0		
NP_001000236.1	0.0	0.0	0.0	0.0		
NP_001000237.1	0.0	0.0	0.0	0.0		
NP_001000238.1	0.0	0.0321489	0.0	0.0		
NP_001000239.1	0.0	0.0	0.0	0.0		
NP_001000240.1	0.0	0.0	0.0	0.0		
NP_001000241.1	0.0	0.0	0.0	0.0		
NP_001000242.1	0.0	0.0	0.0	0.0		
NP_001000243.1	0.0	0.0	0.0	0.0		
NP_001000244.1	0.0374454	0.0642977	0.0	0.160733		
NP_001000245.1	0.0497074	0.176011	0.250004	0.0		
NP_001000246.1	0.0	0.016001	0.0	0.0		
NP_001000247.1	0.0	0.0	0.0	0.0		
NP_001000248.1	0.0	0.0	0.0	0.0		
NP_001000249.1	0.0	0.0	0.0	0.0		
NP_001000250.1	0.0	0.0	0.0	0.0		
NP_001000251.1	0.0	0.0	0.0	0.0		
NP_001000252.1	0.0	0.0	0.0	0.0		
NP_001000253.1	0.0	0.0	0.0	0.0		
NP_001000254.1	0.0	0.0	0.0	0.0		
NP_001000255.1	0.0	0.0	0.0	0.0		
NP_001000256.1	0.0	0.0	0.0	0.0		
NP_001000257.1	0.0	0.0	0.0614286	0.0		
NP_001000258.1	0.0	0.0	0.0	0.0		
NP_001000259.1	0.0	0.0	0.0	0.0		
NP_001000260.1	0.0	0.0	0.0	0.0		
NP_001000261.1	0.0248537	0.0320021	0.0	0.240051		
NP_001000262.1	0.0	0.0	0.0	0.0		
NP_001000263.1	0.0121591	0.0	0.0	0.0		
NP_001000264.1	0.136096	0.772523	0.404491	0.637365		
NP_001000266.1	0.0	0.0	0.0	0.0		
NP_001000267.1	0.0	0.0	0.0	0.0		
NP_001000268.1	0.0	0.0	0.0	0.0		
NP_001000269.1	0.0	0.0	0.0	0.0		
NP_001000270.1	0.0	0.0	0.0	0.0		
NP_001000271.1	0.0	0.0	0.0	0.0		
NP_001000272.1	0.0	0.0	0.0	0.0		
NP_001000273.1	0.0	0.0	0.0	0.0		
NP_001000274.1	0.0	0.0	0.0	0.0		
NP_001000275.1	0.0	0.0	0.0	0.0		
NP_001000276.1	0.0	0.0	0.0	0.0		
NP_001000277.1	0.0626863	0.177633	0.148199	0.322877		
NP_001000279.1	0.15739	0.171318	0.182718	0.155964		
NP_001000281.1	0.0	0.0	0.0	0.0		
NP_001000282.1	0.0	0.0	0.0	0.0		
NP_001000283.1	0.0	0.0	0.0	0.0		
NP_001000284.1	0.0	0.0	0.0	0.0		
NP_001000285.1	0.0	0.0	0.0	0.0		
NP_001000286.1	0.0	0.0	0.0	0.0		
NP_001000287.1	0.0	0.0	0.0	0.0		
NP_001000288.1	0.0	0.0	0.0	0.0		
NP_001000289.1	0.0	0.0	0.0	0.0		
NP_001000290.1	0.0	0.0	0.0	0.0		
NP_001000291.1	0.0	0.0	0.0	0.0		
NP_001000292.1	0.0	0.0	0.0	0.0		
NP_001000293.1	0.0	0.0	0.0	0.0		
NP_001000294.1	0.0	0.0	0.0	0.0		
NP_001000295.1	0.0	0.0	0.0	0.0		
NP_001000296.1	0.0	0.0	0.0	0.0		
NP_001000297.1	0.0	0.0	0.0	0.0		
NP_001000298.1	0.0	0.0	0.0	0.0		
NP_001000299.1	0.0	0.0	0.0	0.0		
NP_001000300.1	0.0	0.0	0.0	0.0		
NP_001000301.1	0.0	0.0	0.0	0.0		
NP_001000302.1	0.0	0.0	0.16805	0.0		
NP_001000303.1	0.0	0.0	0.0	0.0		
NP_001000304.1	0.0	0.0	0.0	0.0		
NP_001000305.1	0.0	0.0	0.0	0.0		
NP_001000306.1	0.0	0.0	0.0	0.0		
NP_001000307.1	0.0	0.0	0.0	0.0		
NP_001000308.1	0.0	0.0	0.0	0.0		
NP_001000309.1	0.0	0.0	0.0	0.0		
NP_001000310.1	0.0	0.0	0.0	0.0		
NP_001000311.1	0.0	0.0	0.0	0.0		
NP_001000312.1	0.0	0.0	0.0	0.0		
NP_001000313.1	0.0	0.0	0.0	0.0		
NP_001000314.1	0.0	0.0	0.0	0.0		
NP_001000315.1	0.0	0.0	0.0	0.0		
NP_001000316.1	0.0	0.0	0.0	0.0		
NP_001000317.1	0.0	0.0	0.0	0.0		
NP_001000318.1	0.0	0.0	0.0	0.0		
NP_001000319.1	0.0	0.0	0.0	0.0		
NP_001000320.1	0.0	0.0	0.0	0.0		
NP_001000321.1	0.0	0.0	0.0	0.0		
NP_001000322.1	0.0	0.0	0.0	0.0		
NP_001000323.1	0.0	0.0	0.0	0.0		
NP_001000324.1	0.0	0.0	0.0	0.0		
NP_001000325.1	0.0	0.0	0.0	0.0		
NP_001000326.1	0.0	0.0	0.0	0.0		
NP_001000327.1	0.0	0.0	0.0	0.0		
NP_001000328.1	0.0	0.0	0.0	0.0		
NP_001000329.1	0.0	0.0	0.0	0.0		
NP_001000330.1	0.0	0.0	0.0	0.0		
NP_001000331.1	0.0	0.0	0.0	0.0		
NP_001000332.1	0.0	0.0	0.0	0.0		
NP_001000333.1	0.0	0.0	0.0	0.0		
NP_001000334.1	0.0	0.0	0.0	0.0		
NP_001000335.1	0.0	0.0	0.0	0.0		
NP_001000336.1	0.0	0.0	0.0	0.0		
NP_001000337.1	0.0	0.0	0.0	0.0		
NP_001000338.1	0.0	0.0	0.0	0.0		
NP_001000339.1	0.0	0.0	0.0	0.0		
NP_001000340.1	0.0	0.0	0.0	0.0		
NP_001000341.1	0.0	0.0	0.0	0.0		
NP_001000342.1	0.0	0.0	0.0	0.0		
NP_001000343.1	0.0	0.0	0.0	0.0		
NP_001000344.1	0.0	0.0	0.0	0.0		
NP_001000345.1	0.0	0.0	0.0	0.0		
NP_001000347.1	0.0	0.0	0.0	0.0		
NP_001000348.1	0.0	0.0	0.0	0.0		
NP_001000349.1	0.0	0.0	0.0	0.0		
NP_001000350.1	0.0	0.0	0.0	0.0		
NP_001000351.1	0.0	0.0	0.0	0.0		
NP_001000352.1	0.0	0.0	0.0	0.0		
NP_001000353.1	0.0	0.0	0.0	0.0		
NP_001000354.1	0.0	0.0	0.0	0.0		
NP_001000355.1	0.0	0.0	0.0	0.0		
NP_001000356.1	0.0	0.0	0.0	0.0		
NP_001000357.2	0.0	0.0	0.0	0.0		
NP_001000359.1	0.0	0.0	0.0	0.0		
NP_001000360.1	0.0	0.0	0.0	0.0		
NP_001000361.1	0.0	0.0	0.0	0.0		
NP_001000362.1	0.0	0.0	0.0	0.0		
NP_001000363.1	0.0	0.0	0.0	0.0		
NP_001000364.1	0.0	0.0	0.0	0.0		
NP_001000365.1	0.0	0.0	0.0	0.0		
NP_001000366.1	0.0	0.0	0.0	0.0		
NP_001000367.1	0.0	0.0	0.0	0.0		
NP_001000368.1	0.0	0.0	0.0	0.0		
NP_001000369.1	0.0	0.0	0.0	0.0		
NP_001000371.1	0.0	0.0	0.0	0.0		
NP_001000372.1	0.0	0.0	0.0	0.0		
NP_001000373.1	0.0	0.0	0.0	0.0		
NP_001000374.1	0.0	0.0	0.0	0.0		
NP_001000375.1	0.0	0.0	0.0	0.0		
NP_001000376.1	0.0	0.0	0.0	0.0		
NP_001000377.2	0.0	0.0	0.0	0.0		
NP_001000378.1	0.0	0.0	0.0	0.0		
NP_001000379.1	0.0	0.0	0.0	0.0		
NP_001000380.1	0.0	0.0	0.0	0.0		
NP_001000381.1	0.0	0.0	0.0	0.0		
NP_001000382.1	0.0	0.0	0.0	0.0		
NP_001000383.1	0.0	0.0	0.0	0.0		
NP_001000384.1	0.0	0.0	0.0	0.0		
NP_001000385.1	0.0	0.0	0.0	0.0		
NP_001000386.1	0.0	0.0	0.0	0.0		
NP_001000387.1	0.0	0.0	0.0	0.0		
NP_001000388.1	0.0	0.0	0.0	0.0		
NP_001000389.1	0.0	0.0	0.0	0.0		
NP_001000390.1	0.0	0.0	0.0	0.0		
NP_001000391.1	0.0	0.0	0.0	0.0		
NP_001000392.1	0.0	0.0	0.0	0.0		
NP_001000393.1	0.0	0.0	0.0	0.0		
NP_001000394.1	0.0	0.0	0.0	0.0		
NP_001000395.1	0.0	0.0	0.0	0.0		
NP_001000397.1	0.0116089	0.0149117	0.116843	0.0		
NP_001000398.1	0.0	0.0	0.0	0.0		
NP_001000399.1	0.0	0.0	0.0	0.0		
NP_001000400.1	0.0	0.0	0.0	0.0		
NP_001000401.1	0.0	0.0	0.0	0.0		
NP_001000402.1	0.0	0.0	0.0	0.0		
NP_001000403.1	0.0	0.0	0.0	0.0		
NP_001000404.1	0.0	0.0	0.0	0.0		
NP_001000405.1	0.0	0.0	0.0	0.0		
NP_001000406.1	0.0	0.0308743	0.0603924	0.0		
NP_001000407.1	0.0	0.0	0.0	0.0		
NP_001000408.1	0.0	0.0	0.0	0.0		
NP_001000409.1	0.0610587	0.015714	0.0614286	0.0		
NP_001000410.1	0.0	0.0	0.0	0.0		
NP_001000411.1	0.0	0.0	0.0	0.0		
NP_001000412.1	0.0	0.0	0.0	0.0		
NP_001000413.1	0.0	0.0	0.0	0.0		
NP_001000414.1	0.0	0.0	0.0	0.0		
NP_001000415.1	0.156718	0.217077	0.121296	0.155306		
NP_001000416.1	0.0	0.0	0.0	0.0		
NP_001000418.1	0.172457	0.221987	0.0	0.158654		
NP_001000419.1	0.0	0.0	0.0	0.0		
NP_001000420.1	0.0	0.0	0.0	0.0		
NP_001000421.1	0.0	0.0	0.0	0.0		
NP_001000423.1	0.0250745	0.0161485	0.0	0.0		
NP_001000424.1	0.0	0.0	0.0	0.0		
NP_001000425.1	0.0	0.0160744	0.0	0.0		
NP_001000426.1	0.0	0.0	0.0	0.0		
NP_001000427.1	0.0	0.0	0.0	0.0		
NP_001000428.1	0.0	0.0	0.0	0.0		
NP_001000429.1	0.0	0.0	0.0	0.0		
NP_001000431.1	0.0	0.0	0.0	0.0		
NP_001000433.1	0.0	0.0	0.0	0.0		
NP_001000434.1	0.0	0.0	0.0	0.0		
NP_001000435.1	0.0	0.0	0.0	0.0		
NP_001000436.1	0.0	0.0	0.0	0.0		
NP_001000437.1	0.0	0.0	0.0	0.0		
NP_001000438.1	0.0	0.0	0.0	0.0		
NP_001000439.1	0.0	0.0	0.0	0.0		
NP_001000441.1	0.0	0.0	0.0	0.0		
NP_001000442.1	0.0	0.0	0.0	0.0		
NP_001000443.1	0.0	0.0	0.0	0.0		
NP_001000444.1	0.0	0.0	0.0	0.0		
NP_001000445.1	0.0499272	0.0321489	0.0	0.0		
NP_001000446.1	0.0	0.0	0.0	0.0		
NP_001000447.1	0.0	0.0	0.0	0.0		
NP_001000448.1	0.0	0.0	0.0	0.0		
NP_001000449.1	0.0	0.0	0.0	0.0		
NP_001000450.1	0.0	0.0	0.0	0.0		
NP_001000451.1	0.0	0.0	0.0	0.0803666		
NP_001000452.1	0.0	0.0	0.0313875	0.0		
NP_001000453.1	0.0	0.0	0.0	0.0		
NP_001000454.1	0.0	0.0	0.0	0.0		
NP_001000455.1	0.81865	0.791521	0.737143	0.342768		
NP_001000456.1	0.0	0.0	0.0	0.0		
NP_001000458.1	0.0	0.0	0.0	0.0		
NP_001000459.1	0.0	0.0	0.0	0.0		
NP_001000460.1	0.0	0.0	0.0	0.0		
NP_001000461.1	0.0	0.0	0.0	0.0		
NP_001000462.1	0.0	0.0	0.0	0.0		
NP_001000463.1	0.0	0.0	0.0	0.0		
NP_001000464.1	0.0	0.0	0.0	0.0		
NP_001000465.1	0.0	0.0	0.0	0.0		
NP_001000467.1	0.0	0.0	0.0	0.0		
NP_001000468.1	0.0	0.0	0.0	0.0		
NP_001000469.1	0.0	0.0	0.0	0.0		
NP_001000470.1	0.0	0.0	0.0	0.0		
NP_001000471.1	0.0	0.0	0.0	0.0		
NP_001000472.1	0.0	0.0	0.0	0.0		
NP_001000473.1	0.0	0.0	0.0	0.0		
NP_001000474.1	0.0	0.0	0.0	0.0		
NP_001000475.1	0.0	0.0	0.0	0.0		
NP_001000476.1	0.0	0.0	0.0	0.0		
NP_001000477.1	0.0	0.0	0.0	0.0		
NP_001000478.1	0.0	0.0	0.0	0.0		
NP_001000479.1	0.0	0.0	0.0	0.0		
NP_001000481.1	0.0	0.0	0.0	0.0		
NP_001000482.1	0.0	0.0	0.0	0.0796706		
NP_001000483.1	0.0	0.0	0.0	0.0		
NP_001000484.1	0.0	0.0	0.0	0.0		
NP_001000485.1	0.0	0.0	0.0	0.0		
NP_001000487.1	0.0	0.0	0.0	0.0		
NP_001000488.1	0.0	0.0	0.0	0.0		
NP_001000489.1	0.0	0.0	0.0	0.0		
NP_001000490.1	0.0	0.0	0.0	0.0		
NP_001000491.1	0.0	0.0	0.0	0.0		
NP_001000492.1	0.0	0.0	0.0	0.0		
NP_001000493.1	0.0	0.0	0.0	0.0		
NP_001000494.1	0.0	0.0	0.0	0.0		
NP_001000495.1	0.0	0.0	0.0	0.0		
NP_001000496.1	0.0	0.0163749	0.0	0.0		
NP_001000497.1	0.0	0.0	0.0	0.0		
NP_001000498.1	0.0	0.0	0.0	0.0		
NP_001000499.1	0.0	0.0	0.0	0.0		
NP_001000500.1	0.0610587	0.0	0.0	0.0		
NP_001000501.1	0.0119027	0.0	0.0	0.0		
NP_001000502.1	0.0	0.0	0.0	0.0		
NP_001000503.1	0.148487	0.219932	0.114967	0.0736141		
NP_001000504.1	0.0	0.0	0.0	0.0		
NP_001000505.1	0.0723314	0.0465164	0.0	0.0776531		
NP_001000506.1	0.250745	0.258376	0.189154	0.0		
NP_001000507.1	0.156718	0.201571	0.424537	0.0776531		
NP_001000508.1	0.0	0.0	0.0	0.0		
NP_001000509.1	0.0	0.0	0.0	0.0		
NP_001000510.1	1.41329	1.16269	1.32229	0.242158		
NP_001000511.1	0.0	0.0	0.0	0.0		
NP_001000512.1	0.0	0.0	0.0	0.0		
NP_001000513.1	0.0	0.0	0.0	0.0		
NP_001000514.1	0.0	0.0	0.0	0.0		
NP_001000515.1	0.0123724	0.0	0.0	0.0		
NP_001000517.1	0.0	0.0	0.0	0.0		
NP_001000518.1	0.0	0.0	0.0	0.0		
NP_001000519.1	0.0621342	0.016001	0.0	0.0800171		
NP_001000520.1	0.0	0.0	0.0	0.0		
NP_001000522.1	0.0	0.0	0.0616932	0.0		
NP_001000523.1	0.0	0.0	0.0	0.0		
NP_001000524.1	0.0	0.0	0.0	0.0		
NP_001000525.2	0.0	0.0	0.0	0.0		
NP_001000526.1	0.0	0.0	0.0	0.0		
NP_001000527.2	0.0	0.0	0.0	0.0		
NP_001000528.1	0.0	0.0	0.0	0.0		
NP_001000529.2	0.0	0.0	0.0	0.0		
NP_001000531.1	0.0	0.0	0.0	0.0		
NP_001000532.1	0.0	0.0	0.0	0.0		
NP_001000533.1	0.0	0.0	0.0	0.0		
NP_001000534.1	0.0	0.0	0.0	0.0		
NP_001000535.1	1.41044	0.762493	0.379981	1.70257		
NP_001000537.1	0.0	0.0	0.0	0.0		
NP_001000538.2	0.0	0.0	0.0	0.0		
NP_001000539.1	0.0	0.0	0.0	0.0		
NP_001000540.1	0.0	0.0	0.0	0.0		
NP_001000541.1	0.0243182	0.0	0.0	0.0		
NP_001000542.1	0.0	0.0	0.0241301	0.0		
NP_001000543.1	0.0	0.0	0.0	0.0		
NP_001000544.1	0.0	0.0	0.0	0.0		
NP_001000545.1	0.0	0.0	0.0	0.0		
NP_001000546.1	0.0	0.0	0.0	0.0		
NP_001000547.1	0.0	0.0	0.0	0.0		
NP_001000548.1	0.0	0.0	0.0	0.0		
NP_001000549.1	0.0	0.0	0.0	0.0		
NP_001000550.1	0.0474108	0.0457075	0.0	0.0763639		
NP_001000551.1	0.0	0.0	0.0	0.0		
NP_001000552.2	0.0	0.0	0.0	0.0		
NP_001000553.1	0.0	0.0	0.0	0.0		
NP_001000554.1	0.123724	0.222996	0.124459	0.318682		
NP_001000555.1	0.0	0.0	0.0	0.0		
NP_001000556.1	0.0	0.0	0.0	0.0		
NP_001000557.1	0.0	0.0	0.0	0.0		
