Orthogroup	Canis_lupus_protein	Macaca_fascicularis_protein	Mus_musculus_protein	Rattus_norvegicus_protein
OG0000740			NP_666721.1, NP_666722.2, NP_666726.1	NP_001000277.1, NP_001000510.1, NP_001000896.1, NP_001001116.1, NP_001001117.1, NP_001001423.1, NP_001001424.1, NP_999621.1, NP_999625.1
OG0000741	NP_001002964.1, NP_001273889.1, XP_038422354.1	XP_005551555.3, XP_045242198.1	NP_032269.3, NP_032903.3, NP_034557.3	NP_058713.1, NP_445943.1, XP_038936729.1
OG0000742	NP_001002998.1, NP_001041589.1, XP_038442757.1	NP_001274647.1, NP_001306547.1	NP_001277687.1, NP_112455.2, NP_573475.2	NP_001094479.1, NP_937764.1, XP_017457568.1
OG0000743	NP_001003001.1, XP_038382376.1	XP_005552274.1, XP_045239082.1	NP_001160099.1, NP_001160101.1, NP_001401360.1, NP_033368.1, NP_080251.3	NP_001013246.1, XP_006227963.1
OG0000744	NP_001003031.2, XP_038405084.1	XP_005542801.3, XP_015291857.2, XP_065389478.1, XP_065402044.1	NP_076360.1	NP_001012522.1, NP_075212.2, XP_056841131.1, XP_063139086.1
OG0000745	NP_001003192.1, XP_038429059.1	XP_005565939.1, XP_045232996.2, XP_065389021.1, XP_065389048.1, XP_065389372.1	NP_032986.1, NP_954866.2	NP_001406113.1, NP_113794.1
OG0000746	NP_001003207.1, XP_038442507.1	XP_065388800.1, XP_065394859.1	NP_001007577.1, NP_032753.5, XP_036012232.1	NP_036745.1, NP_077356.1, NP_446283.1, NP_620611.2
OG0000747	NP_001003213.1, NP_001157926.1, NP_001243249.1	XP_005558346.2, XP_045246342.2	NP_001316789.1, NP_034473.2, XP_011242657.1	NP_001099208.1, NP_071970.2, NP_671694.1
OG0000748	NP_001003227.1, XP_038408856.1, XP_038440460.1	XP_005573266.1, XP_045228489.1	NP_034574.1, NP_038641.1, NP_056558.1	NP_062201.2, NP_077364.2, NP_113816.1
OG0000749	NP_001003385.1, XP_038386271.1, XP_038438741.1	XP_005548219.3, XP_065402958.1	NP_001391626.1, NP_080680.2, XP_006522710.1	NP_001012082.1, NP_671481.2, XP_006248404.1
OG0000750	NP_001005757.1, XP_038409975.1, XP_038432441.1	XP_005569907.1, XP_005577039.1, XP_065400127.1	NP_001366177.1, NP_031658.1	NP_036898.2, NP_071603.2, XP_008758390.1
OG0000751	NP_001013438.2, NP_001376135.1, XP_038420408.1	XP_005577949.3	NP_473431.1, NP_666854.1, NP_666857.2, XP_017174033.1	NP_001000329.1, NP_001396394.1, XP_006234555.1
OG0000752	NP_001017439.1, NP_001375843.1, XP_038424113.1, XP_038424115.1		NP_001011846.1, NP_666936.1, NP_666937.1, NP_997043.1	NP_001000223.1, NP_001000225.1, NP_001001010.1
OG0000753	NP_001093761.1, XP_038424277.1, XP_038443781.1	XP_005579373.2, XP_005593335.1	NP_031833.3, XP_006508075.1	NP_001004216.1, NP_076455.2, NP_446135.2, XP_008757865.1
OG0000754	NP_001107185.1	XP_005562595.1	NP_031869.1, NP_034160.1, NP_631965.1, NP_631971.1	NP_001032594.1, NP_001032596.1, NP_001032598.1, NP_001032599.1, NP_113998.1
OG0000755	NP_001124307.2, XP_038433205.1	XP_005570633.1, XP_065400686.1	NP_001028805.2, NP_001095884.1, NP_001397304.1	NP_001178480.1, NP_001399481.1, NP_037011.2, NP_598295.2
OG0000756	NP_001171276.1, XP_038404600.1, XP_038439262.1	XP_005549394.1, XP_005556637.3, XP_005580384.3	NP_766068.1, XP_036020784.1	NP_001101288.1, NP_113764.1, XP_006227875.1
OG0000757	NP_001177417.1, XP_038412118.1, XP_038422982.1	XP_015296045.1, XP_015305893.3, XP_065375758.1	XP_011247763.1, XP_036019331.1	NP_599235.3, XP_017454548.1, XP_038953892.1
OG0000758	NP_001193361.1, XP_038433761.1, XP_038440858.1	XP_005549980.1, XP_005571106.1, XP_015287872.1	NP_032289.2, NP_034592.2	NP_001100564.1, NP_001295565.1, NP_001389216.1
OG0000759	NP_001238875.1, XP_038388443.1, XP_038394915.1, XP_038416963.1, XP_038417426.1	XP_015313112.1, XP_045225541.1	NP_031922.1, NP_579928.1	NP_001007657.1, NP_612518.2
OG0000760	NP_001238971.1, XP_038388710.1, XP_038392158.1	XP_005561444.3, XP_015296454.3, XP_015303174.2, XP_065394312.1, XP_065402201.1	NP_001412922.1	NP_001007601.1, NP_001103082.1
OG0000761	NP_001239510.1, XP_038396691.1, XP_038406449.1	XP_005590980.1, XP_045219531.1, XP_045231691.1	NP_035652.2, NP_997591.1	NP_001100455.2, NP_062039.1, NP_446005.2
OG0000762	NP_001273789.1, XP_038384130.1, XP_038406006.1	XP_045219254.1, XP_045228214.2, XP_065391747.1	NP_001344599.1, NP_034078.2	NP_113747.2, XP_006229128.1, XP_006242242.1
OG0000763	NP_001274021.1, XP_038385583.1	XP_005549717.1, XP_005555595.1, XP_045217163.2, XP_065381500.1	NP_058030.1, XP_036018077.1	XP_001070681.6, XP_003751869.1, XP_006237271.1
OG0000764	NP_001277045.1, XP_038386806.1	XP_015311332.1, XP_045238841.1, XP_045253668.2	NP_034454.2, NP_034455.1, NP_083950.1	NP_001014025.2, NP_036703.2, NP_037309.1
OG0000765	NP_001300711.1	XP_005584063.1, XP_045242721.1, XP_045247187.2, XP_045250663.2, XP_065391188.1	NP_033104.2	NP_112365.1, XP_038968974.1, XP_063132904.1, XP_063141397.1
OG0000766	NP_001300791.1, XP_038444262.1	XP_005590550.3, XP_015299839.3, XP_045223643.1	NP_113565.2, NP_795946.2, XP_011248964.1	NP_001100418.1, NP_001101935.1, NP_001414600.1
OG0000767	NP_001300793.1, XP_038395973.1, XP_038413542.1	XP_005591517.3, XP_015306104.3	NP_035455.1, NP_035456.1, NP_067345.1	NP_036780.1, NP_058742.2, NP_071563.1
OG0000768	NP_001301045.1	XP_005541369.3, XP_045255377.1	NP_001013380.2, NP_001191940.1, NP_031794.3, NP_035448.2, NP_079746.1	NP_001032731.1, NP_058792.1, NP_058866.2
OG0000769	NP_001332969.1	XP_005571007.1, XP_045222142.2, XP_045223966.2, XP_045232976.2, XP_045237910.2, XP_045248989.2, XP_065379580.1, XP_065399031.1	NP_034794.2	NP_446428.1
OG0000770	NP_001349528.1, NP_001349530.1	XP_005541836.1, XP_005541899.1, XP_045218944.1	NP_033138.1, NP_035439.1, NP_035442.1	NP_001007637.1, NP_001099908.1, NP_112376.1
OG0000771	NP_001375536.1, NP_001375858.1	XP_005577937.2, XP_005578781.3, XP_005578951.3	NP_666791.1, NP_666799.1	NP_001000296.1, NP_001000423.1, NP_001000934.1, XP_063140382.1
OG0000772	NP_001375787.1, NP_001375988.1, NP_001376064.1	XP_005551047.3, XP_005551089.4, XP_065397251.1	NP_666494.1, NP_666495.1, NP_666787.1	NP_001000854.1, NP_001389471.1
OG0000773	NP_001375820.1, NP_001375823.1, XP_038445604.1	XP_015309005.3, XP_015310621.3, XP_045245314.2, XP_045255565.2, XP_065400110.1	NP_997041.2	NP_001000500.1, NP_001000995.1
OG0000774	NP_001375909.1, NP_001376046.1, XP_038418393.1	XP_005577941.3, XP_005577942.2	NP_001011532.1, NP_666794.1	NP_001000249.1, NP_001000303.1, NP_001000304.1, NP_001000683.1
OG0000775	NP_001376149.1, XP_038408763.1, XP_038434462.1	XP_005581343.1, XP_065382886.1	NP_001355672.1, NP_032808.1, NP_035170.1	NP_112403.2, XP_006231505.2, XP_038966491.1
OG0000776	XP_038381422.1, XP_038444855.1, XP_038444864.1, XP_038444876.1, XP_038444878.1, XP_038444884.1, XP_038444891.1, XP_038445559.1, XP_038445560.1, XP_038445591.1, XP_038445678.1			
OG0000777	XP_038381547.1, XP_038441898.1	XP_045232061.1, XP_045238988.2, XP_045250417.2, XP_065392089.1, XP_065396225.1, XP_065399140.1	NP_033253.1	NP_001395730.1, XP_038962618.1
OG0000778	XP_038381549.1, XP_038394855.1, XP_038421271.1	XP_005543129.1, XP_005582179.1, XP_005587526.1	NP_031862.1, NP_035947.2	NP_001071108.1, NP_077041.2, XP_006240950.1
OG0000779	XP_038381690.1, XP_038385445.1, XP_038428548.1	XP_045237008.2, XP_065379392.1, XP_065389682.1	NP_001074769.1, XP_006540028.2	NP_001100976.1, NP_001387561.1, XP_038962660.1
OG0000780	XP_038382357.1, XP_038391037.1	XP_005556949.1, XP_005560176.1, XP_045247266.1	NP_079940.2, NP_570614.2, NP_780692.2	NP_001101122.1, NP_001120960.1, XP_038946688.1
OG0000781	XP_038382926.1, XP_038382933.1	XP_015292809.3, XP_045228500.2, XP_065387164.1	NP_001161065.1, NP_082433.2, NP_808379.2	NP_001128078.1, NP_001387530.1, NP_001395657.1
OG0000782	XP_038383010.1, XP_038388925.1, XP_038423867.1	XP_005581979.2, XP_005587488.3, XP_045251829.1	NP_598483.2, NP_666208.2	NP_001006984.1, NP_001014050.1, NP_001094206.1
OG0000783	XP_038383891.1, XP_038383926.1, XP_038385271.1	XP_005590192.3, XP_015297417.3	NP_001333013.1, XP_006540923.1, XP_036008858.1	NP_001388292.1, NP_058886.1, XP_006229008.1
OG0000784	XP_038383993.1, XP_038405998.1, XP_038419556.1	XP_005590086.2, XP_045219243.2	NP_001029287.1, NP_067398.3, XP_006508582.1	NP_067708.2, NP_113939.2, XP_063130322.1
OG0000785	XP_038384010.1, XP_038424859.1, XP_038433175.1	XP_005570599.1, XP_005590083.3, XP_065384704.1	NP_057872.3, NP_068689.2, XP_006501767.1	NP_061995.1, NP_445776.1
OG0000786	XP_038384040.1, XP_038405954.1	XP_005571615.1, XP_005578530.1, XP_045236264.1	NP_001346681.1, XP_006540709.1, XP_036008594.1	NP_036988.1, NP_446449.2, NP_631963.1
OG0000787	XP_038384489.1, XP_038401631.1	XP_005577639.2, XP_045234552.1, XP_045252906.1	NP_001334511.1, NP_659121.1, XP_017170657.1	NP_620276.3, XP_006231069.1, XP_038968474.1
OG0000788	XP_038384566.1	XP_005589568.2, XP_005589573.3, XP_065390643.1	NP_001025104.2, NP_001347156.1, NP_001347394.1, NP_001407040.1, NP_061261.2, XP_030098675.1	XP_017445498.2
OG0000789	XP_038384621.1, XP_038391993.1, XP_038437117.1	XP_005579768.1, XP_005590722.2, XP_065395656.1	NP_001297770.1, NP_694752.1	NP_001012201.1, NP_001040572.1, XP_038944379.1
OG0000790	XP_038384935.1, XP_038401087.1, XP_038419896.1	XP_005577351.1, XP_045235521.2, XP_065405089.1	NP_001254554.1, NP_001278007.1, XP_030098515.1	XP_006230912.1, XP_038944303.1
OG0000791	XP_038384948.1, XP_038389825.1, XP_038401050.1	XP_005539821.3, XP_005561733.1	NP_001074806.1, XP_006515747.1, XP_006540460.1	NP_001358027.1, NP_647546.2, XP_038953828.1
OG0000792	XP_038385154.1, XP_038419832.1, XP_038427450.1	XP_005577294.1, XP_045218395.2, XP_045235622.1	NP_001276746.1, NP_064319.1, NP_081200.2	NP_001276749.1, NP_001402609.1
OG0000793	XP_038385678.1, XP_038403540.1	XP_005564873.1, XP_005583655.2, XP_015288083.1	NP_001070658.1, NP_001391634.1, XP_017170196.1	NP_001013136.1, NP_077373.2, XP_063122818.1
OG0000794	XP_038385911.1, XP_038402876.1, XP_038440557.1	XP_005564800.3, XP_005584671.2	NP_032651.2, NP_032893.1, XP_006532469.1	NP_001094307.1, NP_001099593.2, XP_006247693.1
OG0000795	XP_038386622.1, XP_038414176.1, XP_038423008.1	XP_005588261.3, XP_045228093.1	NP_663431.3, NP_766091.2, XP_036020394.1	NP_001388250.1, XP_038959427.2, XP_063134036.1
OG0000796	XP_038386825.1, XP_038414355.1, XP_038428151.1	XP_005560781.2, XP_005592158.2, XP_045218871.1	NP_001347193.1, NP_001359350.1, NP_851287.1	NP_001258020.1, XP_063129996.1
OG0000797	XP_038387059.1, XP_038442911.1, XP_038443648.1	XP_005591904.3, XP_005593150.1	NP_001351341.1, NP_032858.2, XP_006528742.1	NP_001014174.1, NP_001382568.1, NP_072148.2
OG0000798	XP_038387097.1, XP_038414039.1, XP_038441955.1	XP_005543505.1, XP_005544120.1, XP_045254551.2	NP_001029138.1, NP_079923.3	NP_112248.2, XP_038964430.1, XP_063143469.1
OG0000799	XP_038387109.1, XP_038411153.1, XP_038416695.1	XP_005563889.1, XP_005576629.1, XP_065381638.1	NP_057886.1, NP_598855.2	NP_001019542.1, NP_058818.1, NP_059052.1
OG0000800	XP_038387281.1, XP_038428756.1, XP_038435314.1	XP_005563480.1, XP_005569611.1, XP_065382471.1	NP_663368.3, NP_776122.1, XP_006535505.1	NP_001019927.1, XP_038965726.1
OG0000801	XP_038387293.1, XP_038414406.1, XP_038421417.1	XP_005560842.1, XP_005571798.1	NP_001034483.1, NP_766189.1, XP_006538910.1	NP_001019502.1, NP_001386744.1, XP_063130300.1
OG0000802	XP_038388271.1, XP_038417988.1, XP_038422787.1	XP_005542140.1, XP_005557419.1, XP_005588467.3	NP_001036056.1, NP_081836.1	NP_001007798.1, NP_001008767.1, XP_063131444.1
OG0000803	XP_038388276.1, XP_038398941.1	XP_045217355.1, XP_065401889.1, XP_065404588.1	NP_001297516.1, NP_001344253.1, XP_011242797.1	XP_006232833.1, XP_063121694.1, XP_063138393.1
OG0000804	XP_038388345.1, XP_038397631.1	XP_015307148.1, XP_045248816.2, XP_045254472.2	NP_077137.1, XP_036010771.1	NP_511172.1, XP_038938807.1, XP_038948515.1, XP_038953273.1
OG0000805	XP_038388440.1, XP_038388823.1, XP_038398934.1	XP_005541491.3, XP_045249831.2	NP_001028656.1, NP_057930.2, XP_036013984.1	NP_001101959.2, NP_001178638.1, NP_001414054.1
OG0000806	XP_038389025.1, XP_038390996.1, XP_038434785.1	XP_045217521.2, XP_065400793.1, XP_065403024.1	NP_001390348.1, NP_849259.2, XP_036017465.1	XP_006254856.3, XP_008758802.1
OG0000807	XP_038389087.1, XP_038415951.1	XP_005554440.1, XP_005563182.3, XP_045217639.2	NP_062510.2, XP_006504249.1, XP_036010000.1	NP_001100791.1, NP_001257956.1, NP_113909.1
OG0000808	XP_038389129.1, XP_038407477.1, XP_038434679.1	XP_005566451.3, XP_065383054.1	NP_001318011.1, NP_038486.2, NP_038786.2	NP_001103350.1, XP_017454553.1, XP_063137447.1
OG0000809	XP_038389186.1, XP_038390582.1, XP_038407445.1	XP_005554364.3, XP_005558694.2, XP_005575724.1	NP_034881.2, NP_034883.2, NP_057871.2	NP_001094219.1, NP_665716.2
OG0000810	XP_038389628.1, XP_038402013.1, XP_038402572.1	XP_005554533.2, XP_045232670.2, XP_065388029.1	NP_081408.2, NP_766389.2	NP_001099321.1, NP_852098.1, XP_038941598.1
OG0000811	XP_038389995.1, XP_038408244.1, XP_038417531.1	XP_005557972.1, XP_005565791.1, XP_005575523.1	NP_033948.1, NP_033949.2, NP_808280.2	NP_001007146.1, NP_001100068.1
OG0000812	XP_038391140.1	XP_005543933.3, XP_005596002.3, XP_015306819.3, XP_065385777.1	NP_071316.1, NP_077150.1, NP_862907.2	NP_001012221.1, NP_001121052.1, NP_001395717.1
OG0000813	XP_038391689.1, XP_038415334.1, XP_038437492.1, XP_038442547.1	XP_045244178.2, XP_045245273.2	NP_001139432.1, NP_694702.1	NP_001011944.1, NP_001101324.2, NP_001178923.1
OG0000814	XP_038391738.1, XP_038437181.1, XP_038438845.1	XP_045226763.2, XP_045241411.2	NP_001020363.1, NP_081378.1, NP_733548.2	NP_001004245.1, NP_001013138.1, NP_001386136.1
OG0000815	XP_038392829.1, XP_038396230.1, XP_038406386.1	XP_015297776.1, XP_045231261.2, XP_065377810.1	NP_001076005.2, XP_006522171.1	NP_001387978.1, NP_001401161.1, XP_038942935.1
OG0000816	XP_038393295.1, XP_038415841.1, XP_038423069.1	XP_005543280.1, XP_005588200.3	NP_084290.1, XP_006509211.1, XP_036009672.1	NP_001129570.1, XP_038953611.1, XP_038965825.1
OG0000817	XP_038393709.1, XP_038424066.1, XP_038439810.1	XP_005546424.2, XP_045248867.1, XP_045251041.2, XP_045255706.2	NP_080793.1	NP_001102018.1, NP_001395786.1, XP_038954063.1
OG0000818	XP_038393856.1, XP_038398194.1, XP_038426966.1	XP_005540249.1, XP_005544897.3, XP_005545978.2	NP_653116.1, NP_780669.1	NP_001041507.1, NP_001382630.1, XP_006239491.1
OG0000819	XP_038394283.1, XP_038411763.1, XP_038420337.1	XP_005577734.1, XP_005592554.1	NP_001157645.1, NP_001397148.1, NP_598714.1	NP_001099657.2, NP_001388145.1, XP_063128842.1
OG0000820	XP_038394515.1, XP_038428511.1, XP_038440220.1	XP_045219052.2, XP_045246510.1, XP_065393570.1	NP_001074177.1, NP_001389841.1, XP_011246833.2	XP_006235712.1, XP_063133991.1
OG0000821	XP_038395146.1, XP_038395147.1, XP_038397638.1	XP_065396977.1, XP_065396981.1, XP_065397807.1	XP_036021552.1	XP_038945992.1, XP_038946040.2, XP_063127852.1, XP_063127949.1
OG0000822	XP_038395382.1, XP_038402273.1, XP_038406555.1	XP_005567375.2, XP_005585276.1, XP_045245406.2	NP_001032844.2, NP_080109.1, NP_808248.1	XP_006247931.1, XP_017453804.1
OG0000823	XP_038395526.1, XP_038402296.1, XP_038406579.1	XP_015302525.2, XP_065378236.1	NP_780571.2, XP_006532429.1, XP_036014949.1	NP_001406792.1, XP_038935185.1, XP_038943447.1
OG0000824	XP_038395795.1, XP_038404375.1	XP_005577103.3, XP_005582456.2, XP_065392850.1	NP_031899.2, NP_034199.1, NP_068563.2	NP_075226.1, NP_112404.1, XP_006230797.1
OG0000825	XP_038395942.1, XP_038402401.1, XP_038406403.1	XP_065377814.1, XP_065388141.1	NP_659061.2, XP_011240059.1, XP_030101765.1	XP_008757969.1, XP_063119031.1, XP_063125325.1
OG0000826	XP_038397386.1, XP_038405078.1, XP_038422969.1	XP_005588303.1, XP_045223634.1	NP_001186522.1, NP_848769.2, XP_030107417.1	NP_001099225.2, XP_006233834.1, XP_006255307.1
OG0000827	XP_038397788.1, XP_038414457.1	XP_015297037.2, XP_045250947.2, XP_065380683.1	NP_001355665.1, NP_001406157.1, XP_006529770.1	NP_001178875.2, XP_006241370.1, XP_063128373.1
OG0000828	XP_038397857.1, XP_038404724.1, XP_038423366.1	XP_045236603.2, XP_065385914.1	NP_001350168.1, NP_001394979.1, XP_006529895.1	NP_001162021.1, XP_006248838.1, XP_038946537.1
OG0000829	XP_038398975.1, XP_038438263.1	XP_005541521.1, XP_005555026.1, XP_005591076.1	NP_076313.1, NP_940814.1, XP_006502072.1	NP_001012033.1, NP_001017377.1, XP_063138594.1
OG0000830	XP_038399570.1, XP_038413986.1, XP_038417240.1	XP_005587076.3, XP_045227138.1	NP_080627.2, NP_082617.2, XP_006503057.1	NP_001178835.1, NP_001402643.1, XP_063143456.1
OG0000831	XP_038399946.1, XP_038425095.1	XP_005578563.1, XP_045227136.2, XP_045233052.2, XP_045252430.2, XP_065394488.1	NP_080809.1, XP_036009550.1	NP_569116.1, XP_003749973.3
OG0000832	XP_038400198.1, XP_038400234.1	XP_005560998.1, XP_045253431.1	NP_001268401.1, NP_035319.1, NP_035320.1	NP_001011894.1, NP_058953.1, XP_038955313.1, XP_063130259.1
OG0000833	XP_038401897.1, XP_038418416.1	XP_005576856.1, XP_045218490.2, XP_045239457.1	NP_080296.3	NP_001025192.1, XP_038948670.1, XP_038949887.1, XP_038967327.1, XP_038967423.1
OG0000834	XP_038402949.1, XP_038422569.1	XP_005546987.2, XP_005574225.3, XP_005584654.2	NP_034989.1, NP_067260.1, NP_758463.1, XP_030101494.1	NP_001102965.1, NP_036738.1
OG0000835	XP_038403291.1, XP_038403292.1, XP_038403293.1, XP_038403294.1	XP_005584203.2, XP_015293951.1, XP_045231909.2	NP_001034591.1, NP_081433.2	NP_001020306.1, NP_001395601.1
OG0000836	XP_038403449.1, XP_038413063.1	XP_005573642.3, XP_045230849.1, XP_065398259.1	NP_001334142.1, NP_663500.2, XP_011247566.1	NP_001414740.1, XP_006247361.1, XP_017447182.1
OG0000837	XP_038403534.1, XP_038413029.1	XP_005546653.1, XP_005583649.1, XP_065398276.1	NP_034081.1, NP_076159.3, NP_898850.2	NP_001257527.1, NP_001359041.1, NP_783184.1
OG0000838	XP_038403780.1, XP_038431255.1	XP_005572459.1, XP_005583872.1, XP_065405249.1	NP_001001185.1, NP_062656.3, NP_080832.1	NP_445771.1, NP_542428.1, XP_002729988.1
OG0000839	XP_038403794.1, XP_038403799.1	XP_005583875.3, XP_005583883.2, XP_045231017.2	NP_031972.2, NP_034954.2, NP_536345.2	NP_001100507.1, NP_001388741.1, NP_001401265.1
OG0000840	XP_038404396.1, XP_038419163.1, XP_038419166.1	XP_005577919.2, XP_005582495.1, XP_045227800.2	NP_067373.2, XP_006532882.1	NP_001099282.1, NP_001101212.1, NP_001101213.1
OG0000841	XP_038405315.1	XP_005580851.1, XP_065394977.1	NP_079868.1	XP_038934112.1, XP_038953133.1, XP_063122450.1, XP_063124261.1, XP_063126107.1, XP_063137124.1, XP_063139598.1
OG0000842	XP_038405700.1, XP_038418581.1, XP_038420845.1	XP_045222508.2, XP_045222877.2	NP_032156.2, NP_034426.2, XP_036016415.1	NP_001100639.2, NP_001178839.1, NP_536330.2
OG0000843	XP_038405783.1, XP_038418350.1	XP_045219354.2, XP_045221472.1, XP_065403656.1	XP_017169441.1, XP_036019032.1	XP_017448386.2, XP_017450704.1, XP_038935696.1, XP_063138811.1
OG0000844	XP_038405785.1, XP_038422367.1	XP_005593468.2, XP_045242206.1, XP_065380582.1	NP_081880.2, NP_663603.3, XP_006511759.1	NP_001008861.2, NP_001128484.1, XP_006241493.1
OG0000845	XP_038406675.1, XP_038421547.1	XP_005567539.1, XP_005593483.1, XP_045241676.2	NP_001104485.1, NP_038708.3, NP_038750.2	NP_001029192.2, NP_058805.1, NP_062006.1
OG0000846	XP_038406719.1, XP_038412115.1, XP_038417405.1	XP_005572164.1, XP_005575327.1	NP_033112.2, NP_081699.1, NP_722493.2	NP_001099472.1, NP_001178807.1, NP_113961.2
OG0000847	XP_038406826.1, XP_038410706.1, XP_038442480.1	XP_045224622.1, XP_045239524.1, XP_045247190.1	NP_032925.1, NP_032927.1	NP_058948.1, NP_620192.2, NP_742082.2
OG0000848	XP_038407411.1, XP_038433949.1	XP_005575753.1, XP_015311540.3, XP_065400627.1	NP_001032816.1, XP_006519017.1, XP_036020963.1	NP_001102717.1, XP_038947751.1, XP_038950392.1
OG0000849	XP_038407687.1, XP_038420507.1, XP_038424155.1	XP_005556010.3, XP_005579478.1, XP_045250995.2	NP_001004176.2, NP_001388483.1	NP_001101145.2, NP_001388485.1, XP_008764219.2
OG0000850	XP_038408603.1, XP_038444942.1	XP_005581493.3, XP_005581503.3	NP_001078999.1, NP_001264096.1, XP_001481289.2, XP_003688841.1, XP_030107501.2	NP_001386081.1, XP_063144595.1
OG0000851	XP_038409938.1, XP_038413330.1	XP_045240724.2, XP_045244466.1, XP_045246769.1	XP_017173175.1, XP_030110934.1, XP_036021645.1	XP_038939738.1, XP_038963306.1, XP_063142549.1
OG0000852	XP_038410578.1, XP_038412947.1, XP_038416319.1	XP_005552477.2, XP_045247848.2, XP_065398318.1	NP_001346887.2, NP_001359271.1, NP_001395744.1	XP_063121634.1, XP_224863.6
OG0000853	XP_038410777.1, XP_038416830.1, XP_038436223.1	XP_005543056.3, XP_005555570.2	NP_034098.1, NP_570962.2, NP_666238.1	NP_001012183.1, NP_001101114.1, NP_058748.2
OG0000854	XP_038411355.1, XP_038411364.1, XP_038428247.1	XP_005564064.3, XP_005564077.3, XP_045220023.1	NP_033598.2, NP_796237.2, NP_955520.1	NP_001257985.1, XP_006235536.1
OG0000855	XP_038412403.1, XP_038421374.1	XP_005550859.2, XP_015301791.3, XP_045246991.2, XP_045247087.2, XP_065386466.1	NP_001342596.1, NP_079627.3	NP_001100078.1, XP_017448014.1
OG0000856	XP_038412555.1		NP_001098102.1, NP_001098104.1, NP_001098105.1, NP_001098107.1, NP_001098108.1, NP_001098109.1, NP_001098111.1, NP_001372009.1, NP_001372142.1, NP_064301.2	
OG0000857	XP_038413126.1, XP_038433744.1	XP_005549963.1, XP_045221288.1, XP_045223223.1	NP_001020264.1, NP_001296995.1, XP_036021932.1	NP_001101585.1, NP_001128093.1, NP_112280.1
OG0000858	XP_038413251.1, XP_038435715.1	XP_005588789.2, XP_065398214.1, XP_065398222.1	NP_001074670.1, NP_001159679.1, NP_848819.2	NP_001129307.2, NP_001292209.1, XP_006242784.1
OG0000859	XP_038413966.1, XP_038426544.1, XP_038439001.1	XP_005547980.3, XP_015291445.2	NP_683761.2, NP_789810.2, XP_006502680.2	NP_001414621.1, XP_038965489.1, XP_063126585.1
OG0000860	XP_038414552.1, XP_038422200.1, XP_038442581.1	XP_005547365.1, XP_005571888.1	NP_080544.1, NP_083628.3, NP_703189.3	NP_001033062.1, NP_001094017.1, NP_446335.1
OG0000861	XP_038414635.1, XP_038437167.1	XP_005584887.1, XP_005592611.1, XP_065403767.1	NP_075861.1	NP_001071060.1, XP_038953298.1, XP_038956429.1, XP_038962709.1, XP_038964549.1
OG0000862	XP_038415742.1, XP_038433465.1	XP_005551326.2, XP_005570808.1, XP_005574392.1	NP_031883.1, NP_033196.1, NP_034674.2	NP_058917.1, NP_445819.1, NP_445836.1
OG0000863	XP_038417683.1, XP_038434487.1	XP_005558616.1, XP_065377375.1, XP_065383025.1	NP_081600.1, NP_444426.3, NP_444427.1, XP_006506879.1	XP_038945795.1, XP_038963069.1
OG0000864	XP_038418377.1	XP_005576773.1, XP_005576776.1, XP_005576777.2, XP_015309298.3, XP_045231294.1, XP_045241217.2, XP_065379547.1, XP_065386346.1	NP_109619.1	NP_110460.1
OG0000865	XP_038418591.1, XP_038420852.1, XP_038426935.1	XP_005543125.1, XP_005549808.2, XP_005572982.2, XP_045242834.1	NP_062364.3, NP_071722.1	NP_112355.1, NP_446273.1
OG0000866	XP_038419535.1	XP_005562887.3, XP_005562894.3, XP_015298813.2, XP_015309893.2, XP_065374734.1, XP_065375062.1	NP_064671.2, XP_036009018.1	NP_001382649.1, NP_001406421.1
OG0000867	XP_038420469.1, XP_038424414.1	XP_005579252.1, XP_005595077.1, XP_065377860.1, XP_065401602.1	NP_001288227.1, NP_034378.2, NP_853615.1	NP_445869.2, XP_038953749.1
OG0000868	XP_038422075.1, XP_038432198.1, XP_038443364.1	XP_045239591.2, XP_045241980.1	NP_062528.2, XP_006518538.1, XP_036021662.1	NP_446153.2, XP_017455544.1, XP_063141552.1
OG0000869	XP_038422097.1, XP_038444631.1	XP_005547449.3, XP_005556271.2, XP_015299212.2	NP_033414.1, NP_083203.2, NP_113556.2	NP_001099550.1, NP_001103004.1, NP_072114.2
OG0000870	XP_038422101.1, XP_038422102.1, XP_038422105.1	XP_005547432.3, XP_065396818.1	NP_001293007.1, NP_061216.2, XP_006518648.1	NP_001100761.2, NP_062242.2, XP_063131727.1
OG0000871	XP_038423998.1, XP_038427316.1	XP_045234595.1	NP_808281.1	NP_001013121.2, NP_001121045.1, XP_038936423.1, XP_038936426.1, XP_038936427.1, XP_063120457.1, XP_063120602.1
OG0000872	XP_038427012.1, XP_038431084.1	XP_005546020.1, XP_005572366.3, XP_045245563.2	NP_038860.2, NP_598675.2, XP_006510838.1	NP_001099194.1, NP_001101805.1, XP_002727999.1
OG0000873	XP_038427036.1, XP_038444047.1	XP_005546053.1, XP_005585855.1, XP_045240160.1	NP_001028382.1, NP_032905.2, XP_006527794.1	NP_001012044.1, XP_006243636.1, XP_006257496.1
OG0000874	XP_038428287.1, XP_038435356.1	XP_005563509.1, XP_005569105.1, XP_045247434.2	NP_001185843.1, NP_032677.2, XP_006498936.1	NP_001414338.1, XP_006235587.1, XP_038965321.1
