Orthogroup	Canis_lupus_protein	Macaca_fascicularis_protein	Mus_musculus_protein	Rattus_norvegicus_protein
OG0000016	NP_001006648.1, NP_001006655.1, NP_001271393.1, XP_038407548.1, XP_038407550.1, XP_038408443.1, XP_038408444.1, XP_038408445.1, XP_038408446.1, XP_038408447.1, XP_038408448.1, XP_038408449.1, XP_038408450.1, XP_038408451.1, XP_038408452.1, XP_038408453.1, XP_038409208.1, XP_038409209.1, XP_038409210.1	XP_005581675.3, XP_005581676.3, XP_005581677.3, XP_005581678.3, XP_005581679.1, XP_005581680.3, XP_005581683.3, XP_005581684.3, XP_005581685.3, XP_005581687.3, XP_005581691.3, XP_005581692.3, XP_015292580.1, XP_045228737.2, XP_045228739.2, XP_045228741.2, XP_065387149.1	NP_032359.2, NP_032360.2, NP_032362.2, NP_034632.2, NP_034633.2, NP_034634.1, NP_034635.2, NP_034637.1, NP_796321.1, NP_796335.1, NP_954608.1, NP_996750.1, NP_996753.1, NP_996754.1, NP_996858.1	NP_001014786.1, NP_001100137.1, NP_001101395.1, NP_001258147.1, NP_001388886.1, NP_001395720.1, NP_001395778.1, NP_001395977.1, NP_001395994.1, NP_001396331.1, XP_003750010.2, XP_038967480.1, XP_038967481.1, XP_038967482.1, XP_038967483.1, XP_038967484.1, XP_038967485.1, XP_038967486.1, XP_038967487.1, XP_063144647.1, XP_063144648.1, XP_063144745.1, XP_063144746.1, XP_063144748.1
OG0000017	XP_038386301.1, XP_038386303.1, XP_038386305.1, XP_038386306.1, XP_038386309.1, XP_038386314.1, XP_038386315.1, XP_038386324.1, XP_038386325.1, XP_038386364.1, XP_038387976.1, XP_038445478.1, XP_038445479.1, XP_038445480.1, XP_038445481.1	XP_005558086.3, XP_005558089.3, XP_005558090.3, XP_005558092.2, XP_005558094.3, XP_005558097.2, XP_005596046.4, XP_015307502.3, XP_015307505.3, XP_015307506.3, XP_015307507.3, XP_015307508.3, XP_015307532.3, XP_045250273.2, XP_045250274.2, XP_065401984.1	NP_444357.1, NP_444358.2, NP_444359.3, NP_444360.1, NP_444361.1, NP_444362.3, NP_444363.1, NP_444364.3, NP_444365.1, NP_444366.3, NP_444367.1, NP_444368.1, NP_444369.3, NP_444370.1, NP_444371.3, NP_444372.2, NP_444373.1, NP_444374.2, NP_444375.2, NP_444376.1, NP_444377.3	NP_001014779.1, NP_001014780.1, NP_001014783.1, NP_001014804.1, NP_001102593.2, NP_001102860.1, NP_001102865.1, NP_001108073.1, NP_001108074.2, NP_001108075.1, NP_001108076.1, NP_001391845.1, NP_001395668.1, NP_001395689.1, NP_001395766.1, NP_001395834.1, NP_001395838.1, NP_001395844.1, NP_001403744.1, NP_775122.2, XP_001055818.2, XP_008770293.3
OG0000018	XP_038412336.1, XP_038415464.1, XP_038418000.1, XP_038418001.1, XP_038418002.1, XP_038432800.1, XP_038439901.1, XP_038440237.1, XP_038440275.1, XP_038440276.1, XP_038440277.1, XP_038440336.1, XP_038440339.1, XP_038440340.1, XP_038440341.1, XP_038440361.1, XP_038440362.1, XP_038440417.1	XP_005541140.1, XP_005542099.1, XP_005542100.1, XP_005553797.1, XP_005553799.1, XP_005553843.1, XP_005553866.1, XP_005553871.1, XP_005553880.1, XP_015305249.1, XP_015305250.1, XP_015305252.1, XP_015305302.1, XP_045232865.1, XP_045245950.1, XP_065379860.1, XP_065402845.1	NP_001171015.1, NP_038577.1, NP_783589.1, NP_783590.1, NP_783591.2, NP_783592.1, NP_783593.1, NP_808356.1, NP_835489.1, NP_835490.1, NP_835491.1, NP_835492.1, NP_835493.1, NP_835494.1, NP_835495.1, NP_835496.1, NP_835584.1, NP_835585.3, NP_835736.1	NP_001019453.1, NP_001102893.1, NP_001103080.1, NP_001104811.1, NP_001302421.1, NP_001302422.1, NP_001395599.1, NP_001395655.1, NP_001395680.1, NP_001395690.1, NP_001395771.1, NP_001395796.1, NP_001395861.1, NP_001395916.1, NP_001395941.1, NP_068611.1, NP_068612.2, XP_003751759.1, XP_063132517.1
OG0000020	NP_001003168.1, NP_001008276.2	XP_005553987.2, XP_005584725.3, XP_045231726.1, XP_045231732.2, XP_045240469.1, XP_045240472.2, XP_065387920.1, XP_065387922.1, XP_065388278.1, XP_065388608.1, XP_065388609.1, XP_065388611.1, XP_065388613.1	NP_001157530.1, NP_001192251.1, NP_001258307.1, NP_001347974.1, NP_001348026.1, NP_001371016.1, NP_032891.1, NP_034218.1, NP_035248.2, NP_035250.1, NP_035294.2, NP_035295.1, NP_035296.1, NP_035298.1, NP_038794.1, NP_064375.1, NP_075821.1, NP_076235.1, NP_079808.1, NP_080172.1, NP_080482.1, NP_082753.1, NP_112468.1, XP_006532286.1, XP_011242562.1	NP_001008342.2, NP_001030020.2, NP_001037736.1, NP_001038167.1, NP_001304727.1, NP_001405441.1, NP_036667.1, NP_036761.1, NP_058732.2, NP_059059.3, NP_064464.1, NP_067591.1, NP_071512.2, NP_071975.2, NP_112606.1, NP_150236.1, NP_445816.1, NP_446243.1, NP_599212.1, NP_612536.2, NP_620216.2, NP_714958.1, NP_714960.1, NP_775133.2, XP_006253971.1, XP_008769837.2, XP_008769893.1, XP_038952367.1, XP_063133039.1, XP_063133040.1
OG0000021	NP_001361455.1, NP_001361456.1, NP_001361514.1, NP_001361519.1, XP_038381864.1, XP_038398749.1, XP_038402506.1, XP_038412337.1, XP_038417995.1, XP_038417997.1, XP_038440271.1, XP_038440272.1, XP_038440337.1, XP_038440338.1, XP_038440360.1	XP_005539890.3, XP_005541064.1, XP_005541132.1, XP_005551659.3, XP_005553796.1, XP_005556922.3, XP_005567844.1, XP_005580074.2, XP_005585038.1, XP_005589931.3, XP_015305029.3, XP_015305243.1, XP_015305280.3, XP_045217174.2, XP_045245959.2, XP_065394940.1, XP_065399112.1, XP_065400383.1, XP_065402194.1, XP_065402841.1	NP_001074488.1, NP_001304932.1, NP_001357860.1, NP_032236.1, NP_032237.1, NP_038576.1, NP_038578.2, NP_473386.1, NP_659539.1, NP_783584.1, NP_835510.1, NP_835511.1, NP_835512.1, NP_835513.1, NP_835514.1, NP_835587.1, NP_835734.2, XP_030103341.1	NP_001013074.1, NP_001101168.1, NP_001103112.1, NP_001389154.1, NP_001395612.1, NP_001395691.1, NP_001395694.1, NP_446437.1, XP_008759202.1, XP_017445789.1, XP_017456259.1, XP_038964978.1, XP_063118698.1, XP_063120512.1, XP_063133017.1, XP_346042.2
OG0000022	NP_001375698.1, NP_001375700.1, NP_001375792.1, NP_001375894.1, NP_001375903.1, NP_001375911.1, NP_001375923.1, NP_001375926.1, NP_001375999.1, XP_038438398.1, XP_038438401.1, XP_038438402.1, XP_038438403.1, XP_038438404.1	XP_045241177.2, XP_045241179.2, XP_045241180.2, XP_045241290.2, XP_065395405.1	NP_001005524.2, NP_001011736.1, NP_001011791.1, NP_001011807.2, NP_001011808.1, NP_666433.1, NP_666434.2, NP_666509.2, NP_666696.2, NP_666697.2, NP_666990.2, NP_667202.1, NP_667203.2, NP_667205.2, NP_667206.1, NP_667209.1, NP_667212.2, NP_667213.2, NP_997433.2	NP_001000045.1, NP_001000046.1, NP_001000047.1, NP_001000048.1, NP_001000050.1, NP_001000051.1, NP_001000052.1, NP_001000496.1, NP_001000531.1, NP_001000726.1, NP_001000727.1, NP_001000728.1, NP_001000945.1, NP_001001099.1, NP_001001100.1, NP_001001101.1, NP_001001102.1, NP_001001103.1, NP_001001104.1, NP_001001105.1, NP_001001106.1, NP_001001107.1, NP_001001108.1, NP_001001352.2, NP_001001383.1, XP_038944129.1, XP_038944666.1, XP_063126739.1
OG0000023	NP_001375444.1, NP_001375447.1, NP_001375818.1, NP_001375893.1, NP_001375896.1, NP_001375915.1, NP_001376034.1, NP_001376079.1, NP_001376082.1, NP_001376092.1, XP_038418392.1, XP_038418394.1, XP_038419185.1, XP_038420404.1	XP_005577940.3, XP_005577944.3, XP_015299920.3, XP_045226644.2, XP_065385763.1	NP_001011735.2, NP_001011771.2, NP_001011777.1, NP_001171328.1, NP_666503.2, NP_666517.2, NP_666518.2, NP_666519.1, NP_666520.2, NP_666521.2, NP_666795.2, NP_666801.2, NP_666934.1, NP_667057.2, NP_667058.1, NP_667077.1, NP_667223.1, NP_667227.2, NP_667228.2, NP_667229.2, NP_667230.1, NP_667289.2, NP_997017.1, NP_997018.2, NP_997444.2, NP_997445.1, NP_997446.1, NP_997557.2	NP_001000299.1, NP_001000305.1, NP_001000307.1, NP_001000308.1, NP_001000309.1, NP_001000310.1, NP_001000311.1, NP_001000313.1, NP_001000314.1, NP_001000678.1, NP_001000679.1, NP_001000681.1, NP_001000682.1, NP_001000685.1, NP_001000931.1, NP_001000932.1, NP_001000933.1, NP_001395893.1
OG0000024	NP_001003349.2, NP_001182774.2, XP_038385579.1, XP_038386568.1, XP_038389880.1, XP_038395170.1, XP_038407379.1, XP_038408967.1, XP_038415713.1, XP_038417669.1, XP_038420945.1, XP_038428921.1, XP_038435896.1, XP_038439209.1, XP_038442531.1	XP_005549302.1, XP_005551289.1, XP_005572035.2, XP_005573027.1, XP_005575787.1, XP_015297393.2, XP_045229524.1, XP_045232433.1, XP_045243797.1, XP_065383004.1	NP_001004365.1, NP_001349828.1, NP_001412719.1, NP_031419.1, NP_033739.1, NP_033740.2, NP_062647.2, NP_076224.1, NP_079547.2, NP_080190.1, NP_082789.1, NP_082790.1, NP_083966.1, NP_780628.3, NP_780706.1	NP_001009268.1, NP_001009602.1, NP_001013959.1, NP_001013983.1, NP_001020588.1, NP_001034117.2, NP_001034122.1, NP_001099879.1, NP_001102412.1, NP_001120921.1, NP_001178789.1, NP_001382533.1, NP_001396275.1, NP_037025.1, NP_062056.1, NP_062085.1, NP_112266.1, NP_112330.1, NP_112406.1, XP_006231532.1, XP_006249182.1, XP_063133715.1
OG0000025	NP_001375512.1, NP_001375513.1, NP_001375514.1, NP_001375515.1, NP_001375516.1, NP_001375517.1, NP_001376096.1, NP_001376097.1, NP_001376110.1, NP_001376114.1, XP_038419183.1	XP_045227818.2, XP_045227819.2	NP_001011840.1, NP_001011841.1, NP_001011842.1, NP_666403.1, NP_666413.1, NP_666786.1, NP_666846.1, NP_666847.1, NP_666900.1, NP_666901.2, NP_666902.1, NP_666903.1, NP_666904.1, NP_666906.1, NP_666907.2, NP_666908.2, NP_666909.1, NP_666910.1, NP_666911.1, NP_666912.1, NP_666914.1, NP_666915.1, NP_666916.1, NP_997015.2, NP_997458.1, XP_030106807.1, XP_030107007.1	NP_001000252.1, NP_001000253.1, NP_001000254.1, NP_001000255.1, NP_001000256.1, NP_001000257.1, NP_001000258.1, NP_001000556.1, NP_001000757.1, NP_001000758.1, NP_001001019.1, NP_001001043.1, NP_001001045.1, NP_001001047.1, NP_001396075.1, NP_001396078.1, XP_003749122.1, XP_003749125.1, XP_017445013.1, XP_017445015.1, XP_038952475.1
OG0000026	XP_038400303.1, XP_038407547.1, XP_038407892.1, XP_038413464.1, XP_038428904.1	XP_065376878.1, XP_065381806.1, XP_065385776.1, XP_065387161.1, XP_065389319.1, XP_065393797.1, XP_065395319.1, XP_065396747.1, XP_065399724.1, XP_065401557.1, XP_065403267.1	XP_011239852.1, XP_011240260.1, XP_011241405.1, XP_017167908.1, XP_017167934.1, XP_017170814.3, XP_017174599.2, XP_030109804.2, XP_036010302.1, XP_036010344.1, XP_036011316.1, XP_036012046.1, XP_036013009.1, XP_036016782.1, XP_036018054.1, XP_036020439.1, XP_036020530.1, XP_036021573.1	XP_038962176.2, XP_063118827.1, XP_063120511.1, XP_063120526.1, XP_063120731.1, XP_063120760.1, XP_063122429.1, XP_063122436.1, XP_063122471.1, XP_063126912.1, XP_063127951.1, XP_063129788.1, XP_063130926.1, XP_063132198.1, XP_063133785.1, XP_063135728.1, XP_063136637.1, XP_063136784.1, XP_063136870.1, XP_063136986.1, XP_063138806.1, XP_063138828.1, XP_063141386.1, XP_063142864.1, XP_063144593.1, XP_063144737.1
OG0000027		XP_065377897.1, XP_065397240.1	NP_001095003.1, NP_001160182.1, NP_001160191.1, NP_001160192.1, NP_001160201.1, NP_444462.1, NP_444463.2, NP_444465.2, NP_444466.2, NP_444468.2, NP_598926.1, NP_598927.1, NP_598928.1, NP_598929.1, NP_598930.1, NP_598931.1, NP_598932.1, NP_598934.1, NP_598936.1, NP_598937.1, NP_598938.1, NP_598939.1, NP_598940.1, NP_598941.1, NP_598942.1, NP_598943.1, NP_598944.1, NP_598945.2, NP_598946.2, NP_598948.1, NP_602318.2	NP_001008906.1, NP_001008922.1, NP_001008970.1, NP_001009513.1, NP_001009515.1, NP_001009518.2, NP_001009519.1, NP_001009520.1, NP_001009521.1, NP_001009523.1, NP_001009528.1, NP_001009529.1, NP_001009530.1, NP_001009531.1, NP_001395783.1, XP_038964435.1, XP_038964442.1, XP_038964445.2, XP_038964452.1, XP_038964987.1, XP_038964989.1, XP_038964990.1, XP_038964991.1, XP_038964992.1
OG0000028	NP_001014309.1, NP_001375610.1, NP_001376102.1, XP_038402084.1	XP_005582558.3, XP_005582559.3, XP_015295692.3	NP_001153247.1, NP_001166157.1, NP_666458.1, NP_666459.1, NP_667134.2, NP_667216.1, NP_667217.2, NP_667218.1, NP_667219.1, NP_667220.2, NP_667233.2, NP_667234.1, NP_667235.1, NP_667236.1, NP_997107.1	NP_001000024.1, NP_001000025.1, NP_001000026.1, NP_001000027.1, NP_001000029.1, NP_001000030.1, NP_001000031.1, NP_001000032.1, NP_001000260.1, NP_001000492.1, NP_001000495.1, NP_001000527.2, NP_001000715.1, NP_001000716.1, NP_001000717.1, NP_001000718.1, NP_001000719.1, NP_001000720.1, NP_001000721.1, NP_001000722.1, NP_001000723.1, NP_001000724.1, NP_001000831.1, NP_001000942.1, NP_001000943.1, NP_001000944.1, NP_001006610.1, NP_001395611.1, NP_997692.1, XP_003750902.1, XP_008766134.3, XP_008766135.1, XP_017452602.1, XP_038943762.1
OG0000030	NP_001074192.1, NP_001138967.1, NP_001138968.1, NP_001138976.1, NP_001138977.1, XP_038415299.1, XP_038432064.1, XP_038433832.1, XP_038433833.1	XP_005551092.3, XP_005570196.2, XP_005570197.3, XP_005570200.3, XP_005570205.3, XP_005570206.3, XP_005570209.1, XP_015285872.3, XP_015303683.1, XP_015303685.3, XP_045220686.2, XP_045240545.2, XP_045240546.2, XP_065379572.1, XP_065379574.1, XP_065398760.1	NP_001034217.1, NP_067537.1, NP_444442.1, NP_954605.1, NP_954606.2, NP_996894.1, NP_996899.1, NP_996900.1, NP_996901.1, NP_996902.1, NP_996903.1, NP_996906.1, NP_996909.1, NP_996913.1	NP_001019857.1, NP_001020320.1, NP_001074407.1, NP_001160149.1, NP_001160152.1, NP_001160153.1, NP_001160154.1, NP_001160161.1, NP_001160162.1, NP_076485.1, NP_076486.1, NP_076487.1, NP_076488.1, NP_076489.1, XP_002729459.1
OG0000031		XP_005582153.1, XP_005593785.1	NP_001005370.1, NP_001357804.1, NP_666155.1	NP_001019967.1, NP_001121129.2, XP_038951115.1, XP_038956661.2, XP_038959528.1, XP_038962034.2, XP_063127026.1, XP_063127029.1, XP_063136666.1, XP_063136668.1, XP_063136669.1, XP_063136672.1, XP_063136675.1, XP_063136678.1, XP_063136681.1, XP_063136682.1, XP_063136683.1, XP_063136686.1, XP_063136687.1, XP_063136690.1, XP_063136692.1, XP_063136694.1, XP_063136695.1, XP_063136697.1, XP_063136698.1, XP_063136700.1, XP_063136701.1, XP_063136703.1, XP_063136705.1, XP_063136712.1, XP_063136714.1, XP_063136716.1, XP_063136717.1, XP_063136720.1, XP_063136724.1, XP_063136731.1, XP_063136732.1, XP_063136736.1, XP_063136740.1, XP_063136743.1, XP_063136747.1, XP_063136753.1, XP_063141218.1, XP_063141231.1, XP_063141232.1, XP_063141242.1, XP_063141243.1, XP_063141255.1, XP_063141257.1
OG0000032	NP_001002986.1, XP_038432058.1, XP_038432060.1, XP_038432692.1, XP_038432696.1, XP_038432699.1, XP_038432701.1	XP_005570154.1, XP_005570157.3, XP_005570159.3, XP_005570162.3, XP_005570181.3	NP_001014997.1, NP_001095090.1, NP_001103793.1, NP_001239506.1, NP_001296566.1, NP_001368891.1, NP_032485.2, NP_032489.1, NP_032490.1, NP_034778.2, NP_034781.2, NP_057868.2, NP_780735.2, NP_808354.1, XP_011239768.1	NP_001009486.1, NP_001009494.2, NP_001009495.1, NP_001009497.1, NP_001009498.1, NP_001009499.1, NP_001009500.1, NP_001009501.1, NP_001009718.1, NP_001009919.1, NP_001012767.1, NP_001102723.1, NP_001102823.1, NP_001104780.1, NP_001128188.1, NP_001178907.1, NP_001376158.1, NP_631926.1, NP_690061.2, NP_775413.2, XP_038963383.1, XP_038964313.1, XP_038964788.1, XP_038964793.1, XP_063141503.1, XP_063143056.1
OG0000034	NP_001238973.1, XP_038391773.1, XP_038394823.1, XP_038397723.1, XP_038418293.1, XP_038418454.1, XP_038431159.1, XP_038438120.1, XP_038438270.1, XP_038441026.1	XP_005552697.2, XP_005556037.3, XP_005585582.1, XP_015304935.1, XP_045234096.1, XP_045235595.2, XP_045241174.2, XP_045251061.1, XP_045254112.1, XP_065381098.1, XP_065381373.1, XP_065392338.1	NP_062621.2, XP_036011071.1, XP_036013010.1, XP_036014184.1, XP_036018682.1, XP_036021533.1	NP_445782.2, XP_038951085.1, XP_038954123.1, XP_038956995.1, XP_038957233.1, XP_038959284.1, XP_038959746.1, XP_038959993.1, XP_038969229.1, XP_063122447.1, XP_063122472.1, XP_063123871.1, XP_063123883.1, XP_063124197.1, XP_063126203.1, XP_063128738.1, XP_063136502.1, XP_063136506.1, XP_063138751.1, XP_063138762.1, XP_063138904.1, XP_063138979.1, XP_063141356.1, XP_063142937.1
OG0000035	NP_001003068.1, NP_001003249.1, NP_001003263.1, NP_001003364.1, NP_001182771.1, XP_038382964.1, XP_038386942.1, XP_038396995.1, XP_038396997.1, XP_038402717.1, XP_038418373.1, XP_038418761.1, XP_038423781.1, XP_038431702.1	XP_005542518.1, XP_005542522.1, XP_005550436.1, XP_005550437.1, XP_005582034.1, XP_005584778.1, XP_005587551.1, XP_005592018.1, XP_045220371.1, XP_045236857.2, XP_045242154.1, XP_065396693.1	NP_001074612.1, NP_032164.2, NP_032165.3, NP_032166.1, NP_032167.1, NP_034431.1, NP_034433.3, NP_034435.1, NP_034436.1, NP_034438.1, NP_034441.1, XP_006513296.1	NP_001013137.1, NP_001013169.1, NP_001102250.2, NP_001102420.2, NP_037238.1, NP_037277.1, NP_037321.1, NP_059023.1, NP_112295.2, NP_112297.1, NP_112298.2, NP_445994.2, NP_775162.1
OG0000036	NP_001300768.1, NP_001375504.1, NP_001375703.1, NP_001375705.1, NP_001375707.1, NP_001375709.1, NP_001375827.1, NP_001375831.1, NP_001376125.1, XP_038418385.1, XP_038421236.1, XP_038442315.1	XP_005541390.3, XP_005541391.3, XP_005541392.4, XP_005545219.3, XP_005577855.3, XP_015302866.3, XP_015303681.3, XP_015308989.3, XP_015310557.3, XP_015310568.3, XP_015310638.3, XP_065385368.1, XP_065392160.1, XP_065394863.1, XP_065394865.1, XP_065399108.1, XP_065400123.1	NP_001001809.2, NP_032789.1, NP_035128.2, NP_666382.2, NP_666862.2, NP_666925.2, NP_666926.2, NP_666974.2, NP_666975.1, NP_667092.1, NP_997020.3, NP_997058.2	NP_001000078.1, NP_001000079.1, NP_001000080.1, NP_001000086.1, NP_001000499.1, NP_001000533.1, NP_001000537.1, NP_001000910.1, NP_001000911.1, NP_001396068.1
OG0000037	NP_001273980.1, XP_038382613.1, XP_038387245.1, XP_038388984.1, XP_038390801.1, XP_038393868.1, XP_038398926.1, XP_038426117.1, XP_038426977.1, XP_038432598.1, XP_038435178.1, XP_038435180.1, XP_038435535.1, XP_038444283.1, XP_038444713.1	XP_005541477.1, XP_005544214.1, XP_005545975.1, XP_005551767.1, XP_005558484.1, XP_005560264.1, XP_005563678.1, XP_005570062.1, XP_005575408.3, XP_045226144.2, XP_045254380.1, XP_045254381.2	NP_001025476.1, NP_031785.1, NP_032006.1, NP_032401.1, NP_033060.3, NP_034304.1, NP_035384.1, NP_035728.2, NP_038524.1, NP_059095.1, NP_067247.1, NP_083586.1	NP_001099186.1, NP_001102163.1, NP_001102984.1, NP_001128086.1, NP_036688.1, NP_036772.2, NP_037200.1, NP_058794.2, NP_058940.1, NP_074045.1, NP_110459.1
OG0000038	XP_038389636.1, XP_038390413.1, XP_038396954.1, XP_038405512.1, XP_038405943.1, XP_038413531.1, XP_038419430.1, XP_038419434.1, XP_038419453.1, XP_038419456.1, XP_038419512.1, XP_038432483.1, XP_038436987.1, XP_038443102.1	XP_005542285.1, XP_005560226.1, XP_005569946.1, XP_005571187.1, XP_005576867.1, XP_005576958.1, XP_005578183.2, XP_005588065.3, XP_005593352.1, XP_005594173.1, XP_015286690.3, XP_045227761.1, XP_065376881.1, XP_065380052.1	NP_031679.1, NP_031682.1, NP_031683.1, NP_033972.2, NP_062608.2, NP_062767.3, NP_081019.1, NP_081809.2, NP_598416.1, NP_666122.1, NP_666285.1, NP_899003.1	NP_001094142.1, NP_001101220.1, NP_001162598.1, NP_001385666.1, NP_071968.1, NP_072111.1, NP_113985.2, NP_598210.1, XP_038956946.1, XP_063125186.1
OG0000040	NP_001003046.1, NP_001003048.1, XP_038387990.1, XP_038400472.1, XP_038401657.1, XP_038402551.1, XP_038403040.1, XP_038406385.1, XP_038408152.1, XP_038408807.1, XP_038421151.1, XP_038422438.1, XP_038425505.1, XP_038426985.1, XP_038431837.1	XP_005544770.2, XP_005545996.3, XP_005556024.3, XP_005562262.3, XP_005567237.3, XP_005568054.2, XP_005579115.1, XP_005581307.1, XP_005584483.1, XP_005594508.1, XP_015290965.3, XP_045242212.1, XP_045246350.2, XP_045252209.2, XP_045252918.2, XP_065377080.1, XP_065394805.1, XP_065402831.1	NP_065266.1, NP_080347.1, NP_080818.1, NP_694790.1, NP_808477.2, NP_848881.2	NP_001001509.1, NP_001007675.1, NP_001019963.1, NP_001414658.1, NP_036814.1, NP_059003.1, NP_445967.2, NP_446417.2, XP_038952378.1, XP_038954017.1
OG0000041	NP_001013874.1, NP_001346935.1	XP_065391198.1	NP_001160207.1, NP_001161012.1, NP_001165543.1, NP_598951.1, NP_598952.1, NP_598953.1, NP_598954.2, NP_598955.1, NP_598956.3, NP_598957.1, NP_598959.1, NP_598960.3, NP_598962.2, NP_598963.1, NP_598990.2, NP_598991.2, NP_598992.1, NP_665841.1, NP_665847.1	NP_001008905.1, NP_001008907.1, NP_001008946.1, NP_001008952.1, NP_001008953.1, NP_001008960.1, NP_001009512.1, NP_001009514.1, NP_001009526.2, NP_001161019.2, NP_001395759.1, XP_006228226.1, XP_017446036.1, XP_038952929.1, XP_038952937.1, XP_038952945.1, XP_038952968.1, XP_038952973.2, XP_038952976.1, XP_038953067.1, XP_038953103.1, XP_038953124.1, XP_038953132.1, XP_038953164.1, XP_063136626.1, XP_063136831.1, XP_063136835.1
OG0000042	NP_001239132.1, XP_038381530.1, XP_038386505.1, XP_038392208.1, XP_038394856.1, XP_038397714.1, XP_038398350.1, XP_038400316.1, XP_038409046.1, XP_038420457.1, XP_038420950.1, XP_038438271.1, XP_038442463.1	XP_015288667.1, XP_045220167.2, XP_045220405.1, XP_045221582.2, XP_045224792.2, XP_045228974.1, XP_045232910.2, XP_045233132.1, XP_045238619.2, XP_045241010.2, XP_045246667.1, XP_045247278.2, XP_045249359.2, XP_065391695.1	NP_444487.1	NP_001395626.1, XP_038936025.1, XP_038940502.1, XP_038945794.1, XP_038947130.1, XP_038949984.1, XP_038953248.1, XP_038953342.2, XP_038957399.1, XP_038959235.1, XP_038959870.1, XP_038962515.1, XP_038964530.1, XP_038966993.1, XP_038967475.1, XP_063123743.1, XP_063126134.1, XP_063130886.1, XP_063136628.1, XP_063143061.1, XP_063143065.1
OG0000044	NP_001002938.2, NP_001029168.1, XP_038381432.1, XP_038381541.1, XP_038382730.1, XP_038388962.1, XP_038419809.1	XP_005542025.2, XP_005560280.1, XP_005582143.1, XP_045228083.2, XP_045228837.2, XP_045245129.2	NP_001254624.2, NP_001343220.1, NP_031827.2, NP_031828.2, NP_034114.1, NP_062412.1, NP_062414.3, NP_064680.1, NP_067420.1, NP_071721.2, NP_081182.2, NP_081620.2, NP_083912.2, NP_835199.1, NP_954599.2	NP_001002813.2, NP_001017509.1, NP_001019413.1, NP_001099569.1, NP_001121688.1, NP_001316813.1, NP_001389461.1, NP_001395605.1, NP_037071.1, NP_037288.1, NP_058817.1, NP_113748.1, NP_640355.1, NP_775155.1, NP_783171.2, NP_852043.2, XP_038952317.1, XP_063138486.1, XP_225128.9, XP_225137.5
OG0000045	NP_001192120.1, XP_038395054.1, XP_038407615.1, XP_038415072.1, XP_038416245.1, XP_038424069.1, XP_038424274.1, XP_038424764.1, XP_038429683.1, XP_038440382.1, XP_038440405.1, XP_038440410.1	XP_005578998.1, XP_005579391.3, XP_015291497.3, XP_045227140.2	NP_001020770.2, NP_001034136.1, NP_001073401.1, NP_001230845.1, NP_001333674.1, NP_001357685.1, NP_033080.2, NP_033125.2, NP_033303.3, NP_084255.2, NP_109609.2, NP_536771.2, NP_666189.1, NP_694737.1, NP_954597.2, XP_006534631.1, XP_017168289.1, XP_017172848.1	NP_001014045.1, NP_001020313.2, NP_001071143.1, NP_001099846.1, NP_001136416.1, NP_001263420.1, NP_001388433.1, NP_001400169.1, NP_073635.1, XP_006229977.1, XP_006229979.1, XP_038954563.1, XP_063135062.1
OG0000046	NP_001003080.1, NP_001019807.1, NP_001180585.1, XP_038395375.1, XP_038426108.1, XP_038426195.1, XP_038437650.1, XP_038438388.1, XP_038442411.1, XP_038442412.1, XP_038443097.1, XP_038444710.1	XP_005593311.3, XP_015289650.1, XP_045225283.1, XP_045239232.2, XP_045241679.1, XP_045252340.1	NP_001033786.1, NP_001078993.1, NP_001078994.1, NP_001092796.1, NP_001264113.1, NP_034369.1, NP_034370.2, NP_082322.1, NP_112551.2, XP_036012041.1	NP_001100424.1, NP_001103837.1, NP_001395793.1, NP_001395802.1, NP_001406484.1, NP_036980.1, NP_071945.3, XP_038935980.1, XP_038947338.1, XP_038949789.1, XP_038952292.1, XP_038956266.1, XP_038956279.1, XP_038956305.1, XP_038957060.1, XP_038959223.1, XP_038969109.1, XP_063144701.1
OG0000047	NP_001375454.1, NP_001376107.1, XP_038396534.1, XP_038412300.1, XP_038412388.1, XP_038439894.1	XP_005539614.2, XP_005539630.4, XP_005558870.3, XP_065400359.1	NP_001011741.1, NP_001011790.1, NP_001011805.1, NP_666678.1, NP_666679.1, NP_666680.2, NP_666681.1, NP_666682.1, NP_666683.1, NP_666684.1, NP_666752.1, NP_666841.1, NP_667078.1, NP_667276.1, NP_667277.1, NP_996558.1, NP_997110.1, NP_997136.1, NP_997455.1, NP_997456.1, NP_997457.1	NP_001000000.1, NP_001000001.1, NP_001000002.1, NP_001000003.1, NP_001000105.1, NP_001000524.1, NP_001000788.1, NP_001001089.1, NP_001001090.1, NP_001001091.1, NP_001001092.1, NP_001001093.1, NP_001001094.1, NP_001001095.1, NP_001001096.1
