vector_index,x,y_original,cluster_id,is_noise,is_core
60,-0.7635270541082164,-0.5607328666820539,1,0,1
61,-0.7595190380761523,-0.4958560876005915,1,0,1
62,-0.7555110220440882,-0.3449899801965412,1,0,0
63,-0.751503006012024,-0.4333160357495126,1,0,1
64,-0.7474949899799599,-0.521071862533347,1,0,1
65,-0.7434869739478958,-0.3908768341226759,1,0,1
66,-0.7394789579158316,-0.5116039456733874,1,0,1
67,-0.7354709418837675,-0.6339918465817633,1,0,0
68,-0.7314629258517034,-0.543572756576799,1,0,1
69,-0.7274549098196392,-0.6045731733213469,1,0,1
70,-0.7234468937875751,-0.4750148662984549,1,0,1
71,-0.719438877755511,-0.4374042851758578,1,0,1
72,-0.7154308617234469,-0.2967467384648712,1,0,1
73,-0.7114228456913828,-0.3966915014816326,1,0,1
74,-0.7074148296593187,-0.4323577016233465,1,0,1
75,-0.7034068136272545,-0.3404611807598299,1,0,1
76,-0.6993987975951904,-0.5756884199110116,1,0,0
77,-0.6953907815631263,-0.3719323984775673,1,0,1
78,-0.6913827655310621,-0.3210963155511669,1,0,1
79,-0.687374749498998,-0.4930363986603833,1,0,0
80,-0.6833667334669339,-0.2752331434773134,1,0,1
81,-0.6793587174348698,-0.3316377222701864,1,0,1
82,-0.6753507014028056,-0.3839244359176753,1,0,1
83,-0.6713426853707415,-0.2920628214529802,1,0,1
84,-0.6673346693386774,-0.153013910053003,1,0,0
85,-0.6633266533066133,-0.312104006208547,1,0,1
86,-0.6593186372745492,-0.2987796276450715,1,0,1
87,-0.6553106212424851,-0.3473701144481896,1,0,1
88,-0.6513026052104209,-0.3705927599780252,1,0,1
89,-0.6472945891783568,-0.2281623130331739,1,0,1
90,-0.6432865731462927,-0.3550598523652947,1,0,1
91,-0.6392785571142285,-0.2728318152509056,1,0,1
92,-0.6352705410821644,-0.3087536779055381,1,0,1
93,-0.6312625250501003,-0.2242066640404892,1,0,1
94,-0.6272545090180361,-0.2278160496131164,1,0,1
95,-0.623246492985972,-0.163489790431312,1,0,1
96,-0.6192384769539079,-0.2792782658161955,1,0,1
97,-0.6152304609218437,-0.2520509166671572,1,0,1
98,-0.6112224448897796,-0.3007459870421438,1,0,1
99,-0.6072144288577155,-0.2499723185215199,1,0,1
100,-0.6032064128256514,-0.1762287862077145,1,0,1
101,-0.5991983967935872,-0.1378377042555462,1,0,1
102,-0.5951903807615231,-0.2641539874572562,1,0,1
103,-0.591182364729459,-0.112796255850465,1,0,1
104,-0.5871743486973948,-0.0658976686903935,1,0,1
105,-0.5831663326653307,-0.1332578730727653,1,0,1
106,-0.5791583166332666,-0.0081729682618878,1,0,0
107,-0.5751503006012024,-0.2122037371306906,1,0,1
108,-0.5711422845691383,-0.2418569454031899,1,0,1
109,-0.5671342685370742,-0.2765661569864906,1,0,1
110,-0.56312625250501,-0.0065689600908854,1,0,1
111,-0.5591182364729459,-0.0658872204375671,1,0,1
112,-0.5551102204408818,-0.1146672145545999,1,0,1
113,-0.5511022044088176,-0.0798069187120496,1,0,1
114,-0.5470941883767535,-0.1842275005373771,1,0,0
115,-0.5430861723446894,0.1094878136799673,2,0,1
116,-0.5390781563126252,-0.0678186180672322,1,0,1
117,-0.5350701402805611,-0.0613886969927307,1,0,1
118,-0.531062124248497,-0.0040629185850985,1,0,1
119,-0.5270541082164328,-0.0156274778939286,1,0,1
120,-0.5230460921843687,-0.0281814624264069,1,0,1
121,-0.5190380761523046,-0.1013141087402341,1,0,1
122,-0.5150300601202404,0.0076573483303987,1,0,1
123,-0.5110220440881764,0.1285178715416498,2,0,1
124,-0.5070140280561123,0.0936055475801736,2,0,1
125,-0.5030060120240482,0.1214429060830554,2,0,1
126,-0.498997995991984,-0.0388932460984628,1,0,1
127,-0.4949899799599199,-0.0691483455405262,1,0,1
128,-0.4909819639278557,0.0079731185363166,1,0,1
129,-0.4869739478957916,0.0305100971915123,1,0,1
130,-0.4829659318637275,0.1216034577502209,2,0,1
131,-0.4789579158316633,-0.0933130020405122,1,0,1
132,-0.4749498997995992,0.1724642259576506,2,0,0
133,-0.4709418837675351,0.0454756005786106,1,0,1
134,-0.4669338677354709,0.0319817789332644,1,0,1
135,-0.4629258517034068,-0.006820053427627,1,0,1
136,-0.4589178356713427,-0.0502242050919469,1,0,1
137,-0.4549098196392785,0.156034007438396,2,0,1
138,-0.4509018036072144,0.1040618301606434,2,0,1
139,-0.4468937875751503,0.003015552870415,1,0,1
140,-0.4428857715430861,0.0106221551487383,1,0,1
141,-0.438877755511022,0.0953817130347456,2,0,1
142,-0.434869739478958,0.2637822430652354,3,0,0
143,-0.4308617234468939,0.1175092449971238,2,0,1
144,-0.4268537074148297,0.026041148920892,1,0,1
145,-0.4228456913827656,0.1346491721075932,2,0,1
146,-0.4188376753507015,0.1405067637187833,2,0,1
147,-0.4148296593186373,-0.0454102500726004,1,0,0
148,-0.4108216432865732,0.1740131241054285,2,0,1
149,-0.4068136272545091,0.1678979830742875,2,0,1
150,-0.4028056112224449,0.2500852867401835,3,0,1
151,-0.3987975951903808,0.3503212972148659,3,0,0
152,-0.3947895791583167,0.3005460440471872,3,0,1
153,-0.3907815631262525,0.1969257785031084,2,0,0
154,-0.3867735470941884,0.1379308331122895,2,0,1
155,-0.3827655310621243,0.4403377221357402,0,1,0
156,-0.3787575150300601,0.2472224446610387,3,0,1
157,-0.374749498997996,0.2516153453570436,3,0,1
158,-0.3707414829659319,0.2565870270993359,3,0,1
159,-0.3667334669338677,0.2823798469936928,3,0,1
160,-0.3627254509018036,0.2630002652424773,3,0,1
161,-0.3587174348697395,0.236672169710102,3,0,1
162,-0.3547094188376753,0.2468324470254179,3,0,1
163,-0.3507014028056112,0.2959769327714976,3,0,1
164,-0.3466933867735471,0.2631392447622045,3,0,1
165,-0.342685370741483,0.2576015959028609,3,0,1
166,-0.3386773547094188,0.3311597087965141,3,0,1
167,-0.3346693386773547,0.3102631452516221,3,0,1
168,-0.3306613226452907,0.4589967937960337,4,0,0
169,-0.3266533066132265,0.1346158021021059,0,1,0
170,-0.3226452905811624,0.4420299669914721,4,0,0
171,-0.3186372745490983,0.4624122663016137,4,0,1
172,-0.3146292585170341,0.2048702643732797,0,1,0
173,-0.31062124248497,0.351342507503632,3,0,1
174,-0.3066132264529059,0.3570582778145248,3,0,1
175,-0.3026052104208417,0.2821886435808908,3,0,1
176,-0.2985971943887776,0.3405802762151747,3,0,1
177,-0.2945891783567135,0.3219755756493067,3,0,1
178,-0.2905811623246493,0.5590193108245911,4,0,1
179,-0.2865731462925852,0.5017079788666264,4,0,1
180,-0.2825651302605211,0.5365941470784905,4,0,1
181,-0.2785571142284569,0.5006195366665449,4,0,1
182,-0.2745490981963928,0.360577661909836,3,0,1
183,-0.2705410821643287,0.4169562143689607,3,0,0
184,-0.2665330661322646,0.5060838326337043,4,0,1
185,-0.2625250501002004,0.3771796750882434,3,0,1
186,-0.2585170340681363,0.5400058062775184,4,0,1
187,-0.2545090180360722,0.4717559320752048,4,0,1
188,-0.250501002004008,0.4690123313880161,4,0,1
189,-0.2464929859719439,0.5638908255123914,4,0,1
190,-0.2424849699398797,0.5505711250391236,4,0,1
191,-0.2384769539078156,0.4941687989188423,4,0,1
192,-0.2344689378757515,0.6238085085176368,4,0,1
193,-0.2304609218436875,0.4525930901046332,4,0,1
194,-0.2264529058116233,0.5963690369322944,4,0,1
195,-0.2224448897795592,0.6025583210783523,4,0,1
196,-0.2184368737474951,0.5383625373598906,4,0,1
197,-0.2144288577154309,0.5972329263485076,4,0,1
198,-0.2104208416833668,0.4790692305224421,4,0,1
199,-0.2064128256513027,0.6610965102339467,4,0,1
200,-0.2024048096192385,0.5803982098460837,4,0,1
201,-0.1983967935871744,0.561388571184128,4,0,1
202,-0.1943887775551103,0.6951431829567305,4,0,1
203,-0.1903807615230461,0.5628909817104869,4,0,1
204,-0.186372745490982,0.5145776053089511,4,0,1
205,-0.1823647294589179,0.5107402072002519,4,0,1
206,-0.1783567134268537,0.6917673692539437,4,0,1
207,-0.1743486973947896,0.5488682570107181,4,0,1
208,-0.1703406813627255,0.7997021718332982,4,0,0
209,-0.1663326653306613,0.5007803167079795,4,0,1
210,-0.1623246492985972,0.8110672108660086,4,0,1
211,-0.1583166332665331,0.7002481308431432,4,0,1
212,-0.1543086172344689,0.6836457165814307,4,0,1
213,-0.1503006012024048,0.6558052706504743,4,0,1
214,-0.1462925851703407,0.7393457188074842,4,0,1
215,-0.1422845691382765,0.712420085529459,4,0,1
216,-0.1382765531062124,0.8117110443488968,4,0,1
217,-0.1342685370741483,0.7406011377446665,4,0,1
218,-0.1302605210420842,0.7515030988327819,4,0,1
219,-0.1262525050100201,0.7184060130028512,4,0,1
220,-0.122244488977956,0.7509553721464025,4,0,1
221,-0.1182364729458919,0.7881511956195809,4,0,1
222,-0.1142284569138277,0.6347296147598144,4,0,0
223,-0.1102204408817636,0.6717042844680157,4,0,1
224,-0.1062124248496995,0.8470362778224182,4,0,1
225,-0.1022044088176353,0.8092604174149646,4,0,1
226,-0.0981963927855712,0.7888885475206432,4,0,1
227,-0.0941883767535071,0.8130979611382172,4,0,1
228,-0.0901803607214429,0.8474458149860478,4,0,1
229,-0.0861723446893788,0.7844745361964934,4,0,1
230,-0.0821643286573147,0.7734069646531856,4,0,1
231,-0.0781563126252505,0.8593549951573134,4,0,1
232,-0.0741482965931864,0.7734335846044246,4,0,1
233,-0.0701402805611223,0.8923796593349131,4,0,1
234,-0.0661322645290581,0.7315287826028564,4,0,0
235,-0.062124248496994,0.9580839539920634,4,0,1
236,-0.0581162324649299,0.9215753336631836,4,0,1
237,-0.0541082164328657,0.9122659458793784,4,0,1
238,-0.0501002004008016,0.9784148779140378,4,0,1
239,-0.0460921843687375,1.041053586819531,4,0,0
240,-0.0420841683366733,0.9969812685281036,4,0,1
241,-0.0380761523046092,0.7765777568842498,4,0,1
242,-0.0340681362725451,0.8294975701160536,0,1,0
243,-0.0300601202404809,0.8898942733033837,4,0,1
244,-0.0260521042084168,0.949983075600033,4,0,1
245,-0.0220440881763528,0.9973245452848242,4,0,1
246,-0.0180360721442887,0.9058683506591454,4,0,1
247,-0.0140280561122245,0.9868852289337172,4,0,1
248,-0.0100200400801604,0.9195292852514132,4,0,1
249,-0.0060120240480963,0.9390545276644516,4,0,1
250,-0.0020040080160321,0.8834590962200779,4,0,1
251,0.0020040080160319,0.9301493563431916,4,0,1
252,0.006012024048096,0.9038892796468856,4,0,1
253,0.0100200400801602,0.9419702199221338,4,0,1
254,0.0140280561122243,1.112347455953076,4,0,1
255,0.0180360721442884,0.9601202331820216,4,0,1
256,0.0220440881763526,1.2546787415396965,0,1,0
257,0.0260521042084167,1.0915696404873043,4,0,1
258,0.0300601202404808,1.0749071303765516,4,0,1
259,0.034068136272545,0.9994676501305928,4,0,1
260,0.0380761523046091,1.1321770949619376,4,0,1
261,0.0420841683366732,1.0381173105743249,4,0,1
262,0.0460921843687374,1.1019451539091036,4,0,1
263,0.0501002004008015,1.305007163863107,4,0,0
264,0.0541082164328656,1.1005316408877597,4,0,1
265,0.0581162324649298,1.2081743310327138,4,0,0
266,0.0621242484969939,1.067994382983917,4,0,1
267,0.066132264529058,1.1294654498183592,4,0,1
268,0.0701402805611222,1.2819446119730853,4,0,1
269,0.0741482965931863,1.098139228563351,4,0,1
270,0.0781563126252504,1.3013085098902553,4,0,1
271,0.0821643286573146,1.2209488121510672,4,0,1
272,0.0861723446893787,1.127347347307216,4,0,1
273,0.0901803607214428,1.2309533405673274,4,0,1
274,0.094188376753507,1.2661811094771525,4,0,1
275,0.0981963927855711,1.246137582548518,4,0,1
276,0.1022044088176352,1.078790840044034,4,0,0
277,0.1062124248496994,1.1542538756334093,4,0,1
278,0.1102204408817635,1.2006393909194066,4,0,1
279,0.1142284569138276,1.2225022394996516,4,0,1
280,0.1182364729458917,1.286126713695838,4,0,1
281,0.1222444889779559,1.258705058030572,4,0,1
282,0.12625250501002,1.145677461323232,4,0,1
283,0.1302605210420839,1.290936870164645,4,0,1
284,0.1342685370741481,1.317383933771002,4,0,1
285,0.1382765531062122,1.3213363420469078,4,0,1
286,0.1422845691382763,1.3710315963209223,4,0,1
287,0.1462925851703405,1.3592989427045934,4,0,1
288,0.1503006012024046,1.337335608743084,4,0,1
289,0.1543086172344687,1.3030039775522455,4,0,1
290,0.1583166332665329,1.1837563918517864,4,0,0
291,0.162324649298597,1.3590187561278009,4,0,1
292,0.1663326653306611,1.3492803456343712,4,0,1
293,0.1703406813627253,1.3624076697010803,4,0,1
294,0.1743486973947894,1.246557508723954,0,1,0
295,0.1783567134268535,1.270228903621046,4,0,0
296,0.1823647294589176,1.4489816871844676,4,0,1
297,0.1863727454909818,1.3695810786734313,4,0,1
298,0.1903807615230459,1.435281578835902,4,0,1
299,0.19438877755511,1.3910430252006571,4,0,1
300,0.1983967935871742,1.399174078334008,4,0,1
301,0.2024048096192383,1.4798723237165563,4,0,1
302,0.2064128256513024,1.371542073045215,4,0,1
303,0.2104208416833666,1.428531345522012,4,0,1
304,0.2144288577154307,1.3918756923344582,4,0,1
305,0.2184368737474948,1.4021140493004045,4,0,1
306,0.222444889779559,1.4201560096816268,4,0,1
307,0.2264529058116231,1.4706765133539432,4,0,1
308,0.2304609218436872,1.4226219539542964,4,0,1
309,0.2344689378757514,1.5693983657973845,5,0,1
310,0.2384769539078155,1.405385323638071,4,0,1
311,0.2424849699398796,1.4700202083468503,4,0,1
312,0.2464929859719438,1.4578074872819535,4,0,1
313,0.2505010020040079,1.6167602347563146,5,0,1
314,0.254509018036072,1.52474241819307,5,0,1
315,0.2585170340681362,1.5995816312937632,5,0,1
316,0.2625250501002003,1.4062052703574428,4,0,1
317,0.2665330661322644,1.5544301535340697,5,0,1
318,0.2705410821643286,1.612252627978532,5,0,1
319,0.2745490981963927,1.5556809155348197,5,0,1
320,0.2785571142284568,1.6423526584621415,5,0,1
321,0.282565130260521,1.5237471845130122,5,0,1
322,0.2865731462925851,1.6858940878000166,5,0,0
323,0.2905811623246492,1.7650741745388383,5,0,0
324,0.2945891783567134,1.560151271878254,5,0,1
325,0.2985971943887775,1.5615541870654932,5,0,1
326,0.3026052104208416,1.721481179011099,5,0,1
327,0.3066132264529058,1.7395922245642683,5,0,1
328,0.3106212424849699,1.5794136827976784,5,0,1
329,0.314629258517034,1.5956435716663997,5,0,1
330,0.3186372745490982,1.6147317803893555,5,0,1
331,0.3226452905811623,1.5377345402795826,5,0,1
332,0.3266533066132264,1.579814457507717,5,0,1
333,0.3306613226452906,1.5809913839504155,5,0,1
334,0.3346693386773545,1.6079148721463787,5,0,1
335,0.3386773547094186,1.6745799184278949,5,0,1
336,0.3426853707414827,1.704107920085887,5,0,1
337,0.3466933867735469,1.81742681297222,5,0,1
338,0.350701402805611,1.6215344823521187,5,0,1
339,0.3547094188376751,1.788164629553477,5,0,1
340,0.3587174348697393,1.7003157622014378,5,0,1
341,0.3627254509018034,1.721493805031412,5,0,1
342,0.3667334669338675,1.7874524932410634,5,0,1
343,0.3707414829659317,1.6516652042068796,5,0,1
344,0.3747494989979958,1.7800917776907157,5,0,1
345,0.3787575150300599,1.7708312067171643,5,0,1
346,0.3827655310621241,1.8049271632449,5,0,1
347,0.3867735470941882,1.7966805857010018,5,0,1
348,0.3907815631262523,1.977987137445376,5,0,0
349,0.3947895791583165,1.7385599595765278,5,0,1
350,0.3987975951903806,1.755115433980616,5,0,1
351,0.4028056112224447,1.7557599803309083,5,0,1
352,0.4068136272545088,1.769189084976197,5,0,1
353,0.410821643286573,1.7706523163886243,5,0,1
354,0.4148296593186371,1.9247806411258783,5,0,1
355,0.4188376753507012,1.9513156905405908,5,0,1
356,0.4228456913827654,1.8000316792655726,5,0,1
357,0.4268537074148295,1.7871189689813207,5,0,1
358,0.4308617234468936,1.8994366914047,5,0,1
359,0.4348697394789578,1.8255616354154376,5,0,1
360,0.4388777555110219,1.9283900564424847,5,0,1
361,0.442885771543086,1.902005384754276,5,0,1
362,0.4468937875751502,1.772528045950522,5,0,1
363,0.4509018036072143,2.0256040233208337,5,0,0
364,0.4549098196392784,2.0534898531261985,0,1,0
365,0.4589178356713426,1.8688125761039345,5,0,1
366,0.4629258517034067,1.8948355786119344,5,0,1
367,0.4669338677354708,1.956736966728934,5,0,1
368,0.470941883767535,1.968640310734032,5,0,1
369,0.4749498997995991,2.0025833414130245,5,0,1
370,0.4789579158316632,2.1187321947646343,6,0,0
371,0.4829659318637274,1.951776085527931,5,0,1
372,0.4869739478957915,1.9100841162285067,5,0,1
373,0.4909819639278556,1.871618389614549,5,0,1
374,0.4949899799599198,1.931505556724486,5,0,1
375,0.4989979959919839,1.995345834154064,5,0,1
376,0.503006012024048,2.149576653129519,6,0,1
377,0.5070140280561122,1.9726191521893304,5,0,1
378,0.5110220440881763,2.0399471243074645,5,0,1
379,0.5150300601202404,2.0287462885546605,5,0,1
380,0.5190380761523046,2.133147614180456,6,0,1
381,0.5230460921843687,2.2482467784386277,6,0,0
382,0.5270541082164328,2.01163871459924,5,0,1
383,0.531062124248497,2.022969093095536,5,0,1
384,0.5350701402805611,2.153673150726648,6,0,1
385,0.539078156312625,2.132707631795355,6,0,1
386,0.5430861723446891,2.233908930748261,6,0,1
387,0.5470941883767533,2.140902631579584,6,0,1
388,0.5511022044088174,2.07346104155467,0,1,0
389,0.5551102204408815,2.157472827337148,6,0,1
390,0.5591182364729457,2.206932759392524,6,0,1
391,0.5631262525050098,2.1918910795058086,6,0,1
392,0.5671342685370739,2.174850459562732,6,0,1
393,0.5711422845691381,2.2276185443054084,6,0,1
394,0.5751503006012022,2.2438442484380583,6,0,1
395,0.5791583166332663,2.268889352549535,6,0,1
396,0.5831663326653305,2.2182294563378324,6,0,1
397,0.5871743486973946,2.160979250969441,6,0,1
398,0.5911823647294587,2.1941018243735835,6,0,1
399,0.5951903807615229,2.2869014788437143,6,0,1
400,0.599198396793587,2.1330419399081952,6,0,1
401,0.6032064128256511,2.2359066903611344,6,0,1
402,0.6072144288577153,2.1829617527292418,6,0,1
403,0.6112224448897794,2.224744475614344,6,0,1
404,0.6152304609218435,2.332737070852271,6,0,1
405,0.6192384769539077,2.2537648793494074,6,0,1
406,0.6232464929859718,2.2502079098244354,6,0,1
407,0.6272545090180359,2.145720526757678,6,0,1
408,0.6312625250501,2.322225335382378,6,0,1
409,0.6352705410821642,2.3221798166556145,6,0,1
410,0.6392785571142283,2.4516174920928933,6,0,0
411,0.6432865731462925,2.261950887496345,6,0,1
412,0.6472945891783566,2.3121212045698285,6,0,1
413,0.6513026052104207,2.322555905117702,6,0,1
414,0.6553106212424848,2.436817504866048,6,0,0
415,0.659318637274549,2.311013631958142,6,0,1
416,0.6633266533066131,2.3489750286748534,6,0,1
417,0.6673346693386772,2.383301059454677,6,0,1
418,0.6713426853707414,2.3576141005939912,6,0,1
419,0.6753507014028055,2.3149867136415687,6,0,1
420,0.6793587174348696,2.374244634301604,6,0,1
421,0.6833667334669338,2.4526240069226493,6,0,1
422,0.6873747494989979,2.292628275045111,6,0,1
423,0.691382765531062,2.393403104993874,6,0,1
424,0.6953907815631262,2.3347718979311183,6,0,1
425,0.6993987975951903,2.494401325504368,6,0,1
426,0.7034068136272544,2.284958674871807,6,0,1
427,0.7074148296593186,2.37011591153691,6,0,1
428,0.7114228456913827,2.453022641387927,6,0,1
429,0.7154308617234468,2.5561036457856408,6,0,1
430,0.719438877755511,2.433617734625183,6,0,1
431,0.7234468937875751,2.402477825439694,6,0,1
432,0.7274549098196392,2.605402385194526,6,0,1
433,0.7314629258517034,2.347084739670107,6,0,0
434,0.7354709418837675,2.2950374072379285,6,0,0
435,0.7394789579158316,2.51415907183593,6,0,1
436,0.7434869739478958,2.4468096099475827,6,0,1
437,0.7474949899799597,2.4132913545894623,6,0,1
438,0.7515030060120238,2.559674527807996,6,0,1
439,0.7555110220440879,2.530526101189872,6,0,1
440,0.7595190380761521,2.4739117856933657,6,0,1
441,0.7635270541082162,2.424629756322761,6,0,1
442,0.7675350701402803,2.6048667265429724,6,0,1
443,0.7715430861723445,2.5951022665813817,6,0,1
444,0.7755511022044086,2.5431681353064666,6,0,1
445,0.7795591182364727,2.706849196156759,0,1,0
446,0.7835671342685369,2.4815274872309816,6,0,1
447,0.787575150300601,2.4531082869272227,6,0,1
448,0.7915831663326651,2.527813687074831,6,0,1
449,0.7955911823647293,2.5875354834210187,6,0,1
450,0.7995991983967934,2.6186655527394023,6,0,1
451,0.8036072144288575,2.587915544229209,6,0,1
452,0.8076152304609217,2.643394892642987,6,0,1
453,0.8116232464929858,2.523123339050736,6,0,1
454,0.8156312625250499,2.7467636933759607,6,0,1
455,0.819639278557114,2.6327064628428225,6,0,1
456,0.8236472945891782,2.7366782557054066,6,0,1
457,0.8276553106212423,2.682728648952701,6,0,1
458,0.8316633266533064,2.6998669108389155,6,0,1
459,0.8356713426853706,2.7169240677893174,6,0,1
460,0.8396793587174347,2.7151754022362544,6,0,1
461,0.8436873747494988,2.738792570288401,6,0,1
462,0.847695390781563,2.8017229839737205,6,0,1
463,0.8517034068136271,2.719128507203372,6,0,1
464,0.8557114228456912,2.768143146298464,6,0,1
465,0.8597194388777554,2.712260022212533,6,0,1
466,0.8637274549098195,2.8426642870555967,6,0,1
467,0.8677354709418836,2.6813595577190257,6,0,1
468,0.8717434869739478,2.8875622085807606,6,0,1
469,0.8757515030060119,2.7482903699604764,6,0,1
470,0.879759519038076,2.645057029906708,6,0,1
471,0.8837675350701402,2.7777834233331435,6,0,1
472,0.8877755511022043,2.7210669696064183,6,0,1
473,0.8917835671342684,2.8508186181876347,6,0,1
474,0.8957915831663326,2.739373247988474,6,0,1
475,0.8997995991983967,2.763904523739611,6,0,1
476,0.9038076152304608,2.656451971985279,6,0,1
477,0.907815631262525,2.779446756985124,6,0,1
478,0.9118236472945892,2.629736948458861,6,0,0
479,0.9158316633266532,2.7049511007744487,6,0,1
480,0.9198396793587174,2.9005125312089786,6,0,1
481,0.9238476953907816,2.9105594034736297,6,0,1
482,0.9278557114228456,2.8897480277884884,6,0,1
483,0.9318637274549098,2.7863693634594826,6,0,1
484,0.935871743486974,2.8679265784825896,6,0,1
485,0.939879759519038,2.8794713159108305,6,0,1
486,0.943887775551102,2.795106375966801,6,0,1
487,0.9478957915831664,3.0160634473077046,6,0,0
488,0.9519038076152302,2.973996598476514,6,0,1
489,0.9559118236472944,2.894146513388216,6,0,1
490,0.9599198396793585,2.921990546478279,6,0,1
491,0.9639278557114226,2.9445263360586496,6,0,1
492,0.9679358717434868,2.7725329540130303,6,0,0
493,0.9719438877755509,2.924113584949454,6,0,1
494,0.975951903807615,2.8973450677754062,6,0,1
495,0.9799599198396792,2.879790238887765,6,0,1
496,0.9839679358717432,2.94544784831261,6,0,1
497,0.9879759519038074,3.1197668259555766,0,1,0
498,0.9919839679358716,3.035235364773104,0,1,0
499,0.9959919839679356,2.946289648753248,6,0,1
500,1.0,3.0458066225084925,0,1,0
