vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7,posterior_component_8,posterior_component_9,posterior_component_10
24,-0.7212121212121212,-0.4316944878818158,5,0.9325693907121819,0.010346231899346777,0.0,0.0,2.571089157270404e-37,0.9325693907121819,0.02117034569680905,0.0,0.03543525009501131,0.0,0.0004787815966509251
25,-0.7090909090909091,-0.4170581398139718,5,0.9382530263425084,0.010620889771647823,0.0,0.0,4.349584200211106e-38,0.9382530263425084,0.019077049558345684,0.0,0.03153786808859029,0.0,0.0005111662389078373
26,-0.696969696969697,-0.3954350198724202,5,0.9485268816553536,0.012188090654676671,0.0,0.0,7.087006756774092e-38,0.9485268816553536,0.017902093319667464,0.0,0.020775164660197635,0.0,0.0006077697101046804
27,-0.6848484848484848,-0.3488064411006068,5,0.95372390784124,0.021256680468626995,0.0,0.0,3.0622979506380715e-34,0.95372390784124,0.01951926505825782,0.0,0.004424601537733342,0.0,0.0010755450941418547
28,-0.6727272727272727,-0.3425346271682926,5,0.9658614621478772,0.015115727200765953,0.0,0.0,4.3061551082913574e-36,0.9658614621478772,0.013276294856912455,0.0,0.004936545386018996,0.0,0.0008099704084254699
29,-0.6606060606060606,-0.293230171626853,5,0.9396900994692972,0.03770485727217011,0.0,0.0,2.972357154279325e-32,0.9396900994692972,0.019629373247646416,0.0,0.0009148758975135752,0.0,0.002060794113372758
30,-0.6484848484848484,-0.2845530980638995,5,0.967144885485421,0.02077380199117614,0.0,0.0,1.0956937148679803e-33,0.967144885485421,0.010079554241544946,0.0,0.0007941362457220908,0.0,0.0012076220361358385
31,-0.6363636363636364,-0.2850831981968932,5,0.9596815013274721,0.024715264338446712,0.0,0.0,1.4923354625023697e-36,0.9596815013274721,0.012456776187631843,0.0,0.0016016644224208705,0.0,0.0015447937240285056
32,-0.6242424242424243,-0.2584275289622472,5,0.9636297635302977,0.02466946425175451,0.0,0.0,1.229428158357912e-35,0.9636297635302977,0.009432471885460213,0.0,0.0006450690473918165,0.0,0.0016232312850957152
33,-0.6121212121212121,-0.2387917203715097,5,0.9572211784142566,0.030609628195008017,0.0,0.0,9.82946084989071e-36,0.9572211784142566,0.009613617192219849,0.0,0.00041508183679838783,0.0,0.0021404943617171508
34,-0.6,-0.1756490395609856,5,0.947303936797289,0.04313372266647658,0.0,0.0,4.75148035771939e-30,0.947303936797289,0.006441862107171768,0.0,1.946000202541636e-05,0.0,0.0031010184270372286
35,-0.5878787878787879,-0.1838585948164868,5,0.9651395239052277,0.027805597554002328,0.0,0.0,1.0440281609953787e-33,0.9651395239052277,0.004814977675887581,0.0,4.9797721384132095e-05,0.0,0.0021901031434983127
36,-0.5757575757575757,-0.167484607451144,5,0.953820841855512,0.037455071712876646,0.0,0.0,2.915909648994052e-34,0.953820841855512,0.0055105826281510424,0.0,3.792291928053739e-05,0.0,0.0031755808841797627
37,-0.5636363636363637,-0.120877166450191,5,0.9680125059288568,0.02726267414690507,0.0,0.0,1.0501698600938907e-30,0.9680125059288568,0.0022835607422073555,0.0,3.121962180811301e-06,0.0,0.00243813721984995
38,-0.5515151515151515,-0.104973645157753,5,0.9675889066369541,0.027743619763354564,0.0,0.0,2.9321421991076766e-31,0.9675889066369541,0.0019749088700295753,0.0,2.0703573376742554e-06,0.0,0.002690494372324052
39,-0.5393939393939393,-0.0728965085363753,5,0.9673959628864167,0.02828788817382587,0.0,0.0,9.96855883335399e-30,0.9673959628864167,0.0013673241054585358,0.0,4.548444431986609e-07,0.0,0.0029483699898556525
40,-0.5272727272727273,-0.0167491764675778,5,0.8617417635332796,0.1219866402683805,0.0,0.0,1.4535801925376514e-25,0.8617417635332796,0.0028002826428205085,0.0,3.084745398192768e-08,0.0,0.013471282708065444
41,-0.5151515151515151,-0.012041614184453,5,0.9558372544770621,0.03857676235652424,0.0,0.0,3.216474960271559e-27,0.9558372544770621,0.0008783628876929577,0.0,2.6499742188363256e-08,0.0,0.004707593778978499
42,-0.503030303030303,-0.0055203949745679,5,0.9675355581791467,0.02805775864697773,0.0,0.0,7.292577567824165e-29,0.9675355581791467,0.0006185249910967016,0.0,2.7671130299681513e-08,0.0,0.003788130511648485
43,-0.4909090909090909,-0.009986649502302,5,0.9066704276492018,0.07936228565701833,0.0,0.0,3.346681618337342e-32,0.9066704276492018,0.0019964396214733494,0.0,1.126392588010455e-07,0.0,0.011970734433047699
44,-0.4787878787878787,0.0324249924800697,5,0.962064558435408,0.032196764110078706,0.0,0.0,3.4117894188447564e-29,0.962064558435408,0.00046076627149647665,0.0,6.765032834605242e-09,0.0,0.0052779044179839816
45,-0.4666666666666667,0.0808875887175727,5,0.962577593402533,0.03156892408044337,0.0,0.0,9.853980655586721e-26,0.962577593402533,0.00022955252708452815,0.0,3.3225277826676017e-10,0.0,0.005623929657686378
46,-0.4545454545454546,0.0674882701158545,5,0.9337392304147556,0.054686004908822035,0.0,0.0,5.870164219286616e-30,0.9337392304147556,0.0005286799184329986,0.0,2.2724524528468474e-09,0.0,0.011046082485536853
47,-0.4424242424242424,0.1579709210781223,5,0.8072112867370119,0.15828022271876616,0.0,0.0,7.413838872468148e-22,0.8072112867370119,0.0003851192855614649,0.0,5.245612903096173e-12,0.0,0.03412337125341481
48,-0.4303030303030303,0.1396822706466503,5,0.9706651199978275,0.023460063722631805,0.0,0.0,6.407067293214839e-26,0.9706651199978275,8.37308664807642e-05,0.0,2.1323500042903184e-11,0.0,0.005791085391736579
49,-0.4181818181818182,0.1646133315005532,5,0.9716921964109152,0.022137035748107232,0.0,0.0,2.337777283518215e-25,0.9716921964109152,5.684312344103937e-05,0.0,5.4246925729696935e-12,0.0,0.006113924712111976
50,-0.406060606060606,0.1745458840196284,5,0.9637378028685041,0.02757626153019574,0.0,0.0,1.270370703985512e-26,0.9637378028685041,6.536448905071089e-05,0.0,5.2229966302958255e-12,0.0,0.008620571107026381
51,-0.3939393939393939,0.2220559672567265,5,0.9719282080132742,0.020807414509261244,0.0,0.0,2.1522035570142737e-23,0.9719282080132742,2.3940839187008232e-05,0.0,1.7186331762904691e-13,0.0,0.007240436638105694
52,-0.3818181818181818,0.2132036002331916,5,0.9464322008829242,0.03821655153363451,0.0,0.0,6.662145786162779e-27,0.9464322008829242,5.620615590194158e-05,0.0,9.43167312105228e-13,0.0,0.015295041426596136
53,-0.3696969696969697,0.3039039123880896,5,0.8369486271076755,0.1132623969878769,0.0,0.0,3.18271711403271e-19,0.8369486271076755,3.648739167063174e-05,0.0,1.052335101626625e-15,0.0,0.04975248851277593
54,-0.3575757575757575,0.3111955109415251,5,0.9548016623945922,0.030027721112665707,0.0,0.0,2.393988762938037e-20,0.9548016623945922,9.333916033135002e-06,0.0,6.534665933166041e-16,0.0,0.015161282576708306
55,-0.3454545454545454,0.32877683799485,5,0.9691313862978904,0.01954501456665212,0.0,0.0,1.4059564134547736e-20,0.9691313862978904,4.854575061337167e-06,0.0,2.2334218284956177e-16,0.0,0.011318744560395944
56,-0.3333333333333333,0.3055247532175371,5,0.9405010349525195,0.035447106092773226,0.0,0.0,1.4300022196261928e-25,0.9405010349525195,1.5003406180746913e-05,0.0,4.805282507725802e-15,0.0,0.024036855548521797
57,-0.3212121212121211,0.3616840229849127,5,0.9807426838894862,0.010879491566190006,0.0,0.0,2.446237511947647e-21,0.9807426838894862,1.797040573094683e-06,0.0,3.462342710305078e-17,0.0,0.008376027503750725
58,-0.3090909090909091,0.4059999097784619,5,0.967865448883738,0.017075370172976032,0.0,0.0,7.183268399076866e-19,0.967865448883738,1.3416507710074607e-06,0.0,1.3142857119522205e-18,0.0,0.015057839292514877
59,-0.296969696969697,0.4179227140477608,5,0.9809423456158578,0.009400183984254072,0.0,0.0,1.153105954107727e-19,0.9809423456158578,6.545414277046901e-07,0.0,6.654311105916073e-19,0.0,0.00965681585846041
60,-0.2848484848484848,0.4102608482103549,5,0.9704758844660023,0.013367510179117683,0.0,0.0,9.459666552839473e-23,0.9704758844660023,1.2135009194175252e-06,0.0,3.356684420352078e-18,0.0,0.016155391853960588
61,-0.2727272727272727,0.4415435794392814,5,0.9797432736561336,0.008417560472637283,0.0,0.0,1.7463999590144164e-21,0.9797432736561336,4.6403866088287676e-07,0.0,2.7589906755271726e-19,0.0,0.011838701832568323
62,-0.2606060606060606,0.4697491560277589,5,0.9831756271017671,0.006362280979074326,0.0,0.0,1.323083925975342e-20,0.9831756271017671,2.2477541988283034e-07,0.0,3.163448733848315e-20,0.0,0.010461867143738644
63,-0.2484848484848485,0.4909615463405308,5,0.9825098204900105,0.00596211645610364,0.0,0.0,1.6391424467593906e-20,0.9825098204900105,1.5482900889332742e-07,0.0,7.739223439897373e-21,0.0,0.011527908224876987
64,-0.2363636363636363,0.5578483039869335,5,0.9667809010233263,0.010219093220202626,0.0,0.0,6.50155258700924e-16,0.9667809010233263,7.464354360004635e-08,0.0,2.1657897258603743e-23,0.0,0.022999931112926888
65,-0.2242424242424242,0.5130948887386864,5,0.912252477766112,0.02362609275158738,0.0,0.0,9.161958467286969e-23,0.912252477766112,5.024320746602098e-07,0.0,6.556690085683087e-21,0.0,0.064120927050226
66,-0.2121212121212121,0.5888759585507524,5,0.9868457224869401,0.0031468739351124754,0.0,0.0,1.0497591505792326e-16,0.9868457224869401,1.53682995027044e-08,0.0,2.222764188088059e-24,0.0,0.010007388209647644
67,-0.1999999999999999,0.5741539325014311,5,0.9712997408438334,0.005949917471192139,0.0,0.0,2.2934936547570782e-20,0.9712997408438334,4.5663275654075826e-08,0.0,2.9792969349736173e-23,0.0,0.02275029602169872
68,-0.1878787878787878,0.6050173944934029,5,0.9817269484598569,0.0032846208651462895,0.0,0.0,3.3702704426198514e-19,0.9817269484598569,1.485684293870088e-08,0.0,1.8575079302920685e-24,0.0,0.014988415818153895
69,-0.1757575757575757,0.6082901811474741,5,0.9146382428222859,0.013147645801539955,0.0,0.0,3.1728448802140405e-21,0.9146382428222859,6.375271513892238e-08,0.0,5.055389789415435e-24,0.0,0.07221404762345905
70,-0.1636363636363637,0.6617461841040952,5,0.988452278769417,0.001524062978555566,0.0,0.0,1.652270511596353e-17,0.988452278769417,2.6145349200039672e-09,0.0,1.2925665680026033e-26,0.0,0.01002365563749251
71,-0.1515151515151515,0.7271843300004813,5,0.9778730587560528,0.002489311076359093,0.0,0.0,2.1625463558308493e-13,0.9778730587560528,1.1109102570478898e-09,0.0,2.242817312078298e-29,0.0,0.01963762905646167
72,-0.1393939393939394,0.7265086060614168,5,0.991646375446237,0.0007876356029020357,0.0,0.0,3.738514301203024e-15,0.991646375446237,4.1474066942674987e-10,0.0,3.1925193919415505e-29,0.0,0.007565988536116589
73,-0.1272727272727273,0.7214873145145634,5,0.981541562146421,0.0014503891217784969,0.0,0.0,1.0864334536861386e-17,0.981541562146421,9.992333937352524e-10,0.0,1.6269496556023896e-28,0.0,0.017008047732567068
74,-0.1151515151515151,0.7900399231845561,5,0.9891554449098197,0.0007114855766984434,0.0,0.0,3.8890408548576874e-13,0.9891554449098197,1.1413482832620768e-10,0.0,9.337899491059365e-32,0.0,0.010133069398958177
75,-0.103030303030303,0.8185654792107676,5,0.9874331950876987,0.0006813358752561881,0.0,0.0,1.865391856982237e-12,0.9874331950876987,6.440965444554018e-11,0.0,6.887099295616068e-33,0.0,0.011885468970770079
76,-0.0909090909090909,0.8202627478025998,5,0.9934526592037178,0.0002911080751526308,0.0,0.0,5.4022193135583054e-14,0.9934526592037178,3.103001389659852e-11,0.0,8.593635765050344e-33,0.0,0.006256232690045547
77,-0.0787878787878787,0.8831192255872943,5,0.964546080434344,0.0012920642073339828,0.0,0.0,1.1720905509787512e-10,0.964546080434344,3.4492122675422534e-11,0.0,1.7969792964132642e-35,0.0,0.03416185520662084
78,-0.0666666666666666,0.883097949159159,5,0.9927523563687333,0.00021446020208372253,0.0,0.0,4.274401012426753e-12,0.9927523563687333,6.769649328011041e-12,0.0,1.8422545154850632e-35,0.0,0.007033183418138963
79,-0.0545454545454545,0.9045621410549426,5,0.9937843547646782,0.00014888320196113747,0.0,0.0,5.507072912463166e-12,0.9937843547646782,3.248191674287681e-12,0.0,2.4826437288507026e-36,0.0,0.006066762024605355
80,-0.0424242424242424,0.8990839410081892,5,0.9923297704725091,0.00014809050935398702,0.0,0.0,2.994114591835974e-14,0.9923297704725091,4.408448534024615e-12,0.0,1.109503054405698e-35,0.0,0.007522139013698447
81,-0.0303030303030302,0.9519419091063662,5,0.9947880231528881,8.074063602113103e-05,0.0,0.0,2.0233571091582075e-11,0.9947880231528881,7.448020130056674e-13,0.0,2.5272834301176836e-38,0.0,0.005131236190112473
82,-0.0181818181818181,0.9679721891884536,5,0.99570858908905,5.3139008988755e-05,0.0,0.0,9.378995421681015e-12,0.99570858908905,3.8694708540769023e-13,0.0,6.213441097078945e-39,0.0,0.004238271892195363
83,-0.0060606060606061,0.9982753679322084,5,0.9957633830621823,4.174462041008741e-05,0.0,0.0,5.976897970876687e-11,0.9957633830621823,1.649706917857022e-13,0.0,2.5817080766124548e-40,0.0,0.004194872257473721
84,0.0060606060606061,0.9984294997383856,5,0.9949644193280522,3.940678648704283e-05,0.0,0.0,1.2117812211477355e-12,0.9949644193280522,1.8645886869815922e-13,0.0,5.697845847297303e-40,0.0,0.0049961738840624235
85,0.018181818181818,1.0389256140508158,5,0.9966901615623815,2.0430358539240424e-05,0.0,0.0,6.175039913416352e-11,0.9966901615623815,3.975455570573222e-14,0.0,4.9115679768290413e-42,0.0,0.0032894080172890926
86,0.0303030303030302,1.0442688306017611,5,0.9952830697036366,2.295923174127879e-05,0.0,0.0,3.2530697465253267e-12,0.9952830697036366,4.680302056940451e-14,0.0,5.949558115740047e-42,0.0,0.004693971061322314
87,0.0424242424242424,1.0419058428491643,5,0.9652608798456351,0.00013313302799628884,0.0,0.0,1.8808832444762227e-14,0.9652608798456351,3.5058119065525903e-13,0.0,4.1177794725324604e-41,0.0,0.03460598712599919
88,0.0545454545454544,1.1290570004624765,5,0.9964380643728891,1.0564172325487256e-05,8.186999315656566e-263,0.0,9.217908320751896e-09,0.9964380643728891,3.1252685028329848e-15,0.0,2.509610990461362e-46,0.0,0.0035513622368740423
89,0.0666666666666666,1.103285553699543,5,0.9916282352016493,1.9480536035156962e-05,7.08345065920879e-269,0.0,1.7533058799725807e-12,0.9916282352016493,1.4345215435577923e-14,0.0,2.6272750829635334e-44,0.0,0.008352284260547875
90,0.0787878787878788,1.159719486871406,5,0.9979946604763167,3.5972397990240296e-06,5.938910410056331e-208,0.0,1.8965570987171283e-09,0.9979946604763167,6.724954210795174e-16,0.0,1.2584866851047256e-47,0.0,0.0020017403873264015
91,0.0909090909090908,1.1884782244071626,5,0.9981748721540806,2.5270545192690674e-06,7.669585701204983e-174,0.0,7.877321396430512e-09,0.9981748721540806,2.5638849102100713e-16,0.0,4.589895451845987e-49,0.0,0.0018225929140784681
92,0.103030303030303,1.2125918663778672,5,0.9983765332310288,1.7303232744788677e-06,3.8287600019011348e-146,0.0,1.4753268280274172e-08,0.9983765332310288,1.0820058924916888e-16,0.0,3.0690849449461545e-50,0.0,0.0016217216924282677
93,0.1151515151515152,1.2246414488310655,5,0.9984524878410825,1.2688412998089398e-06,5.853672107095124e-128,0.0,3.62723525663175e-09,0.9984524878410825,6.912577815843966e-17,0.0,1.1557691578865866e-50,0.0,0.0015462396903822646
94,0.1272727272727272,1.259969684051054,5,0.9987383161530186,7.885802324122565e-07,7.595598544825918e-100,0.0,4.395391786574088e-08,0.9987383161530186,1.8985103773618602e-17,0.0,1.4050270463412863e-52,0.0,0.0012608513128310882
95,0.1393939393939394,1.288207220183582,5,0.9988385084037762,5.522905929047043e-07,4.036415714333753e-79,0.0,1.5093507234240245e-07,0.9988385084037762,7.170589746876998e-18,0.0,4.7651224528443043e-54,0.0,0.0011607883705586754
96,0.1515151515151516,1.3177295993453428,5,0.9988523626568198,4.1337869442498246e-07,1.8434437800527334e-61,0.0,5.919059557692409e-07,0.9988523626568198,2.7673308728395885e-18,0.0,1.3206731938097723e-55,0.0,0.0011466320585300613
97,0.1636363636363635,1.3619415540604125,5,0.9970659920633468,7.91390098393714e-07,8.37083840023502e-44,0.0,1.3108453745016688e-05,0.9970659920633468,1.7341701655787657e-18,0.0,5.8539833006001226e-58,0.0,0.0029201080928097866
98,0.1757575757575757,1.3561990345451156,5,0.9992633434899404,1.516952470098405e-07,4.930970796192573e-41,0.0,4.424815689387584e-07,0.9992633434899404,4.956783144851583e-19,0.0,1.6344244519792643e-57,0.0,0.0007360623332436228
99,0.1878787878787879,1.37703855265793,5,0.9993622195707337,9.874887740010539e-08,5.8404676602611964e-34,0.0,4.7536086266501006e-07,0.9993622195707337,2.1414912499876353e-19,0.0,1.4359216654893389e-58,0.0,0.000637206319526323
100,0.1999999999999999,1.381865420692998,5,0.9990543800393855,1.1047486180008403e-07,2.412325168965597e-30,0.0,3.643079535506218e-08,0.9990543800393855,2.5998912362668005e-19,0.0,1.8039810653998496e-58,0.0,0.0009454730549573279
101,0.2121212121212121,1.432961350720411,5,0.9995048049113001,4.2349748238561097e-08,2.3367121369392276e-27,0.0,4.3140256656763625e-06,0.9995048049113001,2.575046484964262e-20,0.0,1.1629966886055282e-61,0.0,0.0004908387132860171
102,0.2242424242424241,1.4618325105476595,5,0.9995256595751765,2.9487061444114638e-08,2.592873231260414e-29,0.0,1.3644134806185005e-05,0.9995256595751765,9.139417533620896e-21,0.0,2.777160026071641e-63,0.0,0.00046066680295593865
103,0.2363636363636363,1.46888120904164,5,0.9996340126687301,1.737200741316793e-08,2.1785396646337774e-31,0.0,2.1461812840474023e-06,0.9996340126687301,5.466740853607269e-21,0.0,1.8300646139301065e-63,0.0,0.0003638237779785113
104,0.2484848484848485,1.5078619470533778,5,0.9996566408760146,1.1044738013105734e-08,3.2653651996741616e-41,0.0,2.8001494807512816e-05,0.9996566408760146,1.27215315880491e-21,0.0,8.012658430570461e-66,0.0,0.0003153465844398772
105,0.2606060606060605,1.5153617973411342,5,0.9997235379002367,7.05262815408476e-09,1.0853949718573178e-46,0.0,4.768794563408841e-06,0.9997235379002367,8.14450577409348e-22,0.0,5.045241573185247e-66,0.0,0.0002716862525716482
106,0.2727272727272727,1.5588743984963238,5,0.9996590876128871,4.483722241020315e-09,6.036042265100541e-66,0.0,0.00010316296879426176,0.9996590876128871,1.6090769368923143e-22,0.0,9.645040767798968e-69,0.0,0.00023774493459632803
107,0.2848484848484849,1.5879490159775649,5,0.9994795548225139,3.1922694118637445e-09,1.5173090952711557e-84,0.0,0.00028815239341631517,0.9994795548225139,5.642591171632173e-23,0.0,1.8674186525305595e-70,0.0,0.00023228959180030643
108,0.2969696969696969,1.6119119512740034,5,0.9993670687188392,1.920630333511601e-09,4.176753703053663e-104,0.0,0.0004409289984948378,0.9993670687188392,1.9701953377279713e-23,8.8111108644e-314,7.464751614451551e-72,0.0,0.00019200036203569619
109,0.3090909090909091,1.6205387047046442,5,0.9997665091427241,8.880853821847344e-10,1.2859315586721897e-117,0.0,0.00011208092760290989,0.9997665091427241,8.817477381171832e-24,6.226812530693445e-279,3.2869062507188473e-72,0.0,0.00012140904158752427
110,0.3212121212121213,1.6216248793919017,5,0.999790324604694,1.0847789602794183e-09,3.229165540596354e-127,0.0,7.184490137116507e-06,0.999790324604694,1.3452553389145555e-23,5.780713393974876e-251,7.808246372044968e-72,0.0,0.00020248982038996818
111,0.3333333333333332,1.65442840561383,5,0.9998470517404568,4.2555296550975064e-10,5.712995472123382e-159,0.0,4.2188704742399295e-05,0.9998470517404568,2.269156715242585e-24,1.435005632214898e-206,5.686802752465965e-74,0.0,0.0001107591292478405
112,0.3454545454545454,1.7028122373867856,5,0.998603128726411,2.0440681492650826e-10,3.5000724617062336e-207,0.0,0.001321734271700169,0.998603128726411,2.7174553802688567e-25,2.2938576897612166e-160,3.0361870854019545e-77,0.0,7.513679748193647e-05
113,0.3575757575757576,1.7641277612663198,5,0.9612050289134457,1.3736851837412623e-09,1.6132023755318327e-273,0.0,0.03807374104489137,0.9612050289134457,2.8226488688559873e-25,6.3057592674639415e-117,4.828511012214159e-81,0.0,0.0007212286679779247
114,0.3696969696969696,1.7325795239632975,5,0.9995909065993621,7.228069237842562e-11,2.1097885125783925e-260,0.0,0.00035759653713539254,0.9995909065993621,5.86917032152241e-26,6.0671984589060504e-114,8.162166250124391e-79,0.0,5.149679122183124e-05
115,0.3818181818181818,1.7727531172041264,5,0.9965658643891439,3.818310234566166e-11,1.1584031545e-314,0.0,0.003395463114640435,0.9965658643891439,9.974119520697595e-27,1.133785247749321e-88,1.5528352171405094e-81,0.0,3.867245803266668e-05
116,0.393939393939394,1.7767577367292,5,0.9994579024505585,2.7286493869895103e-11,0.0,0.0,0.0005035814694124165,0.9994579024505585,8.155810175696662e-27,5.690159738057372e-77,1.7777543476946243e-81,0.0,3.851605274258614e-05
117,0.406060606060606,1.79264187123623,5,0.9996926979617916,2.2830276034924174e-11,0.0,0.0,0.0002619060667412727,0.9996926979617916,5.139796124369977e-27,2.3372263595893555e-65,2.734847791692162e-82,0.0,4.539594863682125e-05
118,0.4181818181818182,1.8228373190920888,5,0.9990917746890464,9.62982248621944e-12,0.0,0.0,0.0008808903714538253,0.9990917746890464,9.78869788923945e-28,3.07157896081285e-56,2.4416062482444757e-84,0.0,2.7334929869898372e-05
119,0.4303030303030304,1.8189566210720076,5,0.9997908804361054,4.6368956948947236e-11,0.0,0.0,2.5194135100720375e-05,0.9997908804361054,7.198735555541674e-27,1.2941781117427222e-51,2.6583089411958398e-83,0.0,0.00018392538242492892
120,0.4424242424242424,1.91191718610664,5,0.9151562663817868,3.840308032221036e-12,0.0,0.0,0.08482080241843838,0.9151562663817868,2.713352678343039e-29,1.253677931486237e-56,1.2653974180260829e-90,0.0,2.293119593449384e-05
121,0.4545454545454546,1.864488304032617,5,0.9997960845495436,2.0073383683064863e-11,0.0,0.0,4.071223680046087e-05,0.9997960845495436,1.0754981012896608e-27,3.0338479774096803e-52,4.057113415217671e-86,0.0,0.0001632031935826668
122,0.4666666666666665,1.9280567687253205,5,0.9890848374774283,6.941494126091758e-13,0.0,0.0,0.010906775066663644,0.9890848374774283,4.842200839096004e-30,1.5408927224506965e-68,2.4111290681632954e-91,0.0,8.387455213951967e-06
123,0.4787878787878787,1.9340131996687564,5,0.9980481985919097,8.5477802131633e-13,0.0,0.0,0.0019370752409706515,0.9980481985919097,6.428241043121964e-30,5.347151328714441e-77,2.460217812474736e-91,0.0,1.472616626480948e-05
