vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7,posterior_component_8,posterior_component_9,posterior_component_10,posterior_component_11,posterior_component_12,posterior_component_13,posterior_component_14
12,-0.9559118236472944,-6.281244144686099,11,0.9999957933309638,0.0,2.7745469304892165e-80,0.0,0.0,0.0,4.2066690363418115e-06,1.4316110176545674e-264,0.0,0.0,0.0,0.9999957933309638,0.0,0.0,0.0
13,-0.9519038076152304,-6.228641555117424,11,0.9999943996370546,0.0,3.187162514869767e-77,0.0,0.0,0.0,5.600362945505706e-06,3.3905441873234904e-255,0.0,0.0,0.0,0.9999943996370546,0.0,0.0,0.0
14,-0.9478957915831664,-6.189001248606218,11,0.9999983749514915,0.0,1.9495343437249786e-78,0.0,0.0,0.0,1.6250485084871887e-06,1.1036394629889386e-252,0.0,0.0,0.0,0.9999983749514915,0.0,0.0,0.0
15,-0.9438877755511024,-6.091119246642539,11,0.9991478365967728,0.0,7.76394653090067e-61,0.0,0.0,0.0,0.000852163403227043,3.04305671984963e-220,0.0,0.0,0.0,0.9991478365967728,0.0,0.0,0.0
16,-0.939879759519038,-6.030123863602827,11,0.9971033354420845,0.0,1.1835600041488408e-55,0.0,0.0,0.0,0.0028966645579152944,1.5480650415891905e-207,0.0,0.0,0.0,0.9971033354420845,0.0,0.0,0.0
17,-0.935871743486974,-5.936069817675359,11,0.8487958277850586,0.0,1.2680495740659937e-41,0.0,0.0,0.0,0.15120417221494156,1.6853137989377024e-179,0.0,0.0,0.0,0.8487958277850586,0.0,0.0,0.0
18,-0.93186372745491,-5.892797551296722,11,0.9236872587227033,0.0,5.761937921697912e-42,0.0,0.0,0.0,0.0763127412772967,3.2160876962431056e-176,0.0,0.0,0.0,0.9236872587227033,0.0,0.0,0.0
19,-0.9278557114228456,-5.865396022011607,11,0.9733357690292825,0.0,5.697848244969759e-46,0.0,0.0,0.0,0.026664230970717552,1.1623723624572686e-179,0.0,0.0,0.0,0.9733357690292825,0.0,0.0,0.0
20,-0.9238476953907816,-5.747750917572145,11,0.5176361965940062,0.0,1.1375853686333467e-28,0.0,0.0,0.0,0.48236380340599405,2.5436169067820998e-144,0.0,0.0,0.0,0.5176361965940062,0.0,0.0,0.0
21,-0.9198396793587176,-5.700753015945742,11,0.5490082217641873,0.0,4.108789003588933e-28,0.0,0.0,0.0,0.4509917782358129,8.121446099074577e-140,0.0,0.0,0.0,0.5490082217641873,0.0,0.0,0.0
22,-0.9158316633266532,-5.654291549074925,6,0.5180914565326964,0.0,1.518869269222122e-27,0.0,0.0,0.0,0.5180914565326964,1.8013936642027866e-135,0.0,0.0,0.0,0.4819085434673037,0.0,0.0,0.0
23,-0.9118236472945892,-5.61164034548698,6,0.6892197544516262,0.0,1.3448395841096307e-27,0.0,0.0,0.0,0.6892197544516262,1.604420076661216e-132,0.0,0.0,0.0,0.31078024554837375,0.0,0.0,0.0
24,-0.9078156312625252,-5.567892410434792,6,0.8853514601317927,0.0,2.161546669894425e-27,0.0,0.0,0.0,0.8853514601317927,3.9406883294672017e-129,0.0,0.0,0.0,0.11464853986820739,0.0,0.0,0.0
25,-0.9038076152304608,-5.498154979983749,6,0.9344133372636755,0.0,1.1257499709664474e-22,0.0,0.0,0.0,0.9344133372636755,1.363276224874561e-116,0.0,0.0,0.0,0.06558666273632455,0.0,0.0,0.0
26,-0.8997995991983968,-5.411355802148925,6,0.8746528888916419,0.0,1.156487075076913e-15,0.0,0.0,0.0,0.8746528888916419,1.020379478416519e-98,0.0,0.0,0.0,0.12534711110835686,0.0,0.0,0.0
27,-0.8957915831663327,-5.338270144570691,6,0.7958123978624122,0.0,1.9389967690280558e-11,0.0,0.0,0.0,0.7958123978624122,2.6691260525206956e-86,0.0,0.0,0.0,0.2041876021181978,0.0,0.0,0.0
28,-0.8917835671342685,-5.288337717083016,6,0.9135592661655582,0.0,1.0429960293385683e-10,0.0,0.0,0.0,0.9135592661655582,6.510074633475257e-82,0.0,0.0,0.0,0.0864407337301423,0.0,0.0,0.0
29,-0.8877755511022044,-5.2726283686029785,6,0.9993506793280208,0.0,1.1892433666173579e-14,0.0,0.0,0.0,0.9993506793280208,2.1270467799809117e-88,0.0,0.0,0.0,0.0006493206719672599,0.0,0.0,0.0
30,-0.8837675350701403,-5.229299051658555,6,0.9999683385361414,0.0,1.1792538333357654e-14,0.0,0.0,0.0,0.9999683385361414,6.627197306804696e-86,0.0,0.0,0.0,3.166146384678469e-05,0.0,0.0,0.0
31,-0.8797595190380761,-5.148549285933814,6,0.9998058237624422,0.0,6.205121016000595e-10,0.0,0.0,0.0,0.9998058237624422,1.8920293842839863e-72,0.0,0.0,0.0,0.0001941756170457089,0.0,0.0,0.0
32,-0.875751503006012,-5.131599545863313,6,0.9999999075896508,0.0,4.068764531626663e-13,0.0,0.0,0.0,0.9999999075896508,1.0515081390702779e-77,0.0,0.0,0.0,9.240994230209722e-08,0.0,0.0,0.0
33,-0.8717434869739479,-5.035033046496145,6,0.9999855264055829,0.0,3.879867727819866e-07,0.0,0.0,0.0,0.9999855264055829,8.347625932670445e-61,0.0,0.0,0.0,1.4085607644283128e-05,0.0,0.0,0.0
34,-0.8677354709418837,-4.990114444028379,6,0.9999991855510707,0.0,4.6015529931290917e-07,0.0,0.0,0.0,0.9999991855510707,1.8911796015290042e-58,0.0,0.0,0.0,3.542936298320665e-07,0.0,0.0,0.0
35,-0.8637274549098196,-4.942547917904128,6,0.9999989171414724,0.0,1.0731739437795286e-06,0.0,0.0,0.0,0.9999989171414724,1.9934308546044577e-55,0.0,0.0,0.0,9.684583783210924e-09,0.0,0.0,0.0
36,-0.8597194388777555,-4.911583303565263,6,0.9999999086871048,0.0,9.130879828276687e-08,0.0,0.0,0.0,0.9999999086871048,2.0237801340530671e-56,0.0,0.0,0.0,4.096886339099079e-12,0.0,0.0,0.0
37,-0.8557114228456915,-4.816275007977515,6,0.9984358498386673,0.0,0.001564145642250749,0.0,0.0,0.0,0.9984358498386673,2.1038061800125654e-42,0.0,0.0,0.0,4.519082021604446e-09,0.0,0.0,0.0
38,-0.8517034068136273,-4.784452963073959,6,0.9997802685094238,0.0,0.00021973148943842273,0.0,0.0,0.0,0.9997802685094238,2.546754277656746e-43,0.0,0.0,0.0,1.1377253501781685e-12,0.0,0.0,0.0
39,-0.8476953907815632,-4.744841842196584,6,0.9998528714042099,0.0,0.00014712859578918863,0.0,0.0,0.0,0.9998528714042099,2.5289975212687432e-42,0.0,0.0,0.0,9.710395116558725e-16,0.0,0.0,0.0
40,-0.8436873747494991,-4.726924386726523,6,0.9999946950313291,0.0,5.304968670849159e-06,0.0,0.0,0.0,0.9999946950313291,1.975037368825147e-45,0.0,0.0,0.0,6.575325470914363e-22,0.0,0.0,0.0
41,-0.8396793587174349,-4.618454610064284,6,0.9654768378530957,0.0,0.03452316214690406,0.0,0.0,0.0,0.9654768378530957,3.191159548708027e-31,0.0,0.0,0.0,2.4393140583970304e-16,0.0,0.0,0.0
42,-0.8356713426853708,-4.53127243680314,2,0.6257103383236651,0.0,0.6257103383236651,0.0,7.3312347180237e-310,0.0,0.37428966167618694,2.169614717905611e-22,0.0,0.0,0.0,1.4788104402157618e-13,0.0,0.0,0.0
43,-0.8316633266533067,-4.482691883236736,2,0.6477033429818262,0.0,0.6477033429818262,0.0,1.0189715616339823e-292,0.0,0.35229665701817287,1.6881669528627045e-20,0.0,0.0,0.0,1.0156856442912997e-15,0.0,0.0,0.0
44,-0.8276553106212425,-4.474643488215484,6,0.8084229614535633,0.0,0.19157703854643662,0.0,2.378086169975862e-308,0.0,0.8084229614535633,1.374854348541969e-24,0.0,0.0,0.0,5.2542632066982136e-24,0.0,0.0,0.0
45,-0.8236472945891784,-4.42751365135898,6,0.6879748797917732,0.0,0.3120251202082267,0.0,2.9734597187698977e-292,0.0,0.6879748797917732,1.1706120434213255e-22,0.0,0.0,0.0,4.66177318943979e-27,0.0,0.0,0.0
46,-0.8196392785571143,-4.356443578357163,2,0.6456042523555432,0.0,0.6456042523555432,0.0,1.2370795967584255e-258,0.0,0.35439574764445664,8.310272879625082e-18,0.0,0.0,0.0,2.2755504433111952e-26,0.0,0.0,0.0
47,-0.8156312625250501,-4.336516686595294,2,0.6445270529138092,0.0,0.6445270529138092,0.0,8.294940504764796e-264,0.0,0.3554729470861909,1.8090042228140393e-19,0.0,0.0,0.0,2.059828949929318e-34,0.0,0.0,0.0
48,-0.811623246492986,-4.2616217699009615,2,0.8139760435983735,0.0,0.8139760435983735,0.0,1.940359978888542e-229,0.0,0.18602395640161726,9.207962808964505e-15,0.0,0.0,0.0,5.3164637126394725e-33,0.0,0.0,0.0
49,-0.8076152304609219,-4.203821802915451,2,0.8513991787952035,0.0,0.8513991787952035,0.0,1.8713843871012418e-208,0.0,0.14860082120159387,3.20269180939314e-12,0.0,0.0,0.0,1.6709078595317224e-34,0.0,0.0,0.0
50,-0.8036072144288577,-4.146466169838237,2,0.8492244559470519,0.0,0.8492244559470519,0.0,1.1597147786709559e-188,0.0,0.1507755433608375,6.921107205292189e-10,0.0,0.0,0.0,5.256091221947807e-36,0.0,0.0,0.0
51,-0.7995991983967936,-4.125243421672296,2,0.9676781514592124,0.0,0.9676781514592124,0.0,1.0123030698221002e-192,0.0,0.03232184851785308,2.2934668629607565e-11,0.0,0.0,0.0,8.989704241730897e-46,0.0,0.0,0.0
52,-0.7955911823647295,-4.079921855714021,2,0.9858669184948944,0.0,0.9858669184948944,0.0,2.7087299379754783e-181,0.0,0.014133081273540017,2.3156549890335142e-10,0.0,0.0,0.0,1.4667433118583686e-50,0.0,0.0,0.0
53,-0.7915831663326653,-4.046387062501418,2,0.9975615246369852,0.0,0.9975615246369852,0.0,2.4091937048098222e-177,0.0,0.002438475164151646,1.988633741684079e-10,0.0,0.0,0.0,1.2980024695067706e-58,0.0,0.0,0.0
54,-0.7875751503006012,-3.9987134921379264,2,0.9991167621168128,0.0,0.9991167621168128,0.0,5.182791357836482e-165,0.0,0.0008832350637352965,2.819451772895446e-09,0.0,0.0,0.0,2.018073082476639e-63,0.0,0.0,0.0
55,-0.7835671342685371,-3.940421836168049,2,0.9991252018887491,0.0,0.9991252018887491,0.0,3.927072801298303e-147,0.0,0.0008745747154296572,2.233958211497446e-07,0.0,0.0,0.0,2.13900189273128e-65,0.0,0.0,0.0
56,-0.779559118236473,-3.882627675195644,2,0.998858990980835,0.0,0.998858990980835,0.0,2.006025699994976e-130,0.0,0.0011292365277263399,1.177249143858546e-05,0.0,0.0,0.0,2.1900464177169092e-67,0.0,0.0,0.0
57,-0.7755511022044088,-3.826150828285325,2,0.9979920864743692,0.0,0.9979920864743692,0.0,2.8132808367382243e-115,0.0,0.0016471503343151454,0.00036076319131558897,0.0,0.0,0.0,1.130940441768241e-69,0.0,0.0,0.0
58,-0.7715430861723447,-3.8152968985247058,2,0.9999881425028185,0.0,0.9999881425028185,0.0,8.574473446493384e-124,0.0,3.857525952673035e-06,7.999971228861242e-06,0.0,0.0,0.0,8.322801822973916e-87,0.0,0.0,0.0
59,-0.7675350701402806,-3.724552064803116,2,0.9765170607726003,0.0,0.9765170607726003,0.0,7.835584283742776e-93,0.0,0.0010283082956183776,0.02245463093178136,6.948151825e-314,0.0,0.0,6.071090296209127e-78,0.0,0.0,0.0
60,-0.7635270541082164,-3.715360997591477,2,0.9994647773236364,0.0,0.9994647773236364,0.0,1.4268964035408378e-101,0.0,5.836952510992415e-07,0.0005346389811124434,4.2298377e-315,0.0,0.0,5.519940547880468e-97,0.0,0.0,0.0
61,-0.7595190380761523,-3.666257188310036,2,0.9970995986721656,0.0,0.9970995986721656,0.0,1.1862793076816685e-91,0.0,2.031923709160524e-07,0.0029001981354634717,3.11093713267239e-292,0.0,0.0,1.4576407865365515e-102,0.0,0.0,0.0
62,-0.7555110220440882,-3.637022475069604,2,0.9979796524582881,0.0,0.9979796524582881,0.0,1.0709844285422777e-90,0.0,1.5659351043872524e-09,0.002020345975776799,1.3898444868769506e-281,0.0,0.0,8.503943343257094e-116,0.0,0.0,0.0
63,-0.751503006012024,-3.627166982713837,2,0.9993136437879072,0.0,0.9993136437879072,0.0,1.428366603983328e-97,0.0,2.103573936354404e-13,0.0006863562118824271,8.51899877173514e-281,0.0,0.0,3.8487495169447085e-137,0.0,0.0,0.0
64,-0.7474949899799599,-3.5179591973080484,2,0.8622610377264728,0.0,0.8622610377264728,0.0,1.3834509524923196e-64,0.0,9.672472330474606e-09,0.1377389526010548,2.209798284295339e-233,0.0,0.0,8.647268869567213e-120,0.0,0.0,0.0
65,-0.7434869739478958,-3.478213601472488,2,0.8262327498829608,0.0,0.8262327498829608,0.0,4.21378233131318e-60,0.0,3.5290698244601517e-10,0.1737672497641321,4.35829394858892e-221,0.0,0.0,7.102351938038611e-130,0.0,0.0,0.0
66,-0.7394789579158316,-3.456238305934956,2,0.8839106268886318,0.0,0.8839106268886318,0.0,6.944124535928013e-62,0.0,1.4673028402388953e-13,0.1160893731112216,3.281383062202127e-216,0.0,0.0,5.597880546559296e-148,0.0,0.0,0.0
67,-0.7354709418837675,-3.4072825717725506,2,0.7591624641198744,0.0,0.7591624641198744,0.0,2.3510271508257286e-54,0.0,2.5579407903214087e-14,0.24083753588010015,4.2962927473898725e-202,0.0,0.0,5.046244051030306e-155,0.0,0.0,0.0
68,-0.7314629258517034,-3.356662043780635,2,0.6041031439252874,0.0,0.6041031439252874,0.0,7.687036087641398e-47,0.0,6.495279158098111e-15,0.3958968560747059,3.304013483351558e-189,0.0,0.0,1.7592967924518398e-161,0.0,0.0,0.0
69,-0.7274549098196392,-3.3569364527303427,7,0.5731962972441529,0.0,0.4268037027558471,0.0,6.892463814295591e-55,0.0,1.2951234739814256e-21,0.5731962972441529,4.973486869297545e-191,0.0,0.0,5.850402271155847e-192,0.0,0.0,0.0
70,-0.7234468937875751,-3.295316016784673,7,0.6793344495639027,0.0,0.3206655504360972,0.0,2.105974946658296e-44,0.0,3.381934855068544e-21,0.6793344495639027,2.939281228247446e-177,0.0,0.0,4.385565451619267e-194,0.0,6.66583466726954e-309,0.0
71,-0.719438877755511,-3.228242272224697,7,0.678047106210034,0.0,0.32195289378996605,0.0,1.774277772282076e-33,0.0,9.955707851431642e-20,0.678047106210034,3.0939903791674104e-165,0.0,0.0,3.957968792200597e-193,0.0,2.4640144559486546e-269,0.0
72,-0.7154308617234469,-3.2289475865411696,7,0.9575667966765774,0.0,0.04243320332342263,0.0,1.1896085238088417e-40,0.0,4.147331006280073e-28,0.9575667966765774,3.256662335233912e-166,0.0,0.0,3.5923909019436854e-227,0.0,3.4414891693385805e-286,0.0
73,-0.7114228456913828,-3.15806495612338,7,0.8919501608641877,0.0,0.10804983913581225,0.0,1.952381336965107e-29,0.0,8.64136304192847e-26,0.8919501608641877,8.612815472684205e-157,0.0,0.0,3.8346419987077907e-224,0.0,2.5225401364941736e-245,0.0
74,-0.7074148296593187,-3.1514806067233985,7,0.9959576522659387,0.0,0.004042347734061294,0.0,2.3139759537747433e-34,0.0,2.9718921374264276e-34,0.9959576522659387,2.5396373379195853e-156,0.0,0.0,9.977142948006382e-257,0.0,1.0103022839187735e-255,0.0
75,-0.7034068136272545,-3.07577022076878,7,0.9604634489639459,0.0,0.0395365510360541,0.0,4.725718779306591e-23,0.0,1.4478273057951638e-30,0.9604634489639459,1.9873972525634892e-150,0.0,0.0,1.6561429881679066e-250,0.0,1.4595016033313386e-213,0.0
76,-0.6993987975951904,-3.0468969485192363,7,0.9934604862765496,0.0,0.006539513723450521,0.0,1.0581550088113672e-22,0.0,1.5236019421177558e-35,0.9934604862765496,4.43518105371888e-149,0.0,0.0,1.2126344687063923e-271,0.0,2.933572445225523e-207,0.0
77,-0.6953907815631263,-3.039905957063561,7,0.9999672884378977,0.0,3.2711562102271466e-05,0.0,5.926705890965513e-27,0.0,1.450993390312191e-45,0.9999672884378977,3.2933564834763247e-148,0.0,0.0,2.4328346330409348e-307,0.0,1.452716665565368e-216,0.0
78,-0.6913827655310621,-2.946060093691812,7,0.9823212017241093,0.0,0.017678798275809735,0.0,8.100682006419252e-14,0.0,4.7447551702633214e-37,0.9823212017241093,4.787906171782076e-149,0.0,0.0,1.0066007946415162e-288,0.0,7.560332576406386e-166,0.0
79,-0.687374749498998,-2.9461290852627755,7,0.9999801726355015,0.0,1.9827364498492853e-05,0.0,8.301506471504288e-19,0.0,1.9711551919477945e-49,0.9999801726355015,8.455933249984007e-148,0.0,0.0,0.0,0.0,2.7017875915435716e-179,0.0
80,-0.6833667334669339,-2.910053943070327,7,0.9999972944299426,0.0,2.705570057570918e-06,0.0,3.881046093098026e-17,0.0,5.645687097712738e-54,0.9999972944299426,9.461963386099198e-149,0.0,0.0,0.0,0.0,8.195254861722122e-169,0.0
81,-0.6793587174348698,-2.852576873393025,7,0.9999793464558406,0.0,2.0653539806568528e-05,0.0,4.3528360039041765e-12,0.0,3.318979169734247e-53,0.9999793464558406,4.045919650183274e-153,0.0,0.0,0.0,0.0,1.744352880197115e-145,0.0
82,-0.6753507014028056,-2.796681050508066,7,0.9998414583014315,0.0,0.00015848616769837767,0.0,5.553087018350012e-08,0.0,1.3503863932416446e-52,0.9998414583014315,1.7243045172888142e-159,0.0,0.0,0.0,0.0,1.5055860036707134e-124,0.0
83,-0.6713426853707415,-2.803360405933609,7,0.9999999982433101,0.0,1.755900233021427e-09,0.0,7.89816016207884e-13,0.0,2.8730913569565615e-69,0.9999999982433101,1.1431458267252968e-155,0.0,0.0,0.0,0.0,3.7632320857411902e-140,0.0
84,-0.6673346693386774,-2.7455236312599003,7,0.999999957577451,0.0,2.7604866280893997e-08,0.0,1.481768275014765e-08,0.0,2.7650127288071747e-68,0.999999957577451,3.851209293070249e-164,0.0,0.0,0.0,0.0,8.035644748554473e-119,0.0
85,-0.6633266533066133,-2.702215698345498,7,0.9999987475262572,0.0,1.5260426233418367e-08,0.0,1.2372133167328135e-06,0.0,1.9876236509394196e-71,0.9999987475262572,3.812918231576099e-171,0.0,0.0,0.0,0.0,1.5795888439976853e-106,0.0
86,-0.6593186372745492,-2.6612847124415384,7,0.9999663304296805,0.0,4.6997909222777625e-09,0.0,3.366487052851423e-05,0.0,2.325622262427797e-75,0.9999663304296805,1.1942090212130178e-178,0.0,0.0,0.0,0.0,4.611324010340412e-96,0.0
87,-0.6553106212424851,-2.636291240602404,7,0.9999811578601032,0.0,1.3865709006189517e-11,0.0,1.8842126030994516e-05,0.0,1.3905973401535437e-84,0.9999811578601032,3.876784899580997e-182,0.0,0.0,0.0,0.0,8.573700362606232e-94,0.0
88,-0.6513026052104209,-2.612150781244231,7,0.9999897080943283,0.0,1.64663314733651e-14,0.0,1.0291905655130131e-05,0.0,1.4544458301054208e-94,0.9999897080943283,1.785016373730991e-185,0.0,0.0,0.0,0.0,7.112623033640131e-92,0.0
89,-0.6472945891783568,-2.586667542010636,7,0.999991111070445,0.0,1.5783128313639222e-17,0.0,8.88892955495379e-06,0.0,1.4599669601435365e-104,0.999991111070445,2.1887964426836357e-189,0.0,0.0,0.0,0.0,2.9187999562427362e-89,0.0
90,-0.6432865731462927,-2.5340121881993247,7,0.9986894062163175,0.0,1.5065523126884442e-16,0.0,0.0013105937836823524,8.18047187e-316,3.565077631279615e-105,0.9986894062163175,4.816377664722949e-204,0.0,0.0,0.0,0.0,1.0693022323441345e-74,0.0
91,-0.6392785571142285,-2.5231094442370625,7,0.9998950823836784,0.0,3.1423410946390204e-22,0.0,0.00010491761632154053,8.712242e-317,3.2938248056938985e-121,0.9998950823836784,7.918699728847206e-203,0.0,0.0,0.0,0.0,1.6797268025590206e-78,0.0
92,-0.6352705410821644,-2.526335996425859,7,0.9999993373004249,0.0,3.8386999947418363e-31,0.0,6.626995750670401e-07,0.0,1.5204964392091921e-143,0.9999993373004249,3.1481783997389847e-195,0.0,0.0,0.0,0.0,4.8316835598296764e-88,0.0
93,-0.6312625250501003,-2.4257292927999634,7,0.9342301492303541,0.0,2.059825918749869e-21,0.0,0.06576985076964603,1.0796961725916674e-266,1.1177227386543194e-125,0.9342301492303541,2.3462695287758443e-234,0.0,0.0,0.0,0.0,1.5245292181055925e-55,0.0
94,-0.6272545090180361,-2.3832409283040867,7,0.7708809714123884,0.0,4.433883455208328e-22,0.0,0.22911902858761152,3.411070843491842e-247,2.1648251787825803e-130,0.7708809714123884,2.6476619033737437e-249,0.0,0.0,0.0,0.0,1.1885290632600233e-47,0.0
95,-0.623246492985972,-2.4157434989419,7,0.9988217952140059,0.0,2.0180634071566892e-37,0.0,0.0011782047859940456,1.6811144174616125e-275,1.65191124966935e-166,0.9988217952140059,3.03914630319062e-225,0.0,0.0,0.0,0.0,5.63391977133122e-66,0.0
96,-0.6192384769539079,-2.3561492330400844,7,0.9267860897530541,0.0,7.952878593318994e-35,0.0,0.07321391024694586,2.8364361143974697e-245,1.0254238356287612e-164,0.9267860897530541,2.8989833104763565e-249,0.0,0.0,0.0,0.0,1.3135804541913407e-51,0.0
97,-0.6152304609218437,-2.291344300797187,7,0.5200065477145387,0.0,3.3008273850212194e-31,0.0,0.4799934522854615,1.0323837641039306e-213,1.5878688892998328e-160,0.5200065477145387,4.338527731321247e-279,0.0,0.0,0.0,0.0,1.4986643658052802e-37,0.0
98,-0.6112224448897796,-2.2306516967980587,4,0.51418430854223,0.0,4.393667773289904e-28,0.0,0.51418430854223,5.094479480311581e-186,1.4514712921110286e-157,0.4858156914577701,5.74847756570323e-309,0.0,0.0,0.0,0.0,2.3914122585036534e-26,0.0
99,-0.6072144288577155,-2.239759860064395,4,0.691659839748484,0.0,1.885480228669452e-40,0.0,0.691659839748484,4.336020530620139e-198,6.528591851678735e-187,0.30834016025151595,7.934967867421247e-295,0.0,0.0,0.0,0.0,4.719575912036604e-34,0.0
100,-0.6032064128256514,-2.2234082836657176,4,0.8129614552094735,0.0,7.412166517489948e-48,0.0,0.8129614552094735,1.49899804419373e-195,2.0810145898541373e-205,0.18703854479052642,9.832225187050483e-297,0.0,0.0,0.0,0.0,8.853603988832575e-35,0.0
101,-0.5991983967935872,-2.1814754616310976,4,0.8961232694378471,0.0,2.6956156364313e-49,0.0,0.8961232694378471,1.5102665279893507e-179,4.771123880394799e-212,0.10387673056215282,3.56932197e-316,0.0,0.0,0.0,0.0,4.4440887073147573e-29,0.0
102,-0.5951903807615231,-2.1195845844855503,4,0.7452029728995938,0.0,5.089363048701652e-45,0.0,0.7452029728995938,9.049151280229468e-154,4.204641169356129e-208,0.2547970271004062,0.0,0.0,0.0,0.0,0.0,3.1903002226326134e-19,0.0
103,-0.591182364729459,-2.129559703349177,4,0.9832486193699207,0.0,5.978882414533709e-61,0.0,0.9832486193699207,3.7003703856198555e-165,2.9471308249482266e-242,0.01675138063007937,0.0,0.0,0.0,0.0,0.0,5.331512869628299e-26,0.0
104,-0.5871743486973948,-2.1024747483835373,4,0.9944357176671595,0.0,6.312670485460253e-67,0.0,0.9944357176671595,1.2082805556277808e-157,1.619543052863915e-257,0.0055642823328405176,0.0,0.0,0.0,0.0,0.0,2.7828892166644613e-24,0.0
105,-0.5831663326653307,-2.0662869035107025,4,0.9968861190611416,0.0,2.8662579418837232e-70,0.0,0.9968861190611416,5.5136564527356075e-146,4.623872899783836e-268,0.0031138809388585303,0.0,0.0,0.0,0.0,0.0,9.779203110222771e-21,0.0
106,-0.5791583166332666,-2.0461288211284647,4,0.9994999127894184,0.0,5.187797460112006e-79,0.0,0.9994999127894184,3.885891001756577e-142,3.523843732123149e-288,0.000500087210581453,0.0,0.0,0.0,0.0,0.0,1.370489480183834e-20,0.0
107,-0.5751503006012024,-1.9953266043663331,4,0.9985650618440317,0.0,1.9799707966411806e-77,0.0,0.9985650618440317,1.8477751067977307e-124,2.1875877053361838e-290,0.001434938155955501,0.0,0.0,0.0,0.0,0.0,1.2629057182849078e-14,0.0
108,-0.5711422845691383,-1.9362902038135008,4,0.9543941455131151,0.0,3.5450127874714115e-72,0.0,0.9543941455131151,1.0499799630997246e-103,1.0315648201784018e-286,0.045605777510317344,0.0,0.0,0.0,0.0,0.0,7.697656751154541e-08,0.0
109,-0.5671342685370742,-1.93361040513797,4,0.9997114763909875,0.0,2.9988728186893396e-88,0.0,0.9997114763909875,2.0749836252521683e-108,2.326e-319,0.0002885235471893828,0.0,0.0,0.0,0.0,0.0,6.18232890496511e-11,0.0
110,-0.56312625250501,-1.916690188327964,4,0.999986255722508,0.0,1.5894693953265044e-99,0.0,0.999986255722508,1.3245106627077007e-106,0.0,1.3744259334023547e-05,0.0,0.0,0.0,0.0,0.0,1.8157954720749968e-11,0.0
111,-0.5591182364729459,-1.8893318361636584,4,0.9999973375660329,0.0,4.91082841731216e-107,0.0,0.9999973375660329,1.7266687987093685e-100,0.0,2.6621811838762854e-06,0.0,0.0,0.0,0.0,0.0,2.5278320626854406e-10,0.0
112,-0.5551102204408818,-1.8868917390209643,4,0.9999999912598982,0.0,1.7215919123914847e-125,0.0,0.9999999912598982,3.574590274070707e-104,0.0,8.739125994883053e-09,0.0,0.0,0.0,0.0,0.0,9.75627897141911e-13,0.0
