row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
127,"","","17","17"
128,"55","","23,37,47",""
129,"13,42,63","2","42,63",""
130,"1,31,40,49,66,68","1","1,39,40",""
131,"49,68","1","18,58","18"
132,"","","4,60",""
133,"1,31,48,49","1","4,48,61",""
134,"13,42,49,55","2,1","19","19"
135,"1,31,40,49","1","1,31",""
136,"","","35,45,46",""
137,"1,48","1","4,46,48",""
138,"","","7,10,44",""
139,"1,31,40,49,66,68","1","39,40",""
140,"42,49,68","2,1","30,59,70",""
141,"1,49,68","1","34,68",""
142,"1,31","1","4,26",""
143,"43,62","3","43,62",""
144,"","","28,52",""
145,"","","45,46,60",""
146,"","","24,25,32",""
147,"","","25,32",""
148,"55","","55",""
149,"","","10,28,52",""
150,"1,49,68","1","22,34",""
151,"1,31,40,49","1","1,31",""
152,"13,42,49,68","2,1","30,59,70",""
153,"","","2,44",""
154,"","","35,38",""
155,"49,66,68","1","20","20"
156,"49,68","1","20,58",""
157,"1,31,49","1","1,31,61",""
158,"","","11,51",""
159,"1,31","1","54,61",""
160,"","","24,32",""
161,"21","","2,21,44","21"
162,"49,68","1","12,18,22","22"
163,"","","4,60",""
164,"1,49,68","1","34,49,68",""
165,"42,49,68","2,1","30,41,59,70",""
166,"55","","23,36,55",""
167,"55","","37,47",""
168,"","","6,11,17",""
169,"1,49","1","38,46",""
170,"42,57","2","57",""
171,"49,66,68","1","20",""
172,"13,42,55","2","23,36","23"
173,"","","15,25",""
174,"","","53",""
175,"1,49,68","1","41",""
176,"55","","19,35,36,38",""
177,"42","2","33,65,67",""
178,"49,66,68","1","20,24",""
179,"1,31,40,49,50","1","1,31,50",""
180,"1,31","1","4,26,27,54",""
181,"55,62,69","3","37,64,69",""
182,"49,68","1","12,22,30",""
183,"","","7,10,16,44",""
184,"13,49","2,1","19,38",""
185,"13,42,49","2,1","13,33,42,59",""
186,"14,49,66,68","1","8,14",""
187,"","","24",""
188,"1,31,48,49,50","1","48,50",""
189,"1,49,68","1","49",""
190,"1,31,40,49","1","40",""
191,"66,68","1","66",""
192,"66,68","1","24","24"
193,"","","9,28",""
194,"13,42,49,55","2,1","19,23",""
195,"55","","35,60",""
196,"1,49,68","1","30,41,70",""
197,"","","25","25"
198,"55","","19,36",""
199,"13,42,49","2,1","13,42,59",""
200,"21","","9,21",""
201,"1,40,49,66,68","1","8,39,66",""
202,"","","51,56",""
203,"49,68","1","12,65",""
204,"62","3","62,64",""
205,"13,42,49","2,1","33,42,59",""
206,"1,48,49,50","1","46,48,50",""
207,"","","29,51",""
208,"","","26,27","26"
209,"","","27","27"
210,"42","2","65,67",""
211,"62","3","62,64",""
212,"3,55,62","3","3,47,64",""
213,"42,57","2","57,67",""
214,"1,49,68","1","34,70",""
215,"62","3","62,64",""
216,"69","","69",""
217,"","","29,52,65",""
218,"","","9,28,52","28"
219,"49,68","1","41,70",""
220,"","","29,65","29"
221,"","","35,38,45,46",""
222,"13,42,49,68","2,1","13,19",""
223,"49,68","1","12,22,30",""
224,"49,68","1","22",""
225,"14,49,68","1","14,20,58",""
226,"1,49,68","1","34,49,68",""
227,"","","7,10,44",""
228,"1,31,40,49,50,68","1","1,49,50",""
229,"43,57","3","43,57",""
230,"","","17,56",""
231,"14,49,66,68","1","14,20",""
232,"","","11,17",""
233,"42,49,68","2,1","30",""
234,"3,43,62","3","3,43,62",""
235,"49,68","1","30","30"
236,"","","45,46,60",""
237,"14,49,66,68","1","14,20",""
238,"","","7,10,44",""
239,"","","15,25,32",""
240,"3,42,62","2,3","3,47",""
241,"13,42,49,68","2,1","13,59",""
242,"1,49,68","1","34",""
243,"49,68","1","9,12,18",""
244,"1,31","1","26,27,54,61",""
245,"1,31,40,49","1","31","31"
246,"1,31","1","27,54,61",""
247,"55,69","","37,55,69",""
248,"","","4,60",""
249,"","","10,28",""
250,"21","","2,21,44",""
251,"1,40,49,66,68","1","8,39,66",""
252,"13,42,49","2,1","13,19,23",""
253,"","","24,25,32","32"
254,"","","25,32",""
255,"1,31,48","1","4,26,48,61",""
256,"1,31,40,49","1","31,40",""
257,"1,49,68","1","41,70",""
258,"13,42","2","33","33"
259,"","","26,27,54",""
260,"","","51,53,56",""
261,"49,68","1","18,58",""
262,"13,42,63","2","42,63",""
263,"68","1","5,20,58",""
264,"1,49,68","1","34,68","34"
265,"55","","35","35"
266,"55","","37,47",""
267,"1,40,49,66,68","1","39,66",""
268,"3,42,62,63","2,3","3,63",""
269,"1,40,49,66,68","1","8,39,66",""
270,"49,66,68","1","24,66",""
271,"1,40,49,66,68","1","8,49,68",""
272,"55","","36,55","36"
273,"13,42,49,68","2,1","41",""
274,"","","15,24,25,32",""
275,"55,62,69","3","37,69","37"
276,"13,42","2","13,42",""
277,"1,40,49,66,68","1","39,66",""
278,"","","2",""
279,"21","","9,21",""
280,"49","1","38","38"
281,"1,49,66,68","1","8,49,68",""
282,"13,42,55","2","19,23,36",""
283,"1,31,40,49","1","1,31,40",""
284,"1,31,40,49,68","1","1,49",""
285,"","","29,51,52",""
286,"1,40,49,66,68","1","39,40,66","39"
287,"1,31,40,49,66","1","40","40"
288,"62","3","62,64",""
289,"","","15,24,25,32",""
290,"","","2",""
291,"","","15,25,32",""
292,"21","","9,21,58",""
293,"1,31,40,49","1","1,31,40",""
294,"49,68","1","41","41"
295,"1,49,68","1","41,70",""
296,"43,62","3","43",""
297,"21","","7,10,21,44",""
298,"42,57","2","57",""
299,"55,69","","55,69",""
300,"","","53,56",""
301,"","","6,11",""
302,"55,62","3","37,47",""
303,"","","26,60",""
304,"21","","2,5,21,58",""
305,"55","","23,36",""
306,"1,31,40,49,66","1","40",""
307,"1,31,48,49,50","1","48,50",""
308,"13,42,63","2","42,63","42"
309,"43,62","3","43","43"
310,"","","29,51",""
311,"","","53,56",""
312,"","","6,11",""
313,"","","5,15,20",""
314,"","","2,44","44"
315,"","","52,65",""
316,"55","","19,35,36,38",""
317,"1,31","1","54,61",""
318,"","","35,45,46,60","45"
319,"49,68","1","22",""
320,"57","","53,57",""
321,"42","2","33,67",""
322,"","","5,15",""
323,"","","17",""
324,"3,42,55,62","2,3","3,47",""
325,"55,69","","55,69",""
326,"57","","29,57,67",""
327,"1,31,40,49,66,68","1","39,40",""
328,"49","1","12,65",""
329,"13,42,49,68","2,1","13",""
330,"1,49","1","46","46"
331,"1,31,40,49","1","1,31",""
332,"14,49,68","1","14,18,58",""
333,"3,13,42,62,63","2,3","3,63",""
334,"","","9,28",""
335,"3,42,55,62","2,3","3,23,37,47","47"
336,"1,31,48,49","1","4,48",""
337,"49","1","38",""
338,"1,49,68","1","41,70",""
339,"","","15,24,25,32",""
340,"43,62","3","43,62",""
341,"1,49,68","1","41,49",""
342,"1,49,68","1","34,49,68",""
343,"1,48,49","1","45,46,48",""
344,"1,31,48,49","1","48","48"
345,"1,31,49,50,68","1","50",""
346,"55","","35,36,55",""
347,"","","29,51",""
348,"68","1","18,58",""
349,"42","2","33,65",""
350,"1,49,68","1","34,41,49,70",""
351,"1,49,68","1","49","49"
352,"42,62,63","2,3","63",""
353,"62","3","62,64",""
354,"1,31,49,50,68","1","1,50","50"
355,"","","51","51"
356,"21","","2,21,44",""
357,"","","2,5",""
358,"","","53,56",""
359,"62","3","62,64",""
360,"","","29,52,65",""
361,"","","52","52"
362,"","","51,56",""
363,"55","","19,23,36",""
364,"13,42,49","2,1","13,42",""
365,"","","53,56",""
366,"1,31,40,49,50","1","1,50",""
367,"","","26,27,54",""
368,"","","11,17",""
369,"13,42,49","2,1","19,23",""
370,"49,68","1","9,18,58",""
371,"1,14,49,66,68","1","8,14,68",""
372,"1,31","1","4,26,54,61",""
373,"14,49,68","1","14,18,22",""
374,"","","2,5,58",""
375,"55","","19,36,38",""
376,"43,62","3","43",""
377,"","","6,11,17",""
378,"49,68","1","9,12,18,22",""
379,"","","26,27,54",""
380,"21","","9,21",""
381,"3,55,62","3","3,47,64",""
382,"3,13,42,63","2","3,42,63",""
383,"1,31,40,49,66","1","40",""
384,"1,40,49,66,68","1","39,40,66",""
385,"49,68","1","12,22",""
386,"21","","21,28,44",""
387,"","","16",""
388,"1,31","1","26,54,61",""
389,"1,40,49,66,68","1","39,66",""
390,"","","11,17",""
391,"13,42,49,68","2,1","33,59",""
392,"1,40,49,66,68","1","8",""
393,"1,49","1","38",""
394,"57","","53,57","53"
395,"21","","21,58",""
396,"","","6,7,16",""
397,"55","","35,45",""
398,"","","27,54",""
399,"","","4,26,60",""
400,"13,42,49","2,1","33,59",""
401,"","","45,60",""
402,"42","2","33,67",""
403,"","","16",""
404,"1,49,68","1","41,70",""
405,"1,31","1","27,54,61","54"
406,"3,42,43,62","2,3","3,43,62",""
407,"1,49,68","1","41",""
408,"1,49,68","1","49,68",""
409,"55,69","","55,69","55"
410,"","","56","56"
411,"","","11,17,56",""
412,"","","10,28,52",""
413,"42,57","2","57","57"
414,"55,69","","37,55,69",""
415,"55","","36,55",""
416,"1,49,68","1","34,70",""
417,"68","1","58","58"
418,"42,49,68","2,1","30,65",""
419,"13,42,49,68","2,1","59","59"
420,"","","51",""
421,"","","60","60"
422,"1,31,49","1","31,61","61"
423,"","","11,17,56",""
424,"55","","35,45",""
425,"42","2","67",""
426,"14,49,68","1","14,18,58",""
427,"62","3","62","62"
428,"","","29,51,53",""
429,"","","10,28",""
430,"1,40,49,66,68","1","39,66",""
431,"","","7,10,16,52",""
432,"1,31,48,49,50","1","48,50,61",""
433,"42,43,62,63","2,3","43,63","63"
434,"","","6,11",""
435,"69","","69",""
436,"1,14,49,68","1","14,68",""
437,"13,42","2","13,23",""
438,"1,49,50,68","1","50",""
439,"","","26,27,54",""
440,"1,31","1","31,61",""
441,"1,31,48,49","1","4,48",""
442,"62","3","62,64","64"
443,"","","15,20,24,25,32",""
444,"1,49,50,68","1","49,50",""
445,"1,40,49,66,68","1","39",""
446,"13,42,49,68","2,1","38",""
447,"13,42,49","2,1","33,42,59",""
448,"","","11",""
449,"","","38,45,46",""
450,"57","","53,57,67",""
451,"1,31,40,49","1","1,31,40",""
452,"1,48,49,50","1","46,48,50",""
453,"49","1","9,12,28",""
454,"","","2,5",""
455,"1,49,68","1","41,70",""
456,"14,49,68","1","14,18,22",""
457,"","","7,10,16",""
458,"3,42,62","2,3","3,23,47",""
459,"69","","69",""
460,"68","1","2,5,58",""
461,"14,49,68","1","14,18,22",""
462,"21","","9,21,28",""
463,"","","7,10,16",""
464,"","","2,5",""
465,"1,49","1","38",""
466,"42,43,57,62,63","2,3","43,57,63",""
467,"42","2","33,65,67",""
468,"","","27,54",""
469,"1,40,49,66,68","1","39,66",""
470,"42","2","65","65"
471,"1,49,68","1","34,49,68",""
472,"","","6,16",""
473,"","","24,32",""
474,"1,40,49,66,68","1","66","66"
475,"1,31,40,49","1","1,31,40",""
476,"","","53",""
477,"21","","7,21,44",""
478,"1,49,68","1","41,70",""
479,"55","","35,38",""
480,"","","56",""
481,"62","3","62",""
482,"1,31,49,50,68","1","49,50",""
483,"66","1","24",""
484,"42,57","2","57,67","67"
485,"","","5,15",""
486,"1,49,68","1","49,68","68"
487,"","","2,5",""
488,"1,31,49,50,68","1","50",""
489,"55","","35,36,55",""
490,"3,42,43,62,63","2,3","3,43,63",""
491,"55,69","","69","69"
492,"1,49,66,68","1","8",""
493,"","","6,44",""
494,"1,40,49,66,68","1","39,66",""
495,"1,48,49","1","4,46,48",""
496,"","","53,56",""
497,"68","1","5,15,20,24",""
498,"55,69","","69",""
499,"55","","36,55",""
500,"1,49,68","1","30,34,41,70","70"

