vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7,posterior_component_8,posterior_component_9,posterior_component_10,posterior_component_11,posterior_component_12,posterior_component_13,posterior_component_14
72,-0.7154308617234469,0.970520103503226,1,0.9999999999999882,0.9999999999999882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8146970816783458e-230,0.0,1.3479177273774396e-64,1.1730139007632489e-14,0.0,0.0
73,-0.7114228456913828,0.9869460991778208,1,0.9999999998948885,0.9999999998948885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6413746703597645e-227,0.0,1.4017911087473246e-63,1.0511137676594304e-10,0.0,0.0
74,-0.7074148296593187,0.9527269652179348,1,0.9999999999944458,0.9999999999944458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.653527404019175e-228,0.0,3.911717368903864e-85,5.554200513739747e-12,0.0,0.0
75,-0.7034068136272545,0.942465684886695,1,0.9999999999249045,0.9999999999249045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2636430258160926e-227,0.0,3.828350623777909e-97,7.50955111235243e-11,0.0,0.0
76,-0.6993987975951904,0.9454517004702224,1,0.9999999898772505,0.9999999898772505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245735400190543e-225,0.0,5.71260305237734e-103,1.0122749370225553e-08,0.0,0.0
77,-0.6953907815631263,0.9181704108536752,1,0.9999999942690467,0.9999999942690467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.920760947990624e-226,0.0,1.2139819193759812e-125,5.730953257796567e-09,0.0,0.0
78,-0.6913827655310621,0.9693505617075312,1,0.9994621508210562,0.9994621508210562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.341703903947826e-219,0.0,3.034711366046e-105,0.0005378491789438878,0.0,0.0
79,-0.687374749498998,0.9122501934398852,1,0.9999959524787685,0.9999959524787685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.163114096249343e-223,0.0,2.4136764134146265e-146,4.0475212314275494e-06,0.0,0.0
80,-0.6833667334669339,0.9302631306871008,1,0.9993365734325794,0.9993365734325794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.766190309732037e-219,0.0,3.718936932543648e-144,0.0006634265674204722,0.0,0.0
81,-0.6793587174348698,0.9072935224472992,1,0.9992112869578786,0.9992112869578786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4570515020500946e-219,0.0,5.451681233490506e-168,0.0007887130421213358,0.0,0.0
82,-0.6753507014028056,0.872314057234216,1,0.9994168289613723,0.9994168289613723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.722606910057948e-222,0.0,5.537534766293635e-202,0.0005831710386277652,0.0,0.0
83,-0.6713426853707415,0.8802205919209736,1,0.9899284756540077,0.9899284756540077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0259334552096375e-219,0.0,6.400918840553264e-207,0.010071524345992351,0.0,0.0
84,-0.6673346693386774,0.8837964174003063,1,0.9308390104598071,0.9308390104598071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.710440417370575e-217,0.0,4.477982684647716e-215,0.06916098954019287,0.0,0.0
85,-0.6633266533066133,0.851577290155641,1,0.8740730439628168,0.8740730439628168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5922430086047977e-219,0.0,4.184580101508213e-251,0.12592695603718324,0.0,0.0
86,-0.6593186372745492,0.8658885107546395,1,0.6122903838449735,0.6122903838449735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1194608349338134e-215,0.0,1.2256408405045042e-251,0.3877096161550265,0.0,0.0
87,-0.6553106212424851,0.848606319191655,12,0.6290892572175433,0.37091074278245667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8135300045499678e-216,0.0,4.924279148102624e-278,0.6290892572175433,0.0,0.0
88,-0.6513026052104209,0.8321788756503263,12,0.8397518762762858,0.16024812372371428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0472020868732664e-217,0.0,4.4068757029767456e-305,0.8397518762762858,0.0,0.0
89,-0.6472945891783568,0.7897159343136918,12,0.9871394278120504,0.012860572187949573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2924881418419634e-223,0.0,0.0,0.9871394278120504,0.0,0.0
90,-0.6432865731462927,0.7619140795168591,12,0.9991796487302228,0.0008203512697772355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6263369603305541e-227,0.0,0.0,0.9991796487302228,0.0,0.0
91,-0.6392785571142285,0.7553441674041292,12,0.9997798093630372,0.0002201906369628013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5612852424889812e-227,0.0,0.0,0.9997798093630372,0.0,0.0
92,-0.6352705410821644,0.7551589415947011,12,0.9998501213111286,0.0001498786888714158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95121671441947e-226,0.0,0.0,0.9998501213111286,0.0,0.0
93,-0.6312625250501003,0.7452916611576919,12,0.9999543503843493,4.564961565070629e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2477530570546312e-226,0.0,0.0,0.9999543503843493,0.0,0.0
94,-0.6272545090180361,0.6736205944489175,12,0.9999999986679468,1.3320532522464858e-09,1.0530165356993363e-305,0.0,0.0,0.0,0.0,0.0,0.0,1.9004147970124613e-243,0.0,0.0,0.9999999986679468,0.0,0.0
95,-0.623246492985972,0.699111131767603,12,0.9999999299632796,7.003672050066296e-08,1.95354e-319,0.0,0.0,0.0,0.0,0.0,0.0,6.0712298284671064e-235,0.0,0.0,0.9999999299632796,0.0,0.0
96,-0.6192384769539079,0.6842131055725298,12,0.9999999929529471,7.047053023423932e-09,4.579852082e-314,0.0,0.0,0.0,0.0,0.0,0.0,2.4671808800348e-237,0.0,0.0,0.9999999929529471,0.0,0.0
97,-0.6152304609218437,0.6568464688433173,12,0.9999999999505356,4.946448540018219e-11,4.4466817282642315e-303,0.0,0.0,0.0,0.0,0.0,0.0,1.1907342756111365e-243,0.0,0.0,0.9999999999505356,0.0,0.0
98,-0.6112224448897796,0.669148800804526,12,0.9999999984918354,1.5081645978051353e-09,6.1047375945401e-310,0.0,0.0,0.0,0.0,0.0,0.0,6.101392742423164e-238,0.0,0.0,0.9999999984918354,0.0,0.0
99,-0.6072144288577155,0.6322769286136266,12,0.9999999999992486,7.514842427599897e-13,6.596612664615809e-295,0.0,0.0,0.0,0.0,0.0,0.0,9.321047338431152e-248,0.0,0.0,0.9999999999992486,0.0,0.0
100,-0.6032064128256514,0.6301675560576884,12,0.9999999999986354,1.3645683807772923e-12,3.4819204997589563e-295,0.0,0.0,0.0,0.0,0.0,0.0,2.0040403633749085e-246,0.0,0.0,0.9999999999986354,0.0,0.0
101,-0.5991983967935872,0.5793838914125221,12,1.0,3.9773952281201745e-18,1.2064993701688448e-274,0.0,0.0,0.0,0.0,0.0,0.0,1.9128825030465308e-262,0.0,0.0,1.0,0.0,0.0
102,-0.5951903807615231,0.581821877127904,12,1.0,2.646686131204724e-17,7.432676311334945e-277,0.0,0.0,0.0,0.0,0.0,0.0,1.5473094911106925e-259,0.0,0.0,1.0,0.0,0.0
103,-0.591182364729459,0.5747858052781071,12,1.0,1.4556039543425135e-17,5.987203406337765e-275,0.0,0.0,0.0,0.0,0.0,0.0,4.7497187710120826e-260,0.0,0.0,1.0,0.0,0.0
104,-0.5871743486973948,0.5469867306923801,12,1.0,8.767299462434531e-21,1.420803107805915e-264,0.0,0.0,0.0,0.0,0.0,0.0,7.22824881141099e-269,0.0,0.0,1.0,0.0,0.0
105,-0.5831663326653307,0.4772481759262547,12,1.0,7.091116820381329e-31,1.0535808794654059e-237,0.0,0.0,0.0,0.0,0.0,0.0,2.0089547798160915e-296,0.0,0.0,1.0,0.0,0.0
106,-0.5791583166332666,0.4720391310817216,12,1.0,3.3439595566220646e-31,7.662274318563956e-237,0.0,0.0,0.0,0.0,0.0,0.0,7.094030780748094e-297,0.0,0.0,1.0,0.0,0.0
107,-0.5751503006012024,0.4479284398034294,12,1.0,1.0271333169831153e-34,1.34389540460995e-228,0.0,0.0,0.0,0.0,0.0,0.0,4.953318202568119e-306,0.0,0.0,1.0,0.0,0.0
108,-0.5711422845691383,0.4420474719005109,12,1.0,4.4916096261762667e-35,2.1886527238574202e-227,0.0,0.0,0.0,0.0,0.0,0.0,8.20241740777629e-307,0.0,0.0,1.0,0.0,0.0
109,-0.5671342685370742,0.423145978069095,12,1.0,8.213923952353659e-38,3.0342942396693405e-221,0.0,0.0,0.0,0.0,0.0,0.0,6.242954138e-314,0.0,0.0,1.0,0.0,0.0
110,-0.56312625250501,0.3695379440535644,12,1.0,1.2872545554650764e-47,1.5566488606478198e-202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,-0.5591182364729459,0.3643244741344033,12,1.0,5.61189748861427e-48,1.11490764873187e-201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,-0.5551102204408818,0.298990885610972,12,1.0,2.266180245374012e-61,1.3731031831068643e-179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
113,-0.5511022044088176,0.3444348351321115,12,1.0,1.779380288882634e-50,2.2673906882151866e-196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
114,-0.5470941883767535,0.2813548161028667,12,1.0,4.0798932692194685e-64,9.88258802244048e-176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,-0.5430861723446894,0.2685410244442338,12,1.0,2.2647343427976033e-66,2.2013146091355782e-172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,-0.5390781563126252,0.2368826078901666,12,1.0,2.168449946785824e-73,6.422584505486523e-163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
117,-0.5350701402805611,0.2414938624907189,12,1.0,2.9440377727824393e-71,3.2582902644640434e-165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118,-0.531062124248497,0.1371822815408601,12,1.0,2.4979959863749415e-98,2.2850375550683307e-133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,-0.5270541082164328,0.1688363196182988,12,1.0,7.34158544750087e-89,3.3488581425747894e-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,-0.5230460921843687,0.1421809882788543,12,1.0,1.7137095473610825e-95,4.922878786771486e-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121,-0.5190380761523046,0.1102619656909171,12,1.0,6.36247289698e-104,1.6305596938314722e-128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,-0.5150300601202404,0.12882087763095,12,1.0,2.6734663300875913e-97,1.391025625016608e-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,-0.5110220440881764,0.0514516122805589,12,1.0,3.451966079503694e-120,1.2798169369506883e-113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
