vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7
22,-0.7454545454545455,-0.5097918261215743,3,0.8942776588502918,0.05473120465726445,0.0,0.8942776588502918,0.0014838925592219254,0.04950724393322189,2.42029633e-316,8.197028517157896e-282
23,-0.7333333333333334,-0.3803587013459497,3,0.816699133726219,0.08644330552591908,0.0,0.816699133726219,0.009845448976980604,0.08701211177088124,3.647410967407005e-295,3.7132103039463117e-299
24,-0.7212121212121212,-0.6151657572498238,3,0.7747264775473786,0.013885560445200736,0.0,0.7747264775473786,0.0020547844716092235,0.2093331775358114,1.3e-322,7.631162776755671e-256
25,-0.7090909090909091,-0.4581024793362013,3,0.8902414584416348,0.056893481936935164,0.0,0.8902414584416348,0.0024103804629798872,0.050454679158450096,2.4669302494630714e-298,1.3520938062766084e-277
26,-0.696969696969697,-0.5347903094063944,3,0.8358266845610808,0.024689048496040863,0.0,0.8358266845610808,0.0028815133549422644,0.1366027535879361,1.962110634350902e-304,1.5444887697881794e-260
27,-0.6848484848484848,-0.3925046109632367,3,0.8779359967502932,0.07206687489202798,0.0,0.8779359967502932,0.004187433297419264,0.04580969506025956,1.1696962105738187e-282,4.849921799287825e-280
28,-0.6727272727272727,-0.3832546169013378,3,0.877209736083511,0.07072556505674693,0.0,0.877209736083511,0.004681380830242296,0.047383318029499695,6.259915337193642e-278,2.5574049089328123e-277
29,-0.6606060606060606,-0.3148365958215043,3,0.8556387493597358,0.09560613054141695,0.0,0.8556387493597358,0.008222295024018772,0.04053282507482851,6.339466676505202e-266,1.3078453435246409e-284
30,-0.6484848484848484,-0.3453596488904316,3,0.8682475435174406,0.0770402630238765,0.0,0.8682475435174406,0.006829408075140921,0.04788278538354194,3.387967543780663e-266,3.725196175173399e-275
31,-0.6363636363636364,-0.3328091440385146,3,0.8632618277332051,0.07743944174293647,0.0,0.8632618277332051,0.00818871734638009,0.051110013177478326,3.4786342512448763e-261,5.3691399278898246e-273
32,-0.6242424242424243,-0.1989123131437967,3,0.8042856050492102,0.13552585990977217,0.0,0.8042856050492102,0.024673937895327135,0.03551459714569049,7.45780697324912e-242,1.4407605605855304e-291
33,-0.6121212121212121,-0.1878686049670176,3,0.8029954878478286,0.14101379691888305,0.0,0.8029954878478286,0.024422275245246646,0.03156843998804174,2.486436685162054e-237,3.414404983651239e-289
34,-0.6,-0.1558881325777406,3,0.7844428047077687,0.15436060108894828,0.0,0.7844428047077687,0.031983405861663615,0.029213188341619387,2.021833690902028e-230,1.9909991190732698e-290
35,-0.5878787878787879,-0.1899095829968431,3,0.8093461297885365,0.1390191908974334,0.0,0.8093461297885365,0.021790283555210416,0.02984439575881973,4.1483959822805876e-231,2.7607502831715046e-280
36,-0.5757575757575757,-0.1972542380931665,3,0.8105276779011377,0.1306298729344916,0.0,0.8105276779011377,0.023394772740476397,0.03544767642389429,1.143335902197899e-228,9.855142077088519e-275
37,-0.5636363636363637,-0.136780925834389,3,0.775808985571942,0.16744616834835496,0.0,0.775808985571942,0.032049656261061224,0.024695189818641855,8.538497433810332e-219,6.757163198063631e-281
38,-0.5515151515151515,-0.0629373374248268,3,0.7179752168456071,0.206001097176206,0.0,0.7179752168456071,0.057127123830912556,0.01889656214727442,1.1617358653887493e-207,1.867311441905626e-289
39,-0.5393939393939393,-0.2529302548656265,3,0.6147049696110714,0.05314660372437912,0.0,0.6147049696110714,0.08290321188024603,0.2492452147843034,1.2027651331346284e-224,2.463992358105789e-252
40,-0.5272727272727273,-0.023016500115786,3,0.6788979862284492,0.23633795469941882,0.0,0.6788979862284492,0.06992399652858254,0.014840062543549446,1.951920803409765e-197,6.954479668285973e-288
41,-0.5151515151515151,-0.0055719753162464,3,0.658716805380861,0.25225604226151893,0.0,0.658716805380861,0.07578574950993626,0.01324140284768385,1.1090477694391613e-192,1.1427302677868298e-286
42,-0.503030303030303,-0.0010885335737479,3,0.6480368761728511,0.26278041970354304,0.0,0.6480368761728511,0.07636303059915135,0.012819673524454513,2.7231240668504856e-189,3.5444464719713227e-283
43,-0.4909090909090909,0.006236744432084,3,0.6319914129177656,0.2731531073170181,0.0,0.6319914129177656,0.08206638648589606,0.012789093279320214,1.2599939486720462e-185,3.4885686430549834e-280
44,-0.4787878787878787,-0.1628653084503506,3,0.33859210260361783,0.04418381998264908,0.0,0.33859210260361783,0.284120954146579,0.3331031232671541,4.483337093237285e-199,1.53611716796217e-246
45,-0.4666666666666667,0.0314784056186341,3,0.5831789149164713,0.29886055373806003,0.0,0.5831789149164713,0.10551741175115172,0.012443119594316857,2.4043449625471967e-177,4.533987897781396e-276
46,-0.4545454545454546,0.2340641877952806,4,0.48995912360350713,0.21745816595755313,0.0,0.28789147388086134,0.48995912360350713,0.00469123655807845,1.8204196847616437e-155,4.707037137096559e-308
47,-0.4424242424242424,0.1161836187969796,3,0.4824849643636055,0.3734286443967117,0.0,0.4824849643636055,0.13819287569874303,0.005893515540939869,8.597957071503185e-164,1.4822769770450038e-282
48,-0.4303030303030303,0.1148107522999619,3,0.4636185300152238,0.38045180149747304,0.0,0.4636185300152238,0.1493735193690544,0.006556149118248739,3.666488130077338e-161,4.957984643338672e-278
49,-0.4181818181818182,0.1649888592835726,1,0.4215896544909046,0.4215896544909046,0.0,0.40768365718638266,0.16677899153602743,0.003947696786685283,5.509080654221213e-154,9.837287020453608e-283
50,-0.406060606060606,0.2162606173690286,1,0.44862439943847193,0.44862439943847193,0.0,0.3519669242559959,0.19695100221237807,0.0024576740931540175,7.053875517135005e-147,1.111041998084761e-287
51,-0.3939393939393939,0.2648268316963693,1,0.4578972098118059,0.4578972098118059,0.0,0.2998558986608029,0.24062248082304227,0.001624410704348866,3.594560450849509e-140,3.4497845450840737e-292
52,-0.3818181818181818,0.218053223311001,1,0.4804457591925503,0.4804457591925503,0.0,0.309480660611201,0.20749326463362847,0.002580315562620297,1.4262319079635423e-141,1.832436573053673e-279
53,-0.3696969696969697,0.2945996287975552,1,0.5108663418227926,0.5108663418227926,0.0,0.25084438480510446,0.23718249669167202,0.0011067766804310304,9.103617710133197e-133,4.655307998322983e-289
54,-0.3575757575757575,0.4189805490693936,4,0.5440816296600066,0.31638104620737323,0.0,0.1390430671854261,0.5440816296600066,0.0004942569471941147,2.145760044057972e-120,1.3146362643735698e-307
55,-0.3454545454545454,0.3895909730455263,1,0.4907792006186539,0.4907792006186539,0.0,0.1722230160764745,0.336542265932307,0.00045551737256460775,1.885178622671281e-120,6.966711023302803e-298
56,-0.3333333333333333,0.5205573506018917,4,0.8141098035983212,0.1343139550007434,0.0,0.0513876478430232,0.8141098035983212,0.00018859355791224323,2.5557026758549823e-108,4.335584e-318
57,-0.3212121212121211,0.3050341289076203,1,0.5355236810709947,0.5355236810709947,0.0,0.16375361181697748,0.29946303856157414,0.0012596685504536473,3.433222257032376e-122,6.496686076838244e-274
58,-0.3090909090909091,0.5159133424183431,4,0.5457543449698741,0.36801408859792123,0.0,0.086095773607373,0.5457543449698741,0.00013579282483183757,2.1587417018646173e-104,1.7761586884939565e-308
59,-0.296969696969697,0.3428067148667984,1,0.5425330570971219,0.5425330570971219,0.0,0.11875094449884573,0.3378397441243425,0.0008762542796898935,1.212079996575229e-114,2.6895715934069883e-272
60,-0.2848484848484848,0.4585883220422674,1,0.6429533232041901,0.6429533232041901,0.0,0.09579080356493909,0.2611122895671191,0.00014358366375171762,2.8913835371938233e-104,2.643000809870473e-289
61,-0.2727272727272727,0.5131435768845025,1,0.6329918485765615,0.6329918485765615,0.0,0.07828332925397505,0.288649303115715,7.551905374838147e-05,2.1834175952951983e-98,3.7597830966287963e-295
62,-0.2606060606060606,0.4379257034355209,1,0.6309000566623998,0.6309000566623998,0.0,0.07172124699491012,0.2971598699698746,0.00021882637281556998,2.773023091305262e-101,5.300141132612519e-277
63,-0.2484848484848485,0.510067445228245,1,0.6930276554441652,0.6930276554441652,0.0,0.05931358395993194,0.24759060796185017,6.815263405269672e-05,1.8766004798029546e-94,4.269464398569975e-286
64,-0.2363636363636363,0.6001096154688746,1,0.6632421157665679,0.6632421157665679,0.0,0.04718398540682977,0.2895511198100602,2.2779016542029746e-05,1.0707302124363661e-86,1.2895511937805695e-298
65,-0.2242424242424242,0.4946934796501989,1,0.6373568495050929,0.6373568495050929,0.0,0.04089436687508532,0.3216383242012645,0.00011045941855733504,3.332781853899652e-91,9.064244693221418e-275
66,-0.2121212121212121,0.7093082525213874,1,0.521478936731461,0.521478936731461,0.0,0.029111365666029933,0.44940221415659465,7.483445914456214e-06,2.6425716158464417e-76,1.1422560380181e-310
67,-0.1999999999999999,0.4892322700218122,4,0.5218307559574801,0.45510030258769185,0.0,0.022873848084748745,0.5218307559574801,0.0001950933700794309,2.7314260024866575e-87,2.4585105297921424e-265
68,-0.1878787878787878,0.7794177396606949,4,0.5129169519414669,0.46784811221569866,0.0,0.019231853198553372,0.5129169519414669,3.0826442809946323e-06,7.232935708536486e-69,1.73002891e-315
69,-0.1757575757575757,0.7285909392688158,1,0.7432511176782143,0.7432511176782143,0.0,0.019552296793033847,0.2371935956610524,2.989867699547519e-06,4.5617107115492995e-70,1.3531036292196303e-301
70,-0.1636363636363637,0.6655492266210503,1,0.788248913102396,0.788248913102396,0.0,0.015671721186264465,0.1960732158145581,6.149896781441653e-06,1.0276483964555397e-71,1.6952204022851275e-285
71,-0.1515151515151515,0.6647562400707585,1,0.7729266800765374,0.7729266800765374,0.0,0.0125532343306413,0.21451327084636962,6.814746451656332e-06,6.366852345076858e-70,4.052919732899987e-281
72,-0.1393939393939394,0.6806498601888393,1,0.7730961118766863,0.7730961118766863,0.0,0.010072732218631713,0.21682567205631448,5.483848367455403e-06,2.592652191934908e-67,6.96542782008815e-280
73,-0.1272727272727273,0.7345908942339842,1,0.8269317409710409,0.8269317409710409,0.0,0.008289405235806275,0.16477695029749645,1.9034956563369984e-06,5.621735251071125e-63,7.517131148763197e-286
74,-0.1151515151515151,0.7658173007730636,1,0.8458296193668641,0.8458296193668641,0.0,0.006687005497802239,0.14748229790791742,1.077227416256855e-06,7.592071822784483e-60,1.5045267848618176e-287
75,-0.103030303030303,0.8943574936701605,1,0.8236496017263715,0.8236496017263715,0.0,0.006145059216079524,0.17020515643303735,1.8262451167350044e-07,1.9624242309888313e-52,8.167656680534133e-308
76,-0.0909090909090909,0.9756741462125847,1,0.6928087012758782,0.6928087012758782,0.0,0.0052921345935624114,0.301899070454848,9.36757113950442e-08,2.0310619543380642e-47,3.29344e-319
77,-0.0787878787878787,0.8583746360765632,1,0.8921713189143656,0.8921713189143656,0.0,0.0034486146543189346,0.1043798749047065,1.9152660897643666e-07,3.9675219443263685e-51,1.535501203742848e-292
78,-0.0666666666666666,0.7990163876275144,1,0.8040857787343683,0.8040857787343683,0.0,0.002491567725186344,0.19342179228083978,8.61259605614436e-07,7.042496488704736e-52,5.687723540531055e-277
79,-0.0545454545454545,0.8472510076581954,1,0.8667566382222703,0.8667566382222703,0.0,0.0020131738276175913,0.1312299045396901,2.8341042198672177e-07,1.6315467932296312e-48,5.663800146225017e-282
80,-0.0424242424242424,0.9005042523826123,1,0.9090381692373175,0.9090381692373175,0.0,0.0016170066640798413,0.08934473809198364,8.600661899057122e-08,3.9336275667003704e-45,5.531437882646798e-288
81,-0.0303030303030302,0.8569841709701974,1,0.8125198027492485,0.8125198027492485,0.0,0.0011670706383079686,0.186312780607856,3.4600458761685917e-07,4.372705151932931e-45,2.1690241881802517e-275
82,-0.0181818181818181,0.8693210514677733,1,0.7913241406547896,0.7913241406547896,0.0,0.0008848372591301639,0.20779070265072622,3.1943535400744985e-07,3.670431358204681e-43,1.5502469254100995e-273
83,-0.0060606060606061,1.15564896486863,1,0.8503187723648148,0.8503187723648148,0.0,0.0013080921707194094,0.14837313282727732,2.6371887010904024e-09,9.550378904206977e-33,0.0
84,0.0060606060606061,1.0363302941969126,1,0.9562587208391421,0.9562587208391421,0.0,0.0006169543805769474,0.043124319763504004,5.016776918325104e-09,1.5937699472007257e-35,2.0079380881507943e-297
85,0.018181818181818,0.9697129856692084,1,0.9055135173425903,0.9055135173425903,0.0,0.0004204672125744818,0.09406598471704687,3.0727788269772444e-08,4.832841948028075e-36,2.9099191320457894e-280
86,0.0303030303030302,1.1259343462346776,1,0.9682718953902626,0.9682718953902626,0.0,0.0004073759038605205,0.031320727832344866,8.735320442845524e-10,8.148380378091186e-31,1.7074720032877083e-306
87,0.0424242424242424,0.9905807948639374,1,0.877300572367478,0.877300572367478,0.0,0.00023625180996862595,0.12246314715614545,2.8666407876166315e-08,7.469201052711852e-33,7.204859635735325e-276
88,0.0545454545454544,1.0214099452612246,1,0.9053387948164816,0.9053387948164816,0.0,0.0001799413330264877,0.09448125026276309,1.358772879151876e-08,6.546909062884211e-31,1.1708696646312387e-277
89,0.0666666666666666,1.0690899412481938,1,0.947190369203639,0.947190369203639,0.0,0.000137535932753542,0.05267209131206292,3.5515445953101504e-09,8.984364734112312e-29,8.959114123817579e-283
90,0.0787878787878788,1.2899368200449604,1,0.9748424351828264,0.9748424351828264,0.0,0.00018894515657228965,0.024968619613417495,4.71837261166873e-11,2.1318159251269615e-23,5.6e-322
91,0.0909090909090908,1.1615877765559115,1,0.980023730580759,0.980023730580759,0.0,8.02124709390495e-05,0.01989605664678472,3.015172583166773e-10,5.381990895918738e-25,1.493965204730893e-292
92,0.103030303030303,1.0107240471084071,4,0.6318058832587821,0.3681657245746082,0.0,2.828683780712094e-05,0.6318058832587821,1.0532880245276037e-07,5.467682401953493e-26,7.402821779155936e-259
93,0.1151515151515152,1.327108304957078,1,0.9902333020813981,0.9902333020813981,0.0,6.637560561729598e-05,0.009700322303389065,9.595454144650748e-12,1.0703641515077929e-20,6.7357526e-317
94,0.1272727272727272,1.2300349454124655,1,0.987709474803913,0.987709474803913,0.0,3.219108612832025e-05,0.012258334050438063,5.952058294364604e-11,3.2697900016946528e-21,1.713908807290556e-293
95,0.1393939393939394,1.1308352383176064,1,0.8415566246478259,0.8415566246478259,0.0,2.0882234370598173e-05,0.15842248929296512,3.824838494020288e-09,5.60085903820609e-21,1.4225906638033325e-269
96,0.1515151515151516,1.2776956239932304,1,0.9915404941845267,0.9915404941845267,0.0,1.7221706789644894e-05,0.00844228409033435,1.834930521411482e-11,4.653615015774766e-19,1.4100039221043008e-294
97,0.1636363636363635,1.3689530390011193,1,0.9961629183120094,0.9961629183120094,0.0,1.5323736478058506e-05,0.0038217579497188173,1.7936818347854993e-12,1.1369662813312167e-17,1.326703907704844e-308
98,0.1757575757575757,1.383839084837789,1,0.9967938343631704,0.9967938343631704,0.0,1.0776398368938804e-05,0.0031953892373074197,1.1532188389670655e-12,5.828412747161996e-17,2.0530157232000886e-307
99,0.1878787878787879,1.5196307740907615,1,0.9962245262461381,0.9962245262461381,0.0,1.4872921997977275e-05,0.0037606008317306442,1.320165480727693e-13,1.2454040979399206e-15,0.0
100,0.1999999999999999,1.3317785709944054,1,0.991935617073673,0.991935617073673,0.0,4.4037360064701095e-06,0.008059979183498111,6.8213744286446036e-12,1.0846371778503001e-15,1.378970004649521e-288
101,0.2121212121212121,1.4279800338636222,1,0.9979633455508418,0.9979633455508418,0.0,3.6753922503643555e-06,0.00203297905656957,3.342258531015306e-13,4.120945169275398e-15,9.206155964964576e-304
102,0.2242424242424241,1.3925193061985746,1,0.9959348701132859,0.9959348701132859,0.0,2.2737768006645506e-06,0.00406285610868739,1.2056387083622697e-12,2.0456921445430138e-14,2.036987064418298e-292
103,0.2363636363636363,1.349351841192295,1,0.9815878104360474,0.9815878104360474,0.0,1.5376838446970327e-06,0.018410651868695366,1.1210305417193871e-11,2.021054403179874e-13,1.845569955942271e-279
104,0.2484848484848485,1.5678118867541735,1,0.9993230019533225,0.9993230019533225,0.0,1.832986575926271e-06,0.000675165060054912,9.50924315770508e-15,3.71692674405737e-14,1.5853e-319
105,0.2606060606060605,1.5582736867439226,1,0.9994172871679344,0.9994172871679344,0.0,1.092806594031466e-06,0.0005816200253816686,9.52838513152889e-15,8.034103983276221e-14,1.89097047817e-313
106,0.2727272727272727,1.5681488214304535,1,0.999500193796541,0.999500193796541,0.0,7.242712767805997e-07,0.0004990819320368997,6.772348508459915e-15,1.3851259242709598e-13,2.660922540373e-311
107,0.2848484848484849,1.6038401851576614,1,0.999648657773566,0.999648657773566,0.0,5.393399906910459e-07,0.0003508028863178691,2.5012202154053727e-15,1.2287904563113953e-13,2.052145051e-314
108,0.2969696969696969,1.53910156572432,1,0.9990380174540915,0.9990380174540915,0.0,2.749838338883605e-07,0.0009617075604594113,2.104475934850672e-14,1.594172681743354e-12,5.05857373801515e-297
109,0.3090909090909091,1.5377262111963628,1,0.9986284655982859,0.9986284655982859,0.0,1.818002253696639e-07,0.0013713525969087557,3.0283333653343485e-14,4.549620026471471e-12,1.5382399917157194e-292
110,0.3212121212121213,1.6454360321977914,1,0.999788417239422,0.999788417239422,0.0,1.6021132754044368e-07,0.00021142254908883303,6.859064686672397e-16,1.609278872024687e-13,1.8811184266984e-310
111,0.3333333333333332,1.7595635788595956,1,0.9999038177614789,0.9999038177614789,0.0,1.8780838689355558e-07,9.599443013082536e-05,3.930738626663331e-17,3.385942005610949e-15,0.0
112,0.3454545454545454,1.8195552617453747,1,0.9999175654755186,0.9999175654755186,0.0,1.7443653250133062e-07,8.226008794867173e-05,1.106112647236943e-17,3.193766611112434e-16,0.0
113,0.3575757575757576,1.77878613169611,1,0.9999457860192004,0.9999457860192004,0.0,7.42728542918135e-08,5.413970794417503e-05,1.50315611374652e-17,1.1459302161835539e-15,0.0
114,0.3696969696969696,1.741727893535387,1,0.999931652762045,0.999931652762045,0.0,3.620155969729308e-08,6.83110363887898e-05,3.650872215411928e-17,6.478661255880871e-15,1.1808511053e-313
115,0.3818181818181818,1.7852190779883583,1,0.9999599834333549,0.9999599834333549,0.0,2.732719080189518e-08,3.998923945364752e-05,9.491296292705782e-18,6.198709172304589e-16,1.656123e-318
116,0.393939393939394,1.7888062966248175,1,0.999961695786692,0.999961695786692,0.0,1.675389552431791e-08,3.8287459411961335e-05,8.343635950666923e-18,4.535722769234824e-16,4.20208249e-315
117,0.406060606060606,1.7300457449452578,1,0.9998353108072083,0.9998353108072083,0.0,8.389853642614134e-09,0.0001646808029143753,1.0288470642243274e-16,2.3522549552728172e-14,1.0577505564877593e-298
118,0.4181818181818182,1.83833542662048,1,0.9999796749964172,0.9999796749964172,0.0,7.736260188929002e-09,2.0317267322606124e-05,1.7088493261381307e-18,1.2976428310834724e-17,4.162089e-317
119,0.4303030303030304,1.7538199151989813,1,0.9998067226531507,0.9998067226531507,0.0,3.5593738667465245e-09,0.00019327378746855352,7.539598853869166e-17,6.774490565379142e-15,2.865448391097628e-295
120,0.4424242424242424,1.8749223067602416,1,0.9999870055295067,0.9999870055295067,0.0,3.2941934320848653e-09,1.2991176299870834e-05,5.31257370416569e-19,4.631089018242122e-19,1.8891187e-316
121,0.4545454545454546,2.0399793179386148,1,0.9999959404305911,0.9999959404305911,0.0,6.227645470525158e-09,4.053341763484613e-06,7.200460616813565e-21,1.0971945897321904e-24,0.0
122,0.4666666666666665,1.9991620711560008,1,0.9999971504353096,0.9999971504353096,0.0,2.390785856193493e-09,2.847173904549087e-06,1.07431814581903e-20,7.08871226850739e-24,0.0
123,0.4787878787878787,1.8837262228368352,1,0.999979134715277,0.999979134715277,0.0,7.393921490019642e-10,2.086454533091907e-05,6.7889566076962e-19,7.583444147487661e-20,8.443371739747556e-306
124,0.4909090909090909,1.9760238562467995,1,0.9999967914051925,0.9999967914051925,0.0,6.589802679936164e-10,3.207935827284752e-06,1.7921813060530147e-20,8.31467706385838e-24,4.125e-321
125,0.5030303030303029,1.939310501120227,1,0.9999910946760315,0.9999910946760315,0.0,3.2594815055396966e-10,8.904998020279739e-06,9.7476751049061e-20,1.4787868264072176e-22,3.43006051361098e-309
126,0.5151515151515151,2.0253019288488536,1,0.9999984203456117,0.9999984203456117,0.0,2.8685376045806806e-10,1.5793675345244612e-06,3.2880605028866497e-21,1.2376829700309917e-26,3e-323
127,0.5272727272727273,2.13783407986742,1,0.9999995714022641,0.9999995714022641,0.0,3.603434552386903e-10,4.2823739238966236e-07,9.888008097954901e-23,5.275178973947409e-32,0.0
128,0.5393939393939393,2.131028513852671,1,0.9999996426099809,0.9999996426099809,0.0,1.8288894391469267e-10,3.572071302168461e-07,9.172434069449553e-23,2.22652992223585e-32,0.0
129,0.5515151515151515,2.30176182948993,1,0.9999996393262263,0.9999996393262263,0.0,5.486227070646696e-10,3.601251510703267e-07,3.1025907657754353e-24,1.276806296702248e-40,0.0
130,0.5636363636363637,2.222670919473333,1,0.9999998703843876,0.9999998703843876,0.0,1.1431454699311031e-10,1.2950129789494535e-07,5.215326369594244e-24,4.5055897605530906e-38,0.0
131,0.5757575757575757,2.1678351820013666,1,0.9999998227864105,0.9999998227864105,0.0,3.849625581906206e-11,1.771750931621842e-07,2.0450621981886977e-23,3.798838054314127e-36,0.0
132,0.5878787878787879,2.2299295736882394,1,0.9999999249017145,0.9999999249017145,0.0,3.338247126703376e-11,7.506490303748417e-08,2.475536566047443e-24,4.350119501766963e-40,0.0
133,0.6000000000000001,2.1838045460653333,1,0.9999998513773569,0.9999998513773569,0.0,1.2787017768667293e-11,1.4860985600048475e-07,1.18685706730114e-23,2.313090123321387e-38,0.0
134,0.6121212121212121,2.1340420844755044,1,0.9999992460825795,0.9999992460825795,0.0,5.552165469599086e-12,7.539118683158512e-07,1.5599445471596993e-22,4.2872312681087315e-36,3.080558273e-313
135,0.6242424242424243,2.35294697474785,1,0.9999999835391371,0.9999999835391371,0.0,1.4380521952666695e-11,1.6446482329035248e-08,4.2313884072366555e-26,1.8061895569852065e-49,0.0
136,0.6363636363636365,2.3534465908818047,1,0.9999999880964208,0.9999999880964208,0.0,7.26110555685155e-12,1.1896318166988024e-08,2.939031205985592e-26,1.4925935976017844e-50,0.0
137,0.6484848484848484,2.27768535980218,1,0.9999999671575018,0.9999999671575018,0.0,2.0310333594151075e-12,3.284046709898493e-08,3.624064742763676e-25,6.094210964162002e-47,0.0
138,0.6606060606060606,2.343126980166628,1,0.9999999901368735,0.9999999901368735,0.0,1.7332437324261488e-12,9.86139329805165e-09,2.825734361270601e-26,5.9315263861645486e-52,0.0
139,0.6727272727272726,2.4447296804453296,1,0.9999999970233703,0.9999999970233703,0.0,2.2648630815051304e-12,2.974364820978513e-09,1.039899558580737e-27,2.151795128937355e-59,0.0
140,0.6848484848484848,2.4374050837934518,1,0.9999999976463391,0.9999999976463391,4.47753139e-315,1.0356000122432448e-12,2.3526253079223224e-09,9.258961963544638e-28,4.022504581160553e-60,0.0
141,0.696969696969697,2.276891293839418,1,0.9999998677778131,0.9999998677778131,2.5523773309266365e-285,1.812234776078706e-13,1.322220057560119e-07,1.3211468098921247e-24,4.74202713498067e-50,4.91428917e-315
142,0.709090909090909,2.437671419901004,1,0.9999999981444125,0.9999999981444125,4.8908434292082557e-281,2.60973525092281e-13,1.8553264713911735e-09,6.812005656618007e-28,1.9129405722652883e-62,0.0
143,0.7212121212121212,2.429013720385173,1,0.9999999976768302,0.9999999976768302,3.257106802800018e-264,1.242809140320873e-13,2.3230454977854294e-09,9.87364433023952e-28,6.130559852479454e-63,0.0
144,0.7333333333333334,2.555706722597761,1,0.99999999967224,0.99999999967224,7.337370142343375e-258,1.9802401442362045e-13,3.2756201590177026e-10,9.704559721997513e-30,2.8943334186623664e-73,0.0
145,0.7454545454545454,2.573392510011704,1,0.9999999997840661,0.9999999997840661,3.55875731938938e-244,1.144572376152044e-13,2.15819507674516e-10,4.262904780213465e-30,6.196563519002108e-76,0.0
