x	y_span_0.3
  3.532161	  -0.7167736271
  3.581910	  -0.7808242666
  3.631658	  -0.8436461291
  3.681407	  -0.8861898950
  3.731156	  -0.9263037321
  3.780905	  -0.9462268158
  3.830653	  -0.9629596329
  3.880402	  -0.9625920398
  3.930151	  -0.9589746916
  3.979899	  -0.9434141127
  4.029648	  -0.9252198230
  4.079397	  -0.9008462451
  4.129146	  -0.8748378629
  4.178894	  -0.8476111349
  4.228643	  -0.8197270558
  4.278392	  -0.7939275500
  4.328141	  -0.7681286583
  4.377889	  -0.7459791410
  4.427638	  -0.7241409152
  4.477387	  -0.7063386129
  4.527136	  -0.6890669932
  4.576884	  -0.6758451775
  4.626633	  -0.6636632765
  4.676382	  -0.6557770473
  4.726131	  -0.6499767756
  4.775879	  -0.6490685090
  4.825628	  -0.6517171755
  4.875377	  -0.6598332679
  4.925126	  -0.6728734072
  4.974874	  -0.6913289274
  5.024623	  -0.7151924144
  5.074372	  -0.7433177711
  5.124121	  -0.7757582220
  5.173869	  -0.8101553044
  5.223618	  -0.8459464677
  5.273367	  -0.8806852007
  5.323116	  -0.9124599652
  5.372864	  -0.9402460981
  5.422613	  -0.9602348624
  5.472362	  -0.9741553874
  5.522111	  -0.9761669039
  5.571859	  -0.9713620269
  5.621608	  -0.9522311503
  5.671357	  -0.9268677321
  5.721106	  -0.8868296392
  5.770854	  -0.8420494190
  5.820603	  -0.7839786908
  5.870352	  -0.7229316556
  5.920101	  -0.6508822174
  5.969849	  -0.5773352108
  6.019598	  -0.4951005054
  6.069347	  -0.4122641031
  6.119095	  -0.3226154787
  6.168844	  -0.2326919841
  6.218593	  -0.1375808079
  6.268342	  -0.0421697691
  6.318090	   0.0563231506
  6.367839	   0.1552487388
  6.417588	   0.2538214062
  6.467337	   0.3529399865
  6.517085	   0.4465271963
  6.566834	   0.5407811503
  6.616583	   0.6229962367
  6.666332	   0.7061146605
  6.716080	   0.7706280775
  6.765829	   0.8364591444
  6.815578	   0.8787928698
  6.865327	   0.9229552186
  6.915075	   0.9419331251
  6.964824	   0.9631184742
  7.014573	   0.9613269975
  7.064322	   0.9617053344
  7.114070	   0.9447366823
  7.163819	   0.9292807485
  7.213568	   0.9040588782
  7.263317	   0.8790542565
  7.313065	   0.8519353812
  7.362814	   0.8232755543
  7.412563	   0.7986874363
  7.462312	   0.7706210486
  7.512060	   0.7507268586
  7.561809	   0.7254980216
  7.611558	   0.7108750200
  7.661307	   0.6892808200
  7.711055	   0.6801277850
  7.760804	   0.6626001752
  7.810553	   0.6597566238
  7.860302	   0.6473484313
  7.910050	   0.6525318519
  7.959799	   0.6472519350
  8.009548	   0.6623355735
  8.059296	   0.6666056371
  8.109045	   0.6922672818
  8.158794	   0.7077115860
  8.208543	   0.7421369694
  8.258291	   0.7682633781
  8.308040	   0.8066127521
  8.357789	   0.8400370171
  8.407538	   0.8750627445
  8.457286	   0.9097203031
  8.507035	   0.9311460583
  8.556784	   0.9402571117
  8.606533	   0.9381739296
  8.656281	   0.9271305634
  8.706030	   0.9088775114
  8.755779	   0.8845159491
  8.805528	   0.8546949916
  8.855276	   0.8197832979
  8.905025	   0.7799768255
  8.954774	   0.7353652746
  9.004523	   0.6859668713
  9.054271	   0.6317573913
  9.104020	   0.5726808869
  9.153769	   0.5086666896
  9.203518	   0.4396325497
  9.253266	   0.3654955394
  9.303015	   0.2861731548
  9.352764	   0.2015892331
  9.402513	   0.1116749690
  9.452261	   0.0163706492
  9.502010	  -0.0843726515
  9.551759	  -0.1905942553
  9.601508	  -0.3023212261
  9.651256	  -0.4195712412
  9.701005	  -0.5423494086
  9.750754	  -0.6706520357
  9.800503	  -0.8044646156
  9.850251	  -0.9437658959
  9.900000	  -1.0885302071
