row,ensembles,super_ensembles,low_confidence_ensembles,seed_of
140,"12,33,45,54","1","33,45",""
141,"2,16,32,35","2,8,5","16,35",""
142,"1,21,54,58","1","21,58",""
143,"1,12,21,54","1","1,54",""
144,"13,43","","13,43",""
145,"13,61","","13,61",""
146,"26,56,60","9","26,60",""
147,"16,23,39","8","23,39","23"
148,"40,41,47,49","11","41,49",""
149,"1,21,54","1","21",""
150,"15,34","7","15,34",""
151,"6,10,28,37","10","10,37",""
152,"19,24,27,56","9","19,24","24"
153,"38","","38",""
154,"2,9,20,32","2,5","20,32",""
155,"38,40,47","11","38,40",""
156,"6,9,20,28,32","5,10","28",""
157,"14,18,53,55","6,4","14,55",""
158,"15,34","7","15,34",""
159,"2,6,9,20,32","2,5","9",""
160,"2,16,35","2,8","16,35",""
161,"15,17,34,53","7,6","17,53",""
162,"24,25","","25","25"
163,"40,41,47","11","41,47",""
164,"2,16,32,35","2,8,5","16,35",""
165,"1,12,21,54","1","54",""
166,"2,16,32,35","2,8,5","35",""
167,"2,16,32,35","2,8,5","16,35",""
168,"6,9,20,28,32,37","5,10","37",""
169,"4,22","3","4,22",""
170,"36","","36",""
171,"2,20,32","2,5","2,32",""
172,"18,26,56","4,9","26","26"
173,"25,61","","25,61",""
174,"11,29,48","","11,29,48",""
175,"14,15,53","6,7","14,53",""
176,"18,53,55,57","4,6","55,57",""
177,"1,12,33,54","1","12,33",""
178,"40,47","11","40",""
179,"19,27,56","9","19,27",""
180,"18,26,56","4,9","26",""
181,"15,34","7","15,34",""
182,"18,30,52,55,57","4","30,55,57",""
183,"10,28,37","10","10,37",""
184,"2,6,9,20,32","2,5","20",""
185,"38,40","","38,40",""
186,"1,12,21,54","1","54",""
187,"2,16,35","2,8","16,35",""
188,"10,13,43","","10,13,43",""
189,"2,6,9,20,28,32","2,5,10","6,28",""
190,"19,27,56","9","27","27"
191,"1,21,54,58","1","21,58",""
192,"6,9,20,28,32","5,10","28","28"
193,"8,41,47,49","11","8,49",""
194,"3,23","","3,23",""
195,"19,27,44,56","9","27,56",""
196,"19,24,27","9","24",""
197,"15,34","7","34",""
198,"1,21,54,58","1","21,58",""
199,"2,20,32","2,5","2",""
200,"29,31","","29,31","29"
201,"2,16,35,39","2,8","16,39",""
202,"7,18,26,30,52","4","7,26,30,52",""
203,"24,25","","25",""
204,"18,52,57","4","18,57",""
205,"1,12,33,54","1","12,33",""
206,"18,30,52,57","4","18,30,52,57","30"
207,"40,41,47","11","41,47",""
208,"18,52,57","4","18,57",""
209,"11,29,31","","11,29,31",""
210,"1,21,31,54,58","1","31,58","31"
211,"2,20,32","2,5","2,32","32"
212,"15,17,34,53","7,6","17,53",""
213,"40,41,47","11","40,47",""
214,"4,22","3","4,22",""
215,"7,18,30,52","4","7,30,52",""
216,"3,51","","3,51",""
217,"1,12,33,54","1","12,33","33"
218,"16,23,39","8","23,39",""
219,"4,51,62","3","51,62",""
220,"14,18,53,55","6,4","14,55",""
221,"27,44,56","9","44,56",""
222,"2,20,32","2,5","2,32",""
223,"15,34","7","34","34"
224,"2,16,32,35","2,8,5","35","35"
225,"40,41,47","11","41,47",""
226,"1,21,54","1","1,21",""
227,"2,16,35,39","2,8","16,39",""
228,"36","","36","36"
229,"15,17,34,53","7,6","15,17,53",""
230,"27,44,56","9","44,56",""
231,"1,21,54","1","1,21",""
232,"6,28,37","10","37","37"
233,"19,24,27,56","9","19,24",""
234,"15,17,34,53","7,6","17,53",""
235,"18,30,52,57","4","18,30,52,57",""
236,"2,20,32","2,5","20,32",""
237,"27,44,56","9","44",""
238,"2,6,9,20,28,32","2,5,10","6,28",""
239,"2,6,9,20,28,32","2,5,10","6,9",""
240,"5,8,42,59","","5,8,42,59",""
241,"5,42,59","","5,42,59",""
242,"2,6,9,20,32","2,5","20",""
243,"1,21,54","1","1,21",""
244,"38,40","","38","38"
245,"19,24,27,56","9","19",""
246,"38,40,47","11","38,40",""
247,"10,28,37","10","10,37",""
248,"2,6,9,20,28,32","2,5,10","9",""
249,"15,34","7","15,34",""
250,"2,20,32,35","2,5","2",""
251,"40,41,47","11","41,47",""
252,"2,6,9,20,28,32","2,5,10","6,9",""
253,"7,18,26,52","4","7,26",""
254,"15,34","7","34",""
255,"2,16,35,39","2,8","39","39"
256,"1,21,29,31,54,58","1","29,31,58",""
257,"14,18,53,55","6,4","14,55",""
258,"1,12,33,45,54","1","33,45",""
259,"10,43","","10,43",""
260,"3,23","","3,23",""
261,"40,47","11","40","40"
262,"11,29,48","","11,29,48",""
263,"1,21,54","1","1,21",""
264,"24,25","","25",""
265,"15,17,34,53","7,6","17,53",""
266,"1,21,54","1","1,21",""
267,"44,56,60","9","60",""
268,"40,41,47","11","41,47",""
269,"2,6,9,20,32","2,5","9,20",""
270,"40,41,47","11","41,47","41"
271,"14,15,17,53","6,7","14,17,53",""
272,"27,44,56","9","44,56",""
273,"25,61","","25,61",""
274,"26,56,60","9","26,60",""
275,"13,43,61","","13,43,61",""
276,"15,34","7","15,34",""
277,"19,24,27,56","9","19,24",""
278,"14,53","6","14,53",""
279,"2,9,20,32","2,5","20,32",""
280,"5,42","","5,42",""
281,"2,6,9,20,32","2,5","20",""
282,"42","","42","42"
283,"6,10,28,37","10","10,37",""
284,"2,32,35","2,5","35",""
285,"43","","43","43"
286,"38","","38",""
287,"1,12,33,45,54","1","33,45",""
288,"2,20,32,35","2,5","2",""
289,"15,17,34,53","7,6","15,17",""
290,"4,62","3","4,62",""
291,"16,23,39","8","23,39",""
292,"19,24,27,56","9","19,24",""
293,"10,28,37,43","10","10,37,43",""
294,"1,21,31,54,58","1","31,58",""
295,"3,23","","3,23",""
296,"1,12,54","1","12",""
297,"15,17,34","7","15,17,34",""
298,"5,42,59","","5,42,59",""
299,"4,22,51,62","3","4,22,51,62",""
300,"38,40","","38,40",""
301,"1,12,54","1","12",""
302,"27,44,56","9","44","44"
303,"1,12,33,45,54","1","12,33,45",""
304,"41,47,49","11","49",""
305,"2,16,32,35","2,8,5","35",""
306,"38","","38",""
307,"8,41,47,49","11","8,49",""
308,"44,50,56,60","9","50,60",""
309,"27,44,56","9","44,56",""
310,"14,18,53,55","6,4","14,55",""
311,"7,18,26,30,52","4","7,26,30,52",""
312,"24,25","","25",""
313,"40,41,47","11","40,47",""
314,"27,44,50,56","9","44,50",""
315,"7,18,26,52","4","7,26",""
316,"44,50,56,60","9","50,60",""
317,"2,20,32","2,5","2,32",""
318,"1,12,21,54","1","12,54",""
319,"7,18,26,52","4","7,26",""
320,"19,24,27,56","9","19,27",""
321,"15,34","7","15,34",""
322,"36,46","","36,46",""
323,"1,12,54","1","12",""
324,"1,12,33,54","1","12,33",""
325,"44,50,56","9","44,50",""
326,"12,33,45,54","1","33,45","45"
327,"40,41,47","11","41,47",""
328,"15,34","7","34",""
329,"38,40","","38,40",""
330,"7,18,26","4","7,26",""
331,"4,22,62","3","4,22,62",""
332,"7,18,26,52","4","7,26",""
333,"2,6,9,20,28,32","2,5,10","6,9",""
334,"18,53,55,57","4,6","55,57",""
335,"14,15,53","6,7","14,53",""
336,"38","","38",""
337,"41,47,49","11","49",""
338,"1,12,21,54","1","1,54",""
339,"25,61","","25,61",""
340,"18,30,52,55,57","4","18,30,55,57",""
341,"2,16,32,35","2,8,5","16,35",""
342,"10,28,37,43","10","10,37,43",""
343,"12,45,54","1","45",""
344,"44,50,56,60","9","50,60",""
345,"15,17,34","7","15,17,34",""
346,"1,21,54","1","1,21",""
347,"2,20,32","2,5","2",""
348,"8,41,47,49","11","8,49",""
349,"2,6,9,20,28,32","2,5,10","6,28",""
350,"2,20,32","2,5","2,32",""
351,"36,46","","36,46","46"
352,"2,16,35,39","2,8","16,39",""
353,"11,29,31","","11,29,31",""
354,"2,9,20,32","2,5","20,32",""
355,"6,9,20,28,37","5,10","37",""
356,"38","","38",""
357,"27,44,56","9","56",""
358,"19,24,27,56","9","19,24",""
359,"4,22,48,51,62","3","22,48,51,62",""
360,"40,41,47","11","40,47","47"
361,"19,27,44,56","9","27,56",""
362,"15,17,34,53","7,6","15,17",""
363,"1,12,21,54","1","12,54",""
364,"1,29,31","1","29,31",""
365,"12,45,54","1","45",""
366,"6,9,20,28,32,37","5,10","28,37",""
367,"36,46","","36,46",""
368,"4,11,48","3","11,48","48"
369,"19,24,27,56","9","24",""
370,"2,6,9,20,28,32","2,5,10","6,28",""
371,"3,4,51","3","3,51",""
372,"16,23,39","8","23,39",""
373,"2,6,9,20,28,32","2,5,10","6,28",""
374,"38","","38",""
375,"41,47,49","11","41,49","49"
376,"18,30,52,55,57","4","18,30,52,55,57",""
377,"41,47,49","11","41,49",""
378,"19,24,27,56","9","24",""
379,"14,53","6","14,53",""
380,"1,21,54","1","1,21",""
381,"4,22,62","3","4,22,62",""
382,"6,9,20,28,32","5,10","28",""
383,"18,52,57","4","18,57",""
384,"15,17,34,53","7,6","17,53",""
385,"19,27,56","9","19,27",""
386,"8,41,47,49","11","8,49",""
387,"25,61","","25,61",""
388,"3,23,39","8","3,23,39",""
389,"2,16,32,35","2,8,5","35",""
390,"40,41,47","11","40,47",""
391,"12,33,45,54","1","33,45",""
392,"44,50,56","9","44,50","50"
393,"2,16,35","2,8","16,35",""
394,"1,21,31,54,58","1","31,58",""
395,"3,4,51","3","3,51","51"
396,"7,18,52","4","7,52","52"
397,"19,27,44,56","9","27,56",""
398,"1,21,54,58","1","21,58",""
399,"5,8,42,46,59","","5,8,42,46,59",""
400,"1,12,21,54","1","1,54",""
401,"14,53","6","14,53",""
402,"6,9,20,28,37","5,10","37",""
403,"2,6,9,20,32","2,5","9,20",""
404,"10,28,37","10","10,37",""
405,"4,22,62","3","4,22,62",""
406,"44,50,56,60","9","50,60",""
407,"2,9,20,32","2,5","20,32",""
408,"5,8,46,59","","5,8,46,59",""
409,"5,42,59","","5,42,59",""
410,"2,6,9,20,32","2,5","9,20",""
411,"15,17,34,53","7,6","17,53","53"
412,"1,21,31,54,58","1","31,58",""
413,"18,30,52","4","18,30,52",""
414,"27,44,56","9","44,56",""
415,"1,12,21,54","1","54","54"
416,"38,40,47","11","38,40",""
417,"5,8,41","11","5,8",""
418,"19,24,27,56","9","19,27",""
419,"1,12,33,54","1","12,33",""
420,"4,62","3","4,62",""
421,"2,20,32","2,5","2,32",""
422,"19,24,27,56","9","19",""
423,"5,8,59","","5,8,59",""
424,"3,23","","3,23",""
425,"2,20,32,35","2,5","2",""
426,"2,6,9,20,28,32","2,5,10","9",""
427,"56,60","9","60",""
428,"12,36,45","1","36,45",""
429,"44,50,56,60","9","50,60",""
430,"19,24,27","9","24",""
431,"2,6,9,20,28,32","2,5,10","6,28",""
432,"19,24,27,56","9","24",""
433,"3,23","","3,23",""
434,"36,42,46,59","","36,42,46,59",""
435,"25,61","","25,61",""
436,"2,9,20,32","2,5","20,32",""
437,"13,43","","13,43",""
438,"11,29,48","","11,29,48",""
439,"14,18,53,55","6,4","14,55","55"
440,"6,28,37","10","37",""
441,"8,41,47,49","11","8,49",""
442,"2,16,35,39","2,8","16,35,39",""
443,"27,44,56","9","27,56","56"
444,"44,50,56,60","9","44,50,60",""
445,"2,20,32","2,5","2",""
446,"18,52,57","4","18,57",""
447,"1,21,54","1","1,21",""
448,"3,16,23,39","8","3,23,39",""
449,"18,52,55,57","4","55,57","57"
450,"18,52,57","4","18,57",""
451,"24,25","","25",""
452,"7,18,30,52","4","7,30,52",""
453,"8,41,47","11","8",""
454,"18,30,52","4","18,30,52",""
455,"1,29,31,58","1","29,31,58",""
456,"12,36,45,54","1","36,45",""
457,"1,12,21,54","1","54",""
458,"3,16,23,39","8","3,23,39",""
459,"1,12,21,54","1","1,54",""
460,"1,21,29,31,54,58","1","29,31,58",""
461,"5,42,46,59","","5,42,46,59",""
462,"1,21,54,58","1","58","58"
463,"6,9,20,28,32","5,10","28",""
464,"2,16,35,39","2,8","16,39",""
465,"11,29,48","","11,29,48",""
466,"19,27,44,56","9","27,56",""
467,"18,30,52,55,57","4","18,30,55,57",""
468,"27,44,56","9","27,56",""
469,"11,29,31","","11,29,31",""
470,"19,27,56","9","27,56",""
471,"36,46,59","","36,46,59",""
472,"5,42,46,59","","5,42,46,59","59"
473,"4,11,48","3","11,48",""
474,"44,56,60","9","60","60"
475,"1,12,21,54","1","54",""
476,"40,41,47","11","41,47",""
477,"5,42,46,59","","5,42,46,59",""
478,"18,52","4","52",""
479,"10,13,43","","10,13,43",""
480,"1,12,21,54","1","1,54",""
481,"2,6,9,20,28,32","2,5,10","6,28",""
482,"2,6,9,20,32","2,5","20",""
483,"25,61","","25,61","61"
484,"1,12,21,54","1","12,54",""
485,"7,18,30,52","4","7,30,52",""
486,"1,21,31,54,58","1","31,58",""
487,"19,24,25,27","9","25",""
488,"38,40","","38",""
489,"4,62","3","4,62","62"
490,"4,11,22,48","3","11,22,48",""
491,"2,6,9,20,28,32","2,5,10","9",""
492,"40,41,47,49","11","41,49",""
493,"27,44,50,56","9","44,50",""
494,"1,12,54","1","12",""
495,"24,25","","25",""
496,"44,50,56,60","9","50,60",""
497,"2,6,9,20,28,32","2,5,10","6,28",""
498,"19,27,56","9","27",""
499,"13,61","","13,61",""
500,"4,11,22,48","3","11,22,48",""

