vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7,posterior_component_8
51,-0.3939393939393939,-0.0789365830590309,7,0.7007497265000158,0.010741969518206523,3.5789523570674835e-93,3.4496721441979534e-09,0.28237844148385133,0.0,0.0061298590482542405,0.7007497265000158,8.143390469516071e-56
52,-0.3818181818181818,0.4103992713129905,4,0.7404453476124793,3.689907284962489e-06,1.4437217522099243e-82,2.9398293277115075e-09,0.7404453476124793,0.0,0.07499324078592877,0.18455771875447774,8.980832616594344e-62
53,-0.3696969696969697,0.1566410161713527,4,0.49101384997674535,0.00036209770402544154,1.9078501639811764e-85,9.33171031537569e-09,0.49101384997674535,0.0,0.06440332406213707,0.44422071892538184,5.945603135262556e-57
54,-0.3575757575757575,0.3225365009326363,4,0.6206979918442657,2.0478237536060435e-05,6.018945507899213e-81,1.106321029967464e-08,0.6206979918442657,0.0,0.1267391334442017,0.2525423854107863,2.3421387721325793e-58
55,-0.3454545454545454,0.007475733130707,7,0.546717245086146,0.004860533556468074,7.216941892905344e-85,1.846505611447222e-08,0.4401648379811417,0.0,0.008257364911187956,0.546717245086146,8.857159134629462e-53
56,-0.3333333333333333,0.184945442582038,4,0.563462287075468,0.0002867561583703297,3.785695184975712e-80,3.2859933078193125e-08,0.563462287075468,0.0,0.06303789481986309,0.37321302908636556,2.955850963226626e-54
57,-0.3212121212121211,0.5087933337147588,4,0.7318817040732226,6.040721179662265e-07,2.6976941868792136e-73,2.6674271268936784e-08,0.7318817040732226,0.0,0.15900317453535692,0.10911449064503115,3.7294532325450995e-58
58,-0.3090909090909091,0.8992724729872438,4,0.9859990361342865,9.22646412099081e-11,6.040480975931591e-66,4.154829781967908e-09,0.9859990361342865,0.0,0.0028617883416722834,0.011139171276946755,1.3753550749606631e-63
59,-0.296969696969697,0.0108173931825436,4,0.5745717129476148,0.007186992426442525,2.1209503504676903e-78,6.607908822644302e-08,0.5745717129476148,0.0,0.0021097497742706252,0.41613147877258383,8.943810179806086e-49
60,-0.2848484848484848,0.3900814712451451,4,0.6507101712283898,7.6169523598493095e-06,9.778459214965059e-71,1.4107763637954593e-07,0.6507101712283898,0.0,0.19156329273443165,0.1577187780071823,2.5348184831253785e-53
61,-0.2727272727272727,0.5370015741741546,4,0.6449540457337857,3.629732085166888e-07,4.463489865441399e-67,1.5806589928494896e-07,0.6449540457337857,0.0,0.2737147386894552,0.08133069453765124,1.2028745003316858e-54
62,-0.2606060606060606,0.355567848140022,4,0.6961679197123424,1.8155975041266946e-05,2.5298221777727508e-68,3.3087997167876854e-07,0.6961679197123424,0.0,0.13676610530601682,0.16704748812662784,8.086961146971887e-51
63,-0.2484848484848485,0.6729347004291277,4,0.6532014932846847,1.976259929921542e-08,2.604940509491212e-62,2.7613837928694134e-07,0.6532014932846847,0.0,0.3045224011927286,0.042275809621608075,7.149568064511257e-55
64,-0.2363636363636363,0.3539261931406647,4,0.747664160691125,2.2357803014939685e-05,1.8458874463091377e-65,6.91617803735678e-07,0.747664160691125,0.0,0.10037393039892789,0.15193885948912847,7.40582794541208e-49
65,-0.2242424242424242,0.5822846835584797,4,0.5767121297303416,1.511682317845633e-07,6.827665455152456e-61,7.766575877637384e-07,0.5767121297303416,0.0,0.36957489050670217,0.05371205193713672,1.5377357047138003e-51
66,-0.2121212121212121,0.4713431948579037,4,0.6937504166012743,2.0937311647592625e-06,5.21227870797831e-61,1.4039067832670836e-06,0.6937504166012743,0.0,0.21860914629799078,0.08763693946278672,8.63110354555205e-49
67,-0.1999999999999999,0.8438862165909546,4,0.6012665649448291,3.993609831422366e-10,1.0106900715179188e-54,1.1092856143527888e-06,0.6012665649448291,0.0,0.3815784274121801,0.017153897958015536,7.083255713785892e-54
68,-0.1878787878787878,0.4889695236353031,4,0.7272648622070461,1.68816283499106e-06,4.790480577487744e-58,2.9100028575159538e-06,0.7272648622070461,0.0,0.19823777897448894,0.07449276065277255,3.4391605149688983e-47
69,-0.1757575757575757,0.5781100892275453,4,0.6118668497647437,2.2043338560773187e-07,1.3550576662402904e-55,3.8632034654297785e-06,0.6118668497647437,0.0,0.34173741306167704,0.046391653536728285,1.014499661951917e-47
70,-0.1636363636363637,0.8618650802267036,6,0.5686074774116324,2.1638514328658606e-10,7.457590877023194e-51,3.416922828133068e-06,0.42008090992751274,0.0,0.5686074774116324,0.011308195521641617,1.6246897530101658e-51
71,-0.1515151515151515,0.4913619651511243,4,0.8241671429873636,2.138171944381886e-06,4.9438315344023966e-54,7.884210554110413e-06,0.8241671429873636,0.0,0.1135702011893907,0.062252633440747364,1.8142826957028337e-44
72,-0.1393939393939394,0.7349621325648357,6,0.5765017431908795,4.986541377253345e-09,5.916770999548826e-50,8.743952710406509e-06,0.4069486959647041,0.0,0.5765017431908795,0.016540811905164564,1.1997945131105982e-47
73,-0.1272727272727273,0.380947676717225,4,0.9336121485785865,2.583773543317393e-05,6.861485908514421e-53,8.107301470822934e-06,0.9336121485785865,0.0,0.007490884114024324,0.058863022270485205,4.818842592935753e-41
74,-0.1151515151515151,0.5521102779711549,4,0.8396261266411963,7.018738121983124e-07,1.8466490460202062e-49,2.1457091527152697e-05,0.8396261266411963,0.0,0.11884939166911088,0.041502322724353426,9.559595838146338e-43
75,-0.103030303030303,0.8703656491175547,6,0.738435460404923,1.456487031837282e-10,5.980177080638952e-45,1.908075026499287e-05,0.2555009403413801,0.0,0.738435460404923,0.006044518357783279,2.303787279251318e-47
76,-0.0909090909090909,0.6200423162745716,4,0.7923390652027931,1.6733808736039847e-07,3.1817529155214287e-46,4.397012889466892e-05,0.7923390652027931,0.0,0.1787762117896576,0.028840585540567253,4.3991375212911107e-42
77,-0.0787878787878787,0.7335096560594841,4,0.5274944603338189,8.962726338281648e-09,6.941455006422946e-44,5.97152392989726e-05,0.5274944603338189,0.0,0.4574652003551546,0.014980615109001293,3.766874934781817e-43
78,-0.0666666666666666,0.9652839470762542,6,0.8328432629170902,1.050696478393361e-11,1.0942848845892267e-40,4.340618747071299e-05,0.16449053296754806,0.0,0.8328432629170902,0.0026227979173841396,1.6796872329814582e-46
79,-0.0545454545454545,0.7750718626797048,4,0.49649862360827735,3.5811672053761135e-09,3.6639905359831234e-41,0.00011474887014107469,0.49649862360827735,0.0,0.49238428755574626,0.01100233638466799,3.846728364745667e-42
80,-0.0424242424242424,1.0797199297947866,6,0.8927865678811436,3.9373367190381877e-13,1.5433826251680077e-37,6.876669212751281e-05,0.1060144701705132,0.0,0.8927865678811436,0.0011301952558218345,6.994964878586925e-47
81,-0.0303030303030302,0.9825264968911523,6,0.8602579212838719,6.8539340974587505e-12,2.4271252664495806e-37,0.00011511972574183527,0.13779452862507938,0.0,0.8602579212838719,0.001832430358452894,2.4876768378278554e-44
82,-0.0181818181818181,1.0507729860212642,6,0.904123290926235,8.591565245448554e-13,8.77578693377194e-36,0.00013162731786636598,0.09472002208889958,0.0,0.904123290926235,0.0010250596661399416,8.833431682617847e-45
83,-0.0060606060606061,1.2360719076264943,6,0.9377897386566995,3.964612110960994e-15,3.137516366370667e-33,0.00015595376659019927,0.06167354402165761,0.0,0.9377897386566995,0.0003807635550486124,3.0324214011972883e-47
84,0.0060606060606061,1.0760858246440252,6,0.9210067826685631,4.140402595353591e-13,1.3455779534927776e-33,0.00023655161736771212,0.078032760634659,0.0,0.9210067826685631,0.0007239050789961883,1.200909012987798e-43
85,0.018181818181818,1.344133094457505,6,0.9529889321841032,1.5890887749294596e-16,1.7057128824917435e-30,0.00029568443211263045,0.04651691449848405,0.0,0.9529889321841032,0.00019846888530012277,1.3959693611335584e-47
86,0.0303030303030302,1.2428585172136253,6,0.9658119771576249,2.199212352890637e-15,1.5281356358984999e-30,0.00031250126443594636,0.03367918003332412,0.0,0.9658119771576249,0.00019634154461284608,3.5476512078000724e-45
87,0.0424242424242424,0.9801579988815936,6,0.7543477475070239,1.8633364332889168e-11,4.8117947133908115e-31,0.0011773805742087973,0.24247470929799375,0.0,0.7543477475070239,0.0020001626021400355,3.034421460875633e-39
88,0.0545454545454544,1.367720524095163,6,0.9784508071809245,4.4590621835685785e-17,6.5940467131402945e-28,0.0005332327416965251,0.02093232606937403,0.0,0.9784508071809245,8.36340080048197e-05,6.3882595961902696e-46
89,0.0666666666666666,1.1861065375139224,6,0.9624089987571057,1.400582178315872e-14,3.2781863731730683e-28,0.0008521792207438613,0.03652919342448943,0.0,0.9624089987571057,0.00020962859764689346,7.683370483929756e-42
90,0.0787878787878788,1.078639815843657,6,0.8712798171820426,9.163619809856319e-13,1.1763570079595616e-27,0.002237658395332709,0.12575223126817908,0.0,0.8712798171820426,0.0007302931535292836,8.331308239944245e-39
91,0.0909090909090908,1.2374953208823585,6,0.9736224504232811,2.6480128569509537e-15,3.3650141830377553e-26,0.0013551787220862745,0.02490483023938319,0.0,0.9736224504232811,0.00011754061524672956,2.4825848516260616e-41
92,0.103030303030303,1.4285259709386586,6,0.9902598045436659,4.008904507402107e-18,1.957346055859728e-24,0.0012748970451413781,0.00843794817557848,0.0,0.9902598045436659,2.7350235614206314e-05,2.9122307539211246e-44
93,0.1151515151515152,1.3213120491514747,6,0.9853340954476014,1.4630354292800537e-16,3.490047599528686e-24,0.0018926563736728808,0.01272532947142146,0.0,0.9853340954476014,4.7918707304086514e-05,1.6114677864353016e-41
94,0.1272727272727272,1.619024021055734,6,0.9912612507686671,9.605500980137846e-21,8.585484529566528e-22,0.0029123272226214128,0.005815143641033634,0.0,0.9912612507686671,1.1278367677599802e-05,3.034951290010997e-46
95,0.1393939393939394,1.4960939903676431,6,0.993318312601261,3.2838332446256143e-19,6.436422519353587e-22,0.002473034648144155,0.0041976285704540175,0.0,0.993318312601261,1.1024180140793004e-05,1.7298372448817374e-43
96,0.1515151515151516,1.4076623097107357,6,0.9902646779597704,7.177467852092303e-18,1.5358567521543143e-21,0.0035574619523541687,0.006160185328257853,0.0,0.9902646779597704,1.7674759617567256e-05,4.321995608207222e-41
97,0.1636363636363635,1.1220591107244955,6,0.6339644313591757,1.2075761925546885e-12,6.089985262897798e-21,0.03040481987098882,0.33479540075703657,0.0,0.6339644313591757,0.0008353480115915629,4.954633709385811e-34
98,0.1757575757575757,1.3155686487131273,6,0.9687602642422976,3.813710053400793e-16,4.264700148230159e-20,0.011136986890546326,0.020051713623917024,0.0,0.9687602642422976,5.103524323871311e-05,1.2073335349088068e-37
99,0.1878787878787879,1.3900904037077462,6,0.9814141321383024,2.023965917098733e-17,2.779998506504578e-19,0.01012060441332112,0.008445592224560199,0.0,0.9814141321383024,1.9671223816205365e-05,1.499297578184108e-38
100,0.1999999999999999,1.539326300243549,6,0.9903399919793033,5.838097260436978e-20,2.172301748670181e-18,0.007727204529141362,0.0019288882684629974,0.0,0.9903399919793033,3.915223092308393e-06,5.28458166537737e-41
101,0.2121212121212121,1.5517090324968628,6,0.9885271528513896,3.742909244007996e-20,1.0340325021951827e-17,0.009790906241186323,0.0016787485969109157,0.0,0.9885271528513896,3.1923105131504977e-06,1.3746427412511595e-40
102,0.2242424242424241,1.4823929305285055,6,0.9791567543658604,6.962099207926496e-19,4.5112377656469567e-17,0.01725892277246395,0.003577874883788204,0.0,0.9791567543658604,6.447977887444002e-06,2.0276697905880205e-38
103,0.2363636363636363,1.496797255802707,6,0.9743210312128769,4.4579188469084315e-19,2.200524808451779e-16,0.0223877101822568,0.003285817866064801,0.0,0.9743210312128769,5.440738801239241e-06,4.934461369983792e-38
104,0.2484848484848485,1.641061075984911,6,0.9818333138483624,1.2413931924894266e-21,9.255291245037858e-16,0.017454216622300577,0.0007113870481536753,0.0,0.9818333138483624,1.0824811824902073e-06,1.7928326336716561e-40
105,0.2606060606060605,1.3494948760861238,6,0.7893866837049355,7.126342314302657e-16,1.4490393093983947e-14,0.1490395333266185,0.06150540677797662,0.0,0.7893866837049355,6.837619045407128e-05,4.423016685546633e-33
106,0.2727272727272727,1.8845577093045167,6,0.9699152902435823,1.2604351442438499e-25,2.481560446659927e-14,0.029914521418673262,0.0001699995497919933,0.0,0.9699152902435823,1.887879278142194e-07,4.78187620005418e-44
107,0.2848484848484849,1.1602635926642757,4,0.7959617200311878,1.9408702797855195e-12,3.626540727465854e-13,0.18608229451316285,0.7959617200311878,0.0,0.01759682569947888,0.00035915975386696333,7.905521349049509e-28
108,0.2969696969696969,1.8850212903738,6,0.9618716598680488,8.700079568868248e-26,1.6509494126063035e-13,0.038026457151423484,0.0001017731319961512,0.0,0.9618716598680488,1.0984836645106083e-07,5.603523364259791e-43
109,0.3090909090909091,1.6091447124967857,6,0.9102011992817948,9.607438817300085e-21,9.889296854502983e-13,0.08838260026884467,0.001414789691477629,0.0,0.9102011992817948,1.4107568938699879e-06,1.842635332890206e-36
110,0.3212121212121213,1.8429402052785613,6,0.9484970175814197,3.78091051784896e-25,1.1290587753880658e-12,0.051410071529229204,9.281510917187415e-05,0.0,0.9484970175814197,9.577905018220922e-08,5.125108789936553e-41
111,0.3333333333333332,1.739434753525189,6,0.9163992338484156,3.434495597593938e-23,5.1235206306095664e-12,0.08333449412837411,0.00026602338747740416,0.0,0.9163992338484156,2.4863060941407355e-07,3.63739724928761e-38
112,0.3454545454545454,1.7601159730912512,6,0.8989244519107208,1.5364384746660516e-23,1.4115357377422426e-11,0.10086028747849418,0.00021507313898368814,0.0,0.8989244519107208,1.874576859361631e-07,5.17295857514661e-38
113,0.3575757575757576,1.8260024103568195,6,0.8967041408576051,8.70307399853312e-25,2.6158150328563146e-11,0.10319884100707695,9.693598203106021e-05,0.0,0.8967041408576051,8.212712873862903e-08,6.790532224532704e-39
114,0.3696969696969696,1.901204797211495,6,0.8916930786899997,3.29481830327028e-26,4.268732176744885e-11,0.10826537167903007,4.151530484205893e-05,0.0,0.8916930786899997,3.428344076613371e-08,5.607826450735277e-40
115,0.3818181818181818,1.6978701983189155,6,0.6699674999228422,5.371118106912831e-22,8.428797322810631e-10,0.3292094278467283,0.0008226036610270589,0.0,0.6699674999228422,4.6772652287770984e-07,1.1690880110538678e-34
116,0.393939393939394,1.9948386139840355,6,0.8578208469291374,5.635454116499539e-28,1.2765844187757152e-10,0.14216441772669147,1.4723998256182656e-05,0.0,0.8578208469291374,1.1218256556615976e-08,6.520456217484234e-41
117,0.406060606060606,1.5952270874054553,3,0.787146847791251,1.1974822598289819e-19,2.7076761207372487e-08,0.787146847791251,0.006510786249658509,0.0,0.20634030471222162,2.034170107849187e-06,5.305309589483686e-31
118,0.4181818181818182,1.8352975216984115,6,0.6567977465580881,1.1179674872613904e-24,3.3578516437399923e-09,0.34308648834094946,0.00011570075426345852,0.0,0.6567977465580881,6.098884749116769e-08,3.753875112332602e-36
119,0.4303030303030304,2.0278000454605163,6,0.7700012476118616,1.2996842330238895e-28,8.37115592594901e-10,0.22999037979075648,8.366368406700992e-06,0.0,0.7700012476118616,5.391859587341722e-09,4.648209265405858e-40
120,0.4424242424242424,2.0838520007716625,6,0.7461742765669985,1.0131940677352398e-29,9.198906658898818e-10,0.25382144027689124,4.27951949424497e-06,2.8e-322,0.7461742765669985,2.716725326444836e-09,8.554900993468867e-41
121,0.4545454545454546,2.0012486787431896,6,0.6512448306764852,5.043501372253399e-28,4.3884443799977185e-09,0.3487440992668186,1.1059840108342209e-05,7.324645474174493e-307,0.6512448306764852,5.828143563830009e-09,2.1022348731470998e-38
122,0.4666666666666665,1.854654845742186,3,0.6706232736734332,7.881129228698814e-25,7.458903922581782e-08,0.6706232736734332,0.00011421702010334819,1.5405862947217434e-289,0.32926239707567406,3.764175014936115e-08,2.1716327757639024e-34
123,0.4787878787878787,2.1369173132494983,6,0.6305656450845208,8.472972269760611e-31,2.5082048565748323e-09,0.36943250874279954,1.8426533655577285e-06,1.313875008578493e-286,0.6305656450845208,1.0111092236340138e-09,1.6375478302127591e-40
124,0.4909090909090909,1.8479449339944312,3,0.8365106984647921,1.3976581533312054e-24,3.390615833679366e-07,0.8365106984647921,0.00013982650742978942,2.7667138618131434e-265,0.16334910273674647,3.3229448347019e-08,3.351073218446425e-33
125,0.5030303030303029,2.356342420810388,6,0.5152415286430587,3.122068729047682e-35,4.118894095916226e-10,0.48475828922721287,1.816097661402932e-07,7.605559338172594e-270,0.5152415286430587,1.0807296553032252e-10,1.89808112494329e-44
126,0.5151515151515151,2.0133688508030976,3,0.7091794773035373,4.359562361849443e-28,7.269590869097038e-08,0.7091794773035373,9.806363758067812e-06,1.1781184145219669e-247,0.2908106406108969,3.025899174701398e-09,3.737952640113495e-36
127,0.5272727272727273,1.7466203157042626,3,0.9886587385149592,3.0509573248588757e-22,1.2273346296135316e-05,0.9886587385149592,0.0009237332095195057,4.2833090311538147e-228,0.010405175087973822,7.984125145542893e-08,2.393624886679734e-29
