Orthogroup	Gene1	Species1	Gene2	Species2
cluster_2977	AT1G10490.1	A.thaliana	CARHR010630.1	C.hirsuta
cluster_7818	AT1G10520.1	A.thaliana	CARHR010660.1	C.hirsuta
cluster_3960	AT1G10700.1	A.thaliana	CARHR010880.1	C.hirsuta
cluster_10192	AT1G11480.1	A.thaliana	CARHR011750.1	C.hirsuta
cluster_7819	AT1G11720.2	A.thaliana	CARHR012030.1	C.hirsuta
cluster_204	AT1G11960.1	A.thaliana	CARHR012310.1	C.hirsuta
cluster_2979	AT1G12560.1	A.thaliana	CARHR012840.1	C.hirsuta
cluster_3464	AT1G12740.2	A.thaliana	CARHR013030.1	C.hirsuta
cluster_10198	AT1G14310.1	A.thaliana	CARHR014730.1	C.hirsuta
cluster_3962	AT1G14340.1	A.thaliana	CARHR014770.1	C.hirsuta
cluster_2336	AT1G14690.1	A.thaliana	CARHR015220.1	C.hirsuta
cluster_1980	AT1G14810.1	A.thaliana	CARHR015340.1	C.hirsuta
cluster_10199	AT1G15330.1	A.thaliana	CARHR015860.1	C.hirsuta
cluster_1548	AT1G15930.2	A.thaliana	CARHR016440.1	C.hirsuta
cluster_3467	AT1G16190.1	A.thaliana	CARHR016670.1	C.hirsuta
cluster_2981	AT1G16380.1	A.thaliana	CARHR016840.1	C.hirsuta
cluster_105	AT1G16760.1	A.thaliana	CARHR017220.1	C.hirsuta
cluster_7825	AT1G16800.1	A.thaliana	CARHR017260.1	C.hirsuta
cluster_7827	AT1G17160.1	A.thaliana	CARHR017740.1	C.hirsuta
cluster_2604	AT1G17790.1	A.thaliana	CARHR018400.1	C.hirsuta
cluster_2137	AT1G17880.1	A.thaliana	CARHR018490.1	C.hirsuta
cluster_5836	AT1G18030.1	A.thaliana	CARHR018620.1	C.hirsuta
cluster_5114	AT1G18580.1	A.thaliana	CARHR019200.1	C.hirsuta
cluster_530	AT1G18940.1	A.thaliana	CARHR019570.1	C.hirsuta
cluster_128	AT1G19230.2	A.thaliana	CARHR019830.1	C.hirsuta
cluster_4834	AT1G19250.1	A.thaliana	CARHR019850.1	C.hirsuta
cluster_1072	AT1G19490.1	A.thaliana	CARHR020060.1	C.hirsuta
cluster_900	AT1G19580.1	A.thaliana	CARHR020130.1	C.hirsuta
cluster_7828	AT1G19870.1	A.thaliana	CARHR020370.1	C.hirsuta
cluster_1292	AT1G19950.1	A.thaliana	CARHR020430.1	C.hirsuta
cluster_1418	AT1G20080.1	A.thaliana	CARHR020560.1	C.hirsuta
cluster_7829	AT1G20110.1	A.thaliana	CARHR020600.1	C.hirsuta
cluster_1694	AT1G20550.1	A.thaliana	CARHR021020.1	C.hirsuta
cluster_7831	AT1G21090.1	A.thaliana	CARHR021560.1	C.hirsuta
cluster_10204	AT1G21350.3	A.thaliana	CARHR021740.1	C.hirsuta
cluster_485	AT1G21400.1	A.thaliana	CARHR021790.1	C.hirsuta
cluster_10205	AT1G21430.1	A.thaliana	CARHR021810.1	C.hirsuta
cluster_5115	AT1G21650.3	A.thaliana	CARHR022000.1	C.hirsuta
cluster_6485	AT1G21830.1	A.thaliana	CARHR022190.1	C.hirsuta
cluster_958	AT1G21890.1	A.thaliana	CARHR022240.1	C.hirsuta
cluster_1838	AT1G22100.1	A.thaliana	CARHR022450.1	C.hirsuta
cluster_1695	AT1G22150.1	A.thaliana	CARHR022500.1	C.hirsuta
cluster_10207	AT1G23180.1	A.thaliana	CARHR023620.1	C.hirsuta
cluster_1983	AT1G23450.1	A.thaliana	CARHR023880.1	C.hirsuta
cluster_3968	AT1G23790.1	A.thaliana	CARHR024210.1	C.hirsuta
cluster_154	AT1G24070.1	A.thaliana	CARHR024360.1	C.hirsuta
cluster_67	AT1G26480.1	A.thaliana	CARHR025480.1	C.hirsuta
cluster_798	AT1G26440.3	A.thaliana	CARHR025520.1	C.hirsuta
cluster_1297	AT1G26100.1	A.thaliana	CARHR025830.1	C.hirsuta
cluster_10208	AT1G25500.2	A.thaliana	CARHR025960.1	C.hirsuta
cluster_182	AT1G24570.1	A.thaliana	CARHR026520.1	C.hirsuta
cluster_6490	AT1G29940.1	A.thaliana	CARHR029500.1	C.hirsuta
cluster_7837	AT1G30520.1	A.thaliana	CARHR029940.1	C.hirsuta
cluster_18	AT1G30640.1	A.thaliana	CARHR030120.1	C.hirsuta
cluster_213	AT1G30900.1	A.thaliana	CARHR030390.1	C.hirsuta
cluster_50	AT1G31740.1	A.thaliana	CARHR031040.1	C.hirsuta
cluster_696	AT1G32350.1	A.thaliana	CARHR031720.1	C.hirsuta
cluster_1144	AT1G32450.1	A.thaliana	CARHR031900.1	C.hirsuta
cluster_2985	AT1G32750.1	A.thaliana	CARHR032130.1	C.hirsuta
cluster_68	AT1G32770.1	A.thaliana	CARHR032150.1	C.hirsuta
cluster_1698	AT1G33260.1	A.thaliana	CARHR032620.1	C.hirsuta
cluster_164	AT1G33430.2	A.thaliana	CARHR032880.1	C.hirsuta
cluster_10213	AT1G34160.1	A.thaliana	CARHR033680.1	C.hirsuta
cluster_293	AT1G14650.1	A.thaliana	CARHR015140.1	C.hirsuta
cluster_7841	AT1G34270.1	A.thaliana	CARHR033760.1	C.hirsuta
cluster_10218	AT1G34770.1	A.thaliana	CARHR034040.1	C.hirsuta
cluster_10220	AT1G36980.1	A.thaliana	CARHR034780.1	C.hirsuta
cluster_10221	AT1G43245.1	A.thaliana	CARHR035370.1	C.hirsuta
cluster_2144	AT1G44318.1	A.thaliana	CARHR035900.1	C.hirsuta
cluster_2988	AT1G45233.2	A.thaliana	CARHR036370.1	C.hirsuta
cluster_10222	AT1G47271.1	A.thaliana	CARHR036830.1	C.hirsuta
cluster_7843	AT3G61350.1	A.thaliana	CARHR171680.1	C.hirsuta
cluster_5422	AT1G47990.1	A.thaliana	CARHR037620.1	C.hirsuta
cluster_4841	AT1G48140.1	A.thaliana	CARHR037780.1	C.hirsuta
cluster_2146	AT1G48175.1	A.thaliana	CARHR290860.1	C.hirsuta
cluster_2147	AT1G48230.1	A.thaliana	CARHR037860.1	C.hirsuta
cluster_5842	AT1G48910.1	A.thaliana	CARHR038900.1	C.hirsuta
cluster_7846	AT1G49180.1	A.thaliana	CARHR039180.1	C.hirsuta
cluster_42	AT1G49270.1	A.thaliana	CARHR039260.1	C.hirsuta
cluster_7849	AT1G49405.1	A.thaliana	CARHR039410.1	C.hirsuta
cluster_10226	AT1G49975.1	A.thaliana	CARHR040010.1	C.hirsuta
cluster_1427	AT1G50570.1	A.thaliana	CARHR040550.1	C.hirsuta
cluster_746	AT1G50590.1	A.thaliana	CARHR040620.1	C.hirsuta
cluster_5844	AT1G51340.2	A.thaliana	CARHR041410.1	C.hirsuta
cluster_10230	AT1G51965.1	A.thaliana	CARHR042130.1	C.hirsuta
cluster_399	AT1G52150.2	A.thaliana	CARHR042280.1	C.hirsuta
cluster_2349	AT1G52750.1	A.thaliana	CARHR042910.1	C.hirsuta
cluster_3479	AT1G53345.1	A.thaliana	CARHR043570.1	C.hirsuta
cluster_161	AT1G53840.1	A.thaliana	CARHR044170.1	C.hirsuta
cluster_10231	AT1G53920.1	A.thaliana	CARHR044230.1	C.hirsuta
cluster_2991	AT1G55140.1	A.thaliana	CARHR044740.1	C.hirsuta
cluster_10232	AT1G55250.1	A.thaliana	CARHR044900.1	C.hirsuta
cluster_3978	AT1G55325.2	A.thaliana	CARHR044980.1	C.hirsuta
cluster_7853	AT1G55870.1	A.thaliana	CARHR045570.1	C.hirsuta
cluster_1699	AT1G55960.1	A.thaliana	CARHR045700.1	C.hirsuta
cluster_1845	AT1G54870.1	A.thaliana	CARHR056040.1	C.hirsuta
cluster_2616	AT1G64710.1	A.thaliana	CARHR046190.1	C.hirsuta
cluster_2353	AT1G64480.1	A.thaliana	CARHR046460.1	C.hirsuta
cluster_1989	AT1G64200.1	A.thaliana	CARHR046730.1	C.hirsuta
cluster_10237	AT1G63850.1	A.thaliana	CARHR047320.1	C.hirsuta
cluster_10238	AT1G63680.1	A.thaliana	CARHR047660.1	C.hirsuta
cluster_2995	AT1G63470.1	A.thaliana	CARHR047890.1	C.hirsuta
cluster_10239	AT1G63410.1	A.thaliana	CARHR047940.1	C.hirsuta
cluster_5120	AT5G26110.1	A.thaliana	CARHR187390.1	C.hirsuta
cluster_5849	AT1G63220.1	A.thaliana	CARHR048260.1	C.hirsuta
cluster_748	AT1G62710.1	A.thaliana	CARHR049130.1	C.hirsuta
cluster_749	AT1G61560.1	A.thaliana	CARHR050850.1	C.hirsuta
cluster_6	AT1G61110.1	A.thaliana	CARHR051650.1	C.hirsuta
cluster_1555	AT1G61100.1	A.thaliana	CARHR051670.1	C.hirsuta
cluster_1556	AT1G60960.1	A.thaliana	CARHR051990.1	C.hirsuta
cluster_10241	AT1G60060.1	A.thaliana	CARHR052890.1	C.hirsuta
cluster_2617	AT1G60050.1	A.thaliana	CARHR052900.1	C.hirsuta
cluster_5851	AT1G64790.2	A.thaliana	CARHR056150.1	C.hirsuta
cluster_3484	AT1G65040.2	A.thaliana	CARHR056530.1	C.hirsuta
cluster_534	AT1G65060.1	A.thaliana	CARHR056540.1	C.hirsuta
cluster_6507	AT1G65450.1	A.thaliana	CARHR057110.1	C.hirsuta
cluster_2996	AT5G51280.1	A.thaliana	CARHR073980.1	C.hirsuta
cluster_6509	AT1G67310.1	A.thaliana	CARHR059790.1	C.hirsuta
cluster_1306	AT1G67530.1	A.thaliana	CARHR060100.1	C.hirsuta
cluster_3989	AT1G67690.1	A.thaliana	CARHR060280.1	C.hirsuta
cluster_10249	AT1G68090.1	A.thaliana	CARHR060760.1	C.hirsuta
cluster_3486	AT1G68230.2	A.thaliana	CARHR060920.1	C.hirsuta
cluster_10251	AT1G68800.1	A.thaliana	CARHR061630.1	C.hirsuta
cluster_10252	AT1G68830.1	A.thaliana	CARHR061670.1	C.hirsuta
cluster_4469	AT1G69220.1	A.thaliana	CARHR062100.1	C.hirsuta
cluster_7862	AT1G69325.1	A.thaliana	CARHR062210.1	C.hirsuta
cluster_638	AT1G69840.1	A.thaliana	CARHR062920.1	C.hirsuta
cluster_10254	AT1G71340.1	A.thaliana	CARHR064620.1	C.hirsuta
cluster_1991	AT1G71690.1	A.thaliana	CARHR291140.1	C.hirsuta
cluster_7866	AT1G71950.1	A.thaliana	CARHR064760.1	C.hirsuta
cluster_3487	AT1G72160.1	A.thaliana	CARHR065010.1	C.hirsuta
cluster_7867	AT1G72250.2	A.thaliana	CARHR065110.1	C.hirsuta
cluster_7869	AT1G72390.1	A.thaliana	CARHR065290.1	C.hirsuta
cluster_12834	AT1G72440.1	A.thaliana	CARHR065370.1	C.hirsuta
cluster_146	AT1G72700.1	A.thaliana	CARHR065620.1	C.hirsuta
cluster_2153	AT1G72810.1	A.thaliana	CARHR065720.1	C.hirsuta
cluster_10255	AT1G73140.1	A.thaliana	CARHR066110.1	C.hirsuta
cluster_2604	AT1G73150.1	A.thaliana	CARHR066120.1	C.hirsuta
cluster_3489	AT1G73160.1	A.thaliana	CARHR066130.1	C.hirsuta
cluster_1307	AT1G73170.1	A.thaliana	CARHR066160.1	C.hirsuta
cluster_358	AT1G73370.1	A.thaliana	CARHR066420.1	C.hirsuta
cluster_1431	AT1G73740.1	A.thaliana	CARHR066810.1	C.hirsuta
cluster_7872	AT1G74340.1	A.thaliana	CARHR067600.1	C.hirsuta
cluster_22	AT1G74490.1	A.thaliana	CARHR067770.1	C.hirsuta
cluster_7875	AT1G75310.1	A.thaliana	CARHR068660.1	C.hirsuta
cluster_10258	AT1G75670.1	A.thaliana	CARHR069060.1	C.hirsuta
cluster_3992	AT1G76130.1	A.thaliana	CARHR069670.1	C.hirsuta
cluster_3001	AT1G76490.1	A.thaliana	CARHR070040.1	C.hirsuta
cluster_5857	AT1G76710.1	A.thaliana	CARHR070260.1	C.hirsuta
cluster_7878	AT1G77030.1	A.thaliana	CARHR070560.1	C.hirsuta
cluster_10261	AT1G77230.1	A.thaliana	CARHR070700.1	C.hirsuta
cluster_5858	AT1G77350.1	A.thaliana	CARHR070830.1	C.hirsuta
cluster_3491	AT1G77630.1	A.thaliana	CARHR071140.1	C.hirsuta
cluster_3470	AT1G77990.1	A.thaliana	CARHR071450.1	C.hirsuta
cluster_3993	AT1G78050.1	A.thaliana	CARHR071500.1	C.hirsuta
cluster_5419	AT1G78070.1	A.thaliana	CARHR071530.1	C.hirsuta
cluster_6497	AT1G78440.1	A.thaliana	CARHR071960.1	C.hirsuta
cluster_6518	AT1G78710.1	A.thaliana	CARHR072240.1	C.hirsuta
cluster_10263	AT1G78915.3	A.thaliana	CARHR072510.1	C.hirsuta
cluster_3467	AT1G79650.4	A.thaliana	CARHR073380.1	C.hirsuta
cluster_3466	AT1G80400.1	A.thaliana	CARHR074840.1	C.hirsuta
cluster_1433	AT1G80370.1	A.thaliana	CARHR074140.1	C.hirsuta
cluster_3995	AT1G80190.1	A.thaliana	CARHR074290.1	C.hirsuta
cluster_2627	AT1G79780.1	A.thaliana	CARHR074750.1	C.hirsuta
cluster_7884	AT3G01810.1	A.thaliana	CARHR075120.1	C.hirsuta
cluster_10269	AT3G01800.1	A.thaliana	CARHR075130.1	C.hirsuta
cluster_5861	AT3G01435.1	A.thaliana	CARHR075530.1	C.hirsuta
cluster_2362	AT3G01420.1	A.thaliana	CARHR075550.1	C.hirsuta
cluster_6520	AT3G01160.1	A.thaliana	CARHR075890.1	C.hirsuta
cluster_1148	AT3G01090.2	A.thaliana	CARHR075950.1	C.hirsuta
cluster_2158	AT3G01070.1	A.thaliana	CARHR076000.1	C.hirsuta
cluster_2363	AT3G03300.1	A.thaliana	CARHR077330.1	C.hirsuta
cluster_130	AT3G03690.1	A.thaliana	CARHR077750.1	C.hirsuta
cluster_2159	AT3G03800.1	A.thaliana	CARHR077870.1	C.hirsuta
cluster_7885	AT3G04490.1	A.thaliana	CARHR078650.1	C.hirsuta
cluster_144	AT3G04910.1	A.thaliana	CARHR079190.1	C.hirsuta
cluster_4475	AT3G05100.1	A.thaliana	CARHR079420.1	C.hirsuta
cluster_7886	AT3G05240.1	A.thaliana	CARHR079580.1	C.hirsuta
cluster_7887	AT3G05470.1	A.thaliana	CARHR079850.1	C.hirsuta
cluster_10274	AT3G05510.1	A.thaliana	CARHR079900.1	C.hirsuta
cluster_2365	AT3G05600.1	A.thaliana	CARHR080030.1	C.hirsuta
cluster_1995	AT3G07320.1	A.thaliana	CARHR081970.1	C.hirsuta
cluster_3982	AT3G08560.1	A.thaliana	CARHR082860.1	C.hirsuta
cluster_7888	AT3G08960.1	A.thaliana	CARHR083300.1	C.hirsuta
cluster_7889	AT3G09470.1	A.thaliana	CARHR083880.1	C.hirsuta
cluster_1705	AT3G09560.2	A.thaliana	CARHR083970.1	C.hirsuta
cluster_10277	AT3G09660.1	A.thaliana	CARHR084070.1	C.hirsuta
cluster_7891	AT3G10030.1	A.thaliana	CARHR084530.1	C.hirsuta
cluster_489	AT3G10620.1	A.thaliana	CARHR085200.1	C.hirsuta
cluster_12840	AT3G10810.1	A.thaliana	CARHR085370.1	C.hirsuta
cluster_10280	AT3G10840.1	A.thaliana	CARHR085410.1	C.hirsuta
cluster_6525	AT3G10986.1	A.thaliana	CARHR085580.1	C.hirsuta
cluster_3003	AT3G11330.1	A.thaliana	CARHR085880.1	C.hirsuta
cluster_414	AT3G11490.1	A.thaliana	CARHR086040.1	C.hirsuta
cluster_7894	AT3G11680.1	A.thaliana	CARHR086230.1	C.hirsuta
cluster_1855	AT3G11910.1	A.thaliana	CARHR086440.1	C.hirsuta
cluster_4002	AT3G12130.1	A.thaliana	CARHR086690.1	C.hirsuta
cluster_699	AT3G12180.1	A.thaliana	CARHR086760.1	C.hirsuta
cluster_7895	AT3G12270.1	A.thaliana	CARHR086820.1	C.hirsuta
cluster_2163	AT3G12340.1	A.thaliana	CARHR086870.1	C.hirsuta
cluster_2370	AT3G12550.1	A.thaliana	CARHR087050.1	C.hirsuta
cluster_7896	AT3G12590.1	A.thaliana	CARHR087100.1	C.hirsuta
cluster_3006	AT3G13000.2	A.thaliana	CARHR087550.1	C.hirsuta
cluster_7897	AT3G13050.1	A.thaliana	CARHR087610.1	C.hirsuta
cluster_6527	AT3G13220.1	A.thaliana	CARHR087810.1	C.hirsuta
cluster_5438	AT3G13440.1	A.thaliana	CARHR088090.1	C.hirsuta
cluster_6528	AT3G13730.1	A.thaliana	CARHR088460.1	C.hirsuta
cluster_10285	AT3G13782.1	A.thaliana	CARHR088520.1	C.hirsuta
cluster_10289	AT3G15080.1	A.thaliana	CARHR090040.1	C.hirsuta
cluster_10290	AT3G15120.1	A.thaliana	CARHR090100.1	C.hirsuta
cluster_1291	AT3G15800.1	A.thaliana	CARHR090890.1	C.hirsuta
cluster_7901	AT3G16170.1	A.thaliana	CARHR091330.1	C.hirsuta
cluster_5439	AT3G16175.1	A.thaliana	CARHR091340.1	C.hirsuta
cluster_5865	AT3G16840.1	A.thaliana	CARHR092100.1	C.hirsuta
cluster_1437	AT3G16850.1	A.thaliana	CARHR092110.1	C.hirsuta
cluster_3507	AT3G16940.1	A.thaliana	CARHR092210.1	C.hirsuta
cluster_6531	AT3G17170.1	A.thaliana	CARHR092440.1	C.hirsuta
cluster_4480	AT3G17660.1	A.thaliana	CARHR092990.1	C.hirsuta
cluster_6532	AT3G18110.1	A.thaliana	CARHR093420.1	C.hirsuta
cluster_7904	AT3G18480.1	A.thaliana	CARHR093830.1	C.hirsuta
cluster_144	AT3G18750.1	A.thaliana	CARHR094140.1	C.hirsuta
cluster_2165	AT3G18850.1	A.thaliana	CARHR094300.1	C.hirsuta
cluster_463	AT3G18900.2	A.thaliana	CARHR094340.1	C.hirsuta
cluster_10296	AT3G19180.1	A.thaliana	CARHR094580.1	C.hirsuta
cluster_3511	AT3G19260.1	A.thaliana	CARHR094660.1	C.hirsuta
cluster_1707	AT3G19440.1	A.thaliana	CARHR094870.1	C.hirsuta
cluster_10297	AT3G19630.1	A.thaliana	CARHR095090.1	C.hirsuta
cluster_10298	AT3G19870.1	A.thaliana	CARHR095390.1	C.hirsuta
cluster_334	AT3G19940.1	A.thaliana	CARHR095470.1	C.hirsuta
cluster_3480	AT3G20720.2	A.thaliana	CARHR096540.1	C.hirsuta
cluster_10299	AT3G20780.1	A.thaliana	CARHR096610.1	C.hirsuta
cluster_432	AT3G20860.1	A.thaliana	CARHR096730.1	C.hirsuta
cluster_335	AT3G20880.1	A.thaliana	CARHR096760.1	C.hirsuta
cluster_7910	AT3G20890.1	A.thaliana	CARHR096770.1	C.hirsuta
cluster_6535	AT3G21060.1	A.thaliana	CARHR096890.1	C.hirsuta
cluster_1438	AT1G51540.1	A.thaliana	CARHR096950.1	C.hirsuta
cluster_7913	AT3G21580.1	A.thaliana	CARHR097540.1	C.hirsuta
cluster_3512	AT3G21600.1	A.thaliana	CARHR097570.1	C.hirsuta
cluster_5869	AT3G21740.1	A.thaliana	CARHR097680.1	C.hirsuta
cluster_7914	AT3G21870.1	A.thaliana	CARHR097830.1	C.hirsuta
cluster_6537	AT3G22550.1	A.thaliana	CARHR098440.1	C.hirsuta
cluster_3008	AT3G23080.1	A.thaliana	CARHR098990.1	C.hirsuta
cluster_6538	AT3G23180.1	A.thaliana	CARHR099130.1	C.hirsuta
cluster_3010	AT3G24120.2	A.thaliana	CARHR100080.1	C.hirsuta
cluster_231	AT3G24620.1	A.thaliana	CARHR100930.1	C.hirsuta
cluster_40	AT3G24790.1	A.thaliana	CARHR101140.1	C.hirsuta
cluster_5433	AT3G25250.1	A.thaliana	CARHR101610.1	C.hirsuta
cluster_7920	AT2G04842.1	A.thaliana	CARHR102830.1	C.hirsuta
cluster_10278	AT2G14050.1	A.thaliana	CARHR104240.1	C.hirsuta
cluster_10305	AT2G14660.1	A.thaliana	CARHR286340.1	C.hirsuta
cluster_5872	AT2G19880.2	A.thaliana	CARHR110320.1	C.hirsuta
cluster_2338	AT2G19410.1	A.thaliana	CARHR109860.1	C.hirsuta
cluster_2378	AT2G19385.1	A.thaliana	CARHR109830.1	C.hirsuta
cluster_10306	AT2G19270.1	A.thaliana	CARHR109730.1	C.hirsuta
cluster_10308	AT2G17210.1	A.thaliana	CARHR293510.1	C.hirsuta
cluster_1858	AT2G17420.1	A.thaliana	CARHR107590.1	C.hirsuta
cluster_10309	AT2G17900.1	A.thaliana	CARHR108400.1	C.hirsuta
cluster_4856	AT5G63030.1	A.thaliana	CARHR276830.1	C.hirsuta
cluster_6544	AT2G18196.1	A.thaliana	CARHR213490.1	C.hirsuta
cluster_7927	AT2G18410.1	A.thaliana	CARHR109010.1	C.hirsuta
cluster_7932	AT2G18850.1	A.thaliana	CARHR109410.1	C.hirsuta
cluster_2642	AT2G20830.2	A.thaliana	CARHR111540.1	C.hirsuta
cluster_5875	AT2G21610.1	A.thaliana	CARHR112560.1	C.hirsuta
cluster_4488	AT2G22250.2	A.thaliana	CARHR113480.1	C.hirsuta
cluster_7934	AT2G22370.1	A.thaliana	CARHR113580.1	C.hirsuta
cluster_2382	AT2G22400.1	A.thaliana	CARHR113590.1	C.hirsuta
cluster_10310	AT2G22410.1	A.thaliana	CARHR041310.1	C.hirsuta
cluster_70	AT2G23980.1	A.thaliana	CARHR184680.1	C.hirsuta
cluster_2383	AT2G24070.1	A.thaliana	CARHR118280.1	C.hirsuta
cluster_25	AT2G24720.1	A.thaliana	CARHR117080.1	C.hirsuta
cluster_1712	AT2G25050.2	A.thaliana	CARHR116660.1	C.hirsuta
cluster_10316	AT2G25830.1	A.thaliana	CARHR115400.1	C.hirsuta
cluster_7937	AT2G26270.1	A.thaliana	CARHR115110.1	C.hirsuta
cluster_10318	AT2G26340.2	A.thaliana	CARHR118450.1	C.hirsuta
cluster_10319	AT2G26360.1	A.thaliana	CARHR118430.1	C.hirsuta
cluster_304	AT2G26420.1	A.thaliana	CARHR118370.1	C.hirsuta
cluster_7938	AT2G26590.1	A.thaliana	CARHR118490.1	C.hirsuta
cluster_70	AT2G28260.1	A.thaliana	CARHR121180.1	C.hirsuta
cluster_7939	AT2G27920.1	A.thaliana	CARHR120600.1	C.hirsuta
cluster_7940	AT2G27610.1	A.thaliana	CARHR120230.1	C.hirsuta
cluster_7941	AT2G28780.1	A.thaliana	CARHR121900.1	C.hirsuta
cluster_10322	AT2G30080.1	A.thaliana	CARHR123380.1	C.hirsuta
cluster_2384	AT2G30260.1	A.thaliana	CARHR123580.1	C.hirsuta
cluster_2385	AT2G31100.1	A.thaliana	CARHR124690.1	C.hirsuta
cluster_451	AT2G31530.1	A.thaliana	CARHR125170.1	C.hirsuta
cluster_6555	AT2G32415.1	A.thaliana	CARHR126240.1	C.hirsuta
cluster_10325	AT2G32500.1	A.thaliana	CARHR126330.1	C.hirsuta
cluster_7944	AT2G32520.1	A.thaliana	CARHR126350.1	C.hirsuta
cluster_530	AT2G34357.1	A.thaliana	CARHR128440.1	C.hirsuta
cluster_5139	AT2G34650.1	A.thaliana	CARHR128750.1	C.hirsuta
cluster_7952	AT2G34680.1	A.thaliana	CARHR128800.1	C.hirsuta
cluster_213	AT2G34940.1	A.thaliana	CARHR129110.1	C.hirsuta
cluster_10331	AT2G35658.2	A.thaliana	CARHR129910.1	C.hirsuta
cluster_3525	AT2G36360.5	A.thaliana	CARHR130660.1	C.hirsuta
cluster_37	AT2G36390.1	A.thaliana	CARHR130690.1	C.hirsuta
cluster_10332	AT2G36570.1	A.thaliana	CARHR130860.1	C.hirsuta
cluster_7954	AT2G36690.1	A.thaliana	CARHR130980.1	C.hirsuta
cluster_6566	AT2G36895.1	A.thaliana	CARHR131360.1	C.hirsuta
cluster_2343	AT2G36970.1	A.thaliana	CARHR131430.1	C.hirsuta
cluster_7956	AT2G37370.1	A.thaliana	CARHR132230.1	C.hirsuta
cluster_109	AT2G37620.1	A.thaliana	CARHR131960.1	C.hirsuta
cluster_6567	AT2G37630.1	A.thaliana	CARHR131950.1	C.hirsuta
cluster_5141	AT2G37690.1	A.thaliana	CARHR131850.1	C.hirsuta
cluster_703	AT2G37700.1	A.thaliana	CARHR131830.1	C.hirsuta
cluster_7958	AT2G38020.1	A.thaliana	CARHR132590.1	C.hirsuta
cluster_10337	AT2G38130.1	A.thaliana	CARHR132720.1	C.hirsuta
cluster_6568	AT2G38480.1	A.thaliana	CARHR133170.1	C.hirsuta
cluster_7959	AT2G38600.1	A.thaliana	CARHR133270.1	C.hirsuta
cluster_1863	AT2G38780.1	A.thaliana	CARHR133490.1	C.hirsuta
cluster_2651	AT2G38960.3	A.thaliana	CARHR133700.1	C.hirsuta
cluster_7961	AT2G39060.1	A.thaliana	CARHR133830.1	C.hirsuta
cluster_5452	AT2G39830.1	A.thaliana	CARHR134720.1	C.hirsuta
cluster_6570	AT2G40260.1	A.thaliana	CARHR135300.1	C.hirsuta
cluster_705	AT2G40810.1	A.thaliana	CARHR135920.1	C.hirsuta
cluster_10338	AT2G41000.2	A.thaliana	CARHR136120.1	C.hirsuta
cluster_10339	AT2G41690.1	A.thaliana	CARHR136770.1	C.hirsuta
cluster_4017	AT2G41960.1	A.thaliana	CARHR137060.1	C.hirsuta
