vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7,posterior_component_8,posterior_component_9
55,-0.7835671342685371,0.8805146557803184,2,0.9999997026512406,0.0,0.9999997026512406,0.0,7.887455633157794e-180,9.635532557738763e-18,7.742530997108427e-118,0.0,2.973487593475321e-07,0.0
56,-0.779559118236473,0.8930801422070123,2,0.9999998865264734,0.0,0.9999998865264734,0.0,9.239509797793904e-181,3.7798305326773523e-16,1.5152482223824743e-116,0.0,1.134735262230155e-07,0.0
57,-0.7755511022044088,1.043888939515338,2,0.9999443835456439,0.0,0.9999443835456439,0.0,9.537449191113035e-201,4.4933133413245826e-09,4.1284353146509695e-112,0.0,5.56119610427721e-05,0.0
58,-0.7715430861723447,0.99240958254341,2,0.9999990812605973,0.0,0.9999990812605973,0.0,7.215527374857897e-193,2.421011788046222e-10,3.150129580027065e-112,0.0,9.184973014436388e-07,0.0
59,-0.7675350701402806,0.9828557715600852,2,0.9999998775114869,0.0,0.9999998775114869,0.0,9.71884928566273e-191,6.379893596497272e-10,1.4715645861750355e-111,0.0,1.2185052373631098e-07,0.0
60,-0.7635270541082164,0.9624790664266332,2,0.9999999919231277,0.0,0.9999999919231277,0.0,4.0841819956095206e-187,7.08719890939068e-10,3.8886378426434024e-111,0.0,7.368152414802648e-09,0.0
61,-0.7595190380761523,0.973796814602628,2,0.9999999876229132,0.0,0.9999999876229132,0.0,7.289054552829554e-188,9.656801788994011e-09,5.2668158955839636e-110,0.0,2.7202850527349006e-09,0.0
62,-0.7555110220440882,1.0831534967630174,2,0.9998676620806701,0.0,0.9998676620806701,0.0,4.789740915959058e-202,0.00013158779729061825,2.7943522494135006e-107,0.0,7.501220392544702e-07,0.0
63,-0.751503006012024,0.9731358823748884,2,0.999999776666313,0.0,0.999999776666313,0.0,3.786450691693942e-186,2.2326243748177019e-07,2.8690307587085697e-108,0.0,7.124948755146461e-11,0.0
64,-0.7474949899799599,0.8925909604733118,2,0.9999999941999511,0.0,0.9999999941999511,0.0,3.5110335272326335e-174,5.800014954084296e-09,2.3337712963475397e-109,0.0,3.3888757286391e-14,0.0
65,-0.7434869739478958,1.0586549313568778,2,0.9993283669417788,0.0,0.9993283669417788,0.0,2.860424827456158e-196,0.000671632125727366,4.645990683151084e-105,0.0,9.32493782984865e-10,0.0
66,-0.7394789579158316,0.9814256835174504,2,0.9999756260572711,0.0,0.9999756260572711,0.0,7.373440797747187e-185,2.437394239037499e-05,1.7555552655034004e-105,0.0,3.3865307472891936e-13,0.0
67,-0.7354709418837675,0.9983477429089336,2,0.9998008198644633,0.0,0.9998008198644633,0.0,2.2226984132675208e-186,0.00019918013537835553,2.694090072871399e-104,0.0,1.583079835053485e-13,0.0
68,-0.7314629258517034,1.1218310804093352,2,0.8265754148023622,0.0,0.8265754148023622,0.0,1.5534643417702605e-202,0.17342458461485835,5.6851561713999265e-102,0.0,5.827794091743119e-10,0.0
69,-0.7274549098196392,0.9883388546749512,2,0.9989505550699077,0.0,0.9989505550699077,0.0,2.1973118049918415e-183,0.0010494449300915123,9.52145467580867e-103,0.0,8.088012706109713e-16,0.0
70,-0.7234468937875751,1.009249472984229,2,0.9936913854802624,0.0,0.9936913854802624,0.0,1.8623246886752367e-185,0.006308614519737084,1.580733251745869e-101,0.0,5.035573412511994e-16,0.0
71,-0.719438877755511,0.8873066297052588,2,0.9997993236685612,0.0,0.9997993236685612,0.0,8.90375353458206e-168,0.0002006763314388729,3.1209697035266495e-103,0.0,6.529276865472486e-22,0.0
72,-0.7154308617234469,0.958930182763698,2,0.9936712838269276,0.0,0.9936712838269276,0.0,6.602548161347881e-177,0.006328716173072313,1.0542299266383557e-100,0.0,3.337264656118668e-20,0.0
73,-0.7114228456913828,1.0195297974066544,2,0.9274863386780864,0.0,0.9274863386780864,0.0,1.7679834698716734e-184,0.07251366132191357,7.858637615019075e-99,0.0,8.399437159055836e-19,0.0
74,-0.7074148296593187,0.8399861723476442,2,0.9976869409906314,0.0,0.9976869409906314,0.0,9.43708847269388e-159,0.0023130590093686488,7.580561182178531e-102,0.0,1.080368603133279e-27,0.0
75,-0.7034068136272545,0.9735204461244072,2,0.9148525532937555,0.0,0.9148525532937555,0.0,1.5366152529677097e-176,0.0851474467062446,7.378767437735029e-98,0.0,3.618605748999584e-23,0.0
76,-0.6993987975951904,0.9579457182334816,2,0.881359556373164,0.0,0.881359556373164,0.0,1.3380222710338822e-173,0.11864044362683598,2.722735999538052e-97,0.0,3.7576857353197434e-25,0.0
77,-0.6953907815631263,0.94501264955607,2,0.8255614221010931,0.0,0.8255614221010931,0.0,4.915647975552038e-171,0.1744385778989069,1.0708260434597847e-96,0.0,4.294633065557242e-27,0.0
78,-0.6913827655310621,1.0159123954413545,2,0.6316644363578557,0.0,0.6316644363578557,0.0,3.976675922104303e-180,0.36833556364214426,8.715056223327998e-95,0.0,4.3510990885705395e-25,0.0
79,-0.687374749498998,0.9503331664520616,2,0.619547976906656,0.0,0.619547976906656,0.0,2.7393552404570325e-170,0.38045202309334397,5.602597065562347e-95,0.0,1.091644479802291e-29,0.0
80,-0.6833667334669339,1.031876546832008,2,0.5603758893523582,0.0,0.5603758893523582,0.0,9.121452982964525e-181,0.4396241106476419,6.0424678233448294e-93,0.0,6.1537279057309924e-27,0.0
81,-0.6793587174348698,0.8236169595268209,5,0.732366006103531,0.0,0.2676339938964692,0.0,2.136090928189699e-151,0.732366006103531,1.480951293568789e-96,0.0,1.744821309109607e-39,0.0
82,-0.6753507014028056,0.9028787036213232,5,0.722683209244357,0.0,0.2773167907556429,0.0,1.199245590454563e-161,0.722683209244357,1.1794665278957683e-93,0.0,6.434059517275367e-37,0.0
83,-0.6713426853707415,0.887097029016424,5,0.8251975602827606,0.0,0.17480243971723938,0.0,7.529450227775429e-159,0.8251975602827606,2.537390846710989e-93,0.0,1.4888724995777357e-39,0.0
84,-0.6673346693386774,0.782576002313685,5,0.9791829868480469,0.0,0.020817013151953067,0.0,2.4780994499161668e-144,0.9791829868480469,3.6586171864483852e-96,0.0,7.168788610738174e-48,0.0
85,-0.6633266533066133,0.9318461170246748,5,0.7662500266403177,0.0,0.23374997335968226,0.0,2.420186723515238e-163,0.7662500266403177,1.600099207441579e-90,0.0,3.63188968686721e-40,0.0
86,-0.6593186372745492,1.0280001163058443,2,0.791452127076421,0.0,0.791452127076421,0.0,2.7727310105786124e-175,0.208547872923579,8.907360550866364e-88,0.0,1.3315569584095143e-35,0.0
87,-0.6553106212424851,0.8268155253773112,5,0.9878952899473619,0.0,0.012104710052638086,0.0,2.208242351268265e-148,0.9878952899473619,2.1295950246559226e-92,0.0,5.2750474858853177e-51,0.0
88,-0.6513026052104209,0.8542022656190611,5,0.9771208307498472,0.0,0.022879169250152723,0.0,3.846353117961506e-151,0.9771208307498472,1.5598967810314104e-90,0.0,6.375686573502361e-51,0.0
89,-0.6472945891783568,0.805670547824378,5,0.9969090790126314,0.0,0.0030909209873685828,0.0,2.07748370702856e-144,0.9969090790126314,9.210021630147618e-92,0.0,1.2956625872615493e-56,0.0
90,-0.6432865731462927,0.7264241548799147,5,0.999922067682537,0.0,7.793231746296496e-05,0.0,5.008557377115e-134,0.999922067682537,6.687595638992872e-95,0.0,4.562098877021247e-65,0.0
91,-0.6392785571142285,0.6219550972872238,5,0.9999996735186514,0.0,3.264813486070649e-07,0.0,9.998181841474946e-121,0.9999996735186514,2.360990465320845e-100,0.0,4.872658355743204e-76,0.0
92,-0.6352705410821644,0.6947722441337375,5,0.9999939898449436,0.0,6.010155056388906e-06,0.0,4.73364684393692e-129,0.9999939898449436,2.875421169348523e-95,0.0,2.1833487736919153e-72,0.0
93,-0.6312625250501003,0.6230192564109063,5,0.9999999326229186,0.0,6.737708132011196e-08,0.0,5.743275784062644e-120,0.9999999326229186,4.406518984538919e-99,0.0,3.617094013365695e-81,0.0
94,-0.6272545090180361,0.8533801887888559,5,0.9688585813749253,0.0,0.03114141862507473,0.0,4.137860684415981e-146,0.9688585813749253,4.3762223265016934e-85,0.0,2.0180321645302127e-62,0.0
95,-0.623246492985972,0.6900646202859788,5,0.9999986957340257,0.0,1.3042659742986403e-06,0.0,1.1810815355521996e-126,0.9999986957340257,2.6787645846141567e-93,0.0,5.1093026648898174e-80,0.0
96,-0.6192384769539079,0.6533777747422925,5,0.999999919135512,0.0,8.086448796787473e-08,0.0,7.740865299328356e-122,0.999999919135512,6.232024408651212e-95,0.0,4.897034016912691e-86,0.0
97,-0.6152304609218437,0.7335296599526528,5,0.9999815215788275,0.0,1.847842117249009e-05,0.0,4.421166345883266e-130,0.9999815215788275,7.868135331956576e-89,0.0,1.9942076728542984e-80,0.0
98,-0.6112224448897796,0.5535832357957374,5,0.9999999999793756,7.39e-321,2.0624422975301156e-11,0.0,1.610437207690687e-109,0.9999999999793756,7.495935168432757e-101,0.0,1.8990575029832007e-101,0.0
99,-0.6072144288577155,0.562492204088245,5,0.9999999999772048,4.575e-321,2.279515540181636e-11,0.0,5.77467422459446e-110,0.9999999999772048,1.9806971011539214e-99,0.0,2.464767862296332e-103,0.0
100,-0.6032064128256514,0.6094094994359601,5,0.9999999992690823,0.0,7.309176458473744e-10,0.0,2.0755942553027383e-114,0.9999999992690823,6.205370437890541e-95,0.0,5.353952875882649e-101,0.0
101,-0.5991983967935872,0.6660046211334052,5,0.9999999128299246,0.0,8.717007532514065e-08,0.0,1.2371889278529372e-119,0.9999999128299246,9.967880862042279e-90,0.0,2.9199425262357586e-97,0.0
102,-0.5951903807615231,0.6032071308912685,5,0.9999999997272219,2.5e-323,2.727782007740274e-10,0.0,2.324280548227028e-112,0.9999999997272219,1.040682698179373e-93,0.0,4.655164655374158e-107,0.0
103,-0.591182364729459,0.5619504887888273,5,0.9999999999955866,4.6418581e-316,4.413358260453854e-12,0.0,2.0066847639997674e-107,0.9999999999955866,2.666529184553624e-96,0.0,1.1848286747734749e-114,0.0
104,-0.5871743486973948,0.5270022805258082,5,0.9999999999998965,9.2008083052119e-310,1.0346229253539429e-13,0.0,3.2468170441656186e-103,0.9999999999998965,1.4897963031517378e-98,0.0,1.014642072284085e-121,0.0
105,-0.5831663326653307,0.5311098762369714,5,0.99999999999988,4.660476104709527e-309,1.2004812640808673e-13,0.0,5.947198663770632e-103,0.99999999999988,2.527989590019894e-97,0.0,3.871680251984295e-124,0.0
106,-0.5791583166332666,0.4932448850429096,5,0.9999999999999984,1.8300677254114122e-302,1.564125146699157e-15,0.0,1.4677428926886506e-98,0.9999999999999984,4.885922402046225e-100,0.0,7.047499390876376e-132,0.0
107,-0.5751503006012024,0.3724339519302704,5,1.0,1.377675083244236e-284,1.2731797758330127e-21,0.0,3.2322625973396515e-86,1.0,1.156981772740593e-111,0.0,1.4025191870453862e-150,0.0
108,-0.5711422845691383,0.4359487189296365,5,1.0,4.478548692455346e-292,1.1365805786323347e-18,0.0,8.936895178955727e-92,1.0,3.92010039427801e-104,0.0,1.4225080635102825e-145,0.0
109,-0.5671342685370742,0.3235238142553841,5,1.0,8.85570484787295e-276,8.643760190819799e-25,0.0,1.3388736338712751e-80,1.0,9.301657873419994e-116,0.0,5.351333871521094e-164,0.0
110,-0.56312625250501,0.392802400966145,5,1.0,7.986356838057083e-284,2.567042958524423e-21,0.0,1.5807812643023234e-86,1.0,3.844344535575389e-107,0.0,5.474439513796445e-158,0.0
111,-0.5591182364729459,0.3245158685370052,5,1.0,1.1262931368345754e-273,2.3636980430440213e-25,0.0,9.97940238611188e-80,1.0,3.359559943500353e-114,0.0,5.573108763055818e-171,0.0
112,-0.5551102204408818,0.5425399620767236,5,0.999999999999321,1.2987226531045743e-300,6.788790501742725e-13,0.0,2.540725423527378e-98,0.999999999999321,2.7959116675954483e-89,0.0,5.902900661257841e-143,0.0
113,-0.5511022044088176,0.3124043843159368,5,1.0,8.952644038854023e-270,1.4356812297268052e-26,6.37e-321,1.4164704549587484e-77,1.0,4.135788212130453e-114,0.0,6.941758635819828e-180,0.0
114,-0.5470941883767535,0.1792631356154735,5,1.0,6.248478047060552e-252,4.762234080439119e-35,3.126167483128186e-292,1.8475903058365258e-65,1.0,1.4377356051390716e-130,0.0,2.277617551968916e-203,0.0
115,-0.5430861723446894,0.2566893287931899,5,1.0,1.891186702723653e-260,1.5850885217663576e-30,2.531935476119356e-302,1.0699450127671045e-71,1.0,1.4032951052174871e-119,0.0,1.3350184558986806e-195,0.0
116,-0.5390781563126252,0.2846243018209589,5,1.0,1.1410737956216324e-262,6.032027764460362e-29,3.935148797479592e-303,1.7873988972181414e-73,1.0,3.876223266992692e-115,0.0,4.963907133261671e-195,0.0
117,-0.5350701402805611,0.3524424266826525,5,1.0,1.4702342739729064e-269,1.5047703738929968e-24,1.11483974657895e-310,2.615474242949697e-78,1.0,1.368749604091365e-105,0.0,6.168868630740689e-188,0.0
118,-0.531062124248497,0.1467762183737103,5,1.0,7.742205352513394e-244,8.531045428616907e-39,6.956158392391019e-271,3.525981086939078e-61,1.0,1.964249591089051e-132,0.0,1.2020056345908548e-224,0.0
119,-0.5270541082164328,0.0425742885429258,5,1.0,1.1819395874450075e-230,1.4808773471931685e-46,3.888715403950976e-249,2.0186640530430352e-52,1.0,2.4052733886038552e-147,0.0,9.003057767467713e-246,0.0
120,-0.5230460921843687,0.2096443243432868,5,1.0,7.812149363228404e-249,6.871376462589403e-35,1.0616292644626442e-273,4.09427055200637e-65,1.0,7.097271065723427e-122,0.0,2.1835513942032987e-222,0.0
121,-0.5190380761523046,0.0088867969707786,5,1.0,6.13113542961169e-225,4.723825381999585e-50,2.318267551434801e-236,3.1889139049861104e-49,1.0,1.8114857133743676e-151,0.0,2.4778995799539072e-260,0.0
122,-0.5150300601202404,0.0594039113976385,5,1.0,1.3890536868540014e-229,1.090042448183063e-46,3.57412084330559e-241,9.60998298338085e-53,1.0,8.62776238266829e-143,0.0,3.380489646205676e-256,0.0
123,-0.5110220440881764,0.0485885626167948,5,1.0,2.47978171250881e-227,6.483160290255087e-48,8.537582696215685e-236,1.522753739226457e-51,1.0,8.502420054986472e-144,0.0,1.7489941855132562e-262,0.0
124,-0.5070140280561123,0.0384854975210202,5,1.0,3.669606306666071e-225,4.331162823804422e-49,1.3945421004413941e-230,2.119220744495657e-50,1.0,1.0665304433282957e-144,0.0,1.038146791063047e-268,0.0
125,-0.5030060120240482,0.0740193642184855,5,1.0,7.972218118679207e-228,1.556510562148452e-46,1.6252245749012546e-232,1.911644473391767e-52,1.0,3.498648140150775e-138,0.0,9.797542109582474e-267,0.0
126,-0.498997995991984,-0.0609864778531466,5,1.0,1.368818988792233e-212,4.378304992446075e-58,4.229183124872263e-208,1.1858187664481937e-42,1.0,4.997481295586981e-160,0.0,6.75444389781837e-296,0.0
127,-0.4949899799599199,-0.0533720258919271,5,1.0,2.2596499036743998e-212,6.712540092443042e-58,6.238789736956651e-206,7.55101179534496e-43,1.0,4.953590356746389e-158,0.0,3.0128980800436557e-299,0.0
128,-0.4909819639278557,-0.0577733051956056,5,1.0,6.8585904025426646e-211,1.0545463921376324e-58,6.345962921071597e-202,3.41004289501734e-42,1.0,4.229748205979254e-158,0.0,7.909612746617225e-305,0.0
129,-0.4869739478957916,-0.0697859183163187,5,1.0,1.2219107362515979e-208,3.611864835265641e-60,8.037888218213033e-197,4.931325732269716e-41,1.0,1.639412099788905e-159,0.0,6.687625674823e-312,0.0
130,-0.4829659318637275,-0.0989978143154355,5,1.0,9.935722324404711e-205,3.3009405592082874e-63,2.6459810687155787e-189,8.408400560637779e-39,1.0,4.493672181127563e-164,0.0,2.1e-322,0.0
131,-0.4789579158316633,-0.0969460166410961,5,1.0,7.249902277352117e-204,2.0139620476652047e-63,2.384541027546485e-186,1.5051564060192957e-38,1.0,5.808645170522689e-163,0.0,0.0,0.0
132,-0.4749498997995992,-0.0892382097830789,5,1.0,1.7078008512444348e-203,4.603084457813743e-63,3.7076511711500095e-184,1.3612258386861026e-38,1.0,9.139156046040447e-161,0.0,0.0,0.0
133,-0.4709418837675351,-0.150154132277056,5,1.0,9.281527858586221e-197,2.9998853461511416e-69,1.3459693939189218e-172,1.3180543326698238e-34,1.0,1.7704626479907237e-171,0.0,0.0,0.0
134,-0.4669338677354709,-0.1699823702884594,5,1.0,6.630512561472313e-194,1.3586840799528748e-71,7.954469815729647e-167,4.225551691267339e-33,1.0,1.414564006538034e-174,0.0,0.0,0.0
135,-0.4629258517034068,-0.3574206094173367,5,1.0,2.468226833080105e-176,9.980443925019938e-91,6.658860124555176e-139,3.6006499622747786e-22,1.0,3.8929022637173667e-212,0.0,0.0,0.0
136,-0.4589178356713427,-0.251251693875947,5,1.0,1.047053650723019e-184,1.2497465876491795e-80,3.3559371514797545e-150,6.127147023658259e-28,1.0,2.098291158504031e-189,0.0,0.0,0.0
