vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7,posterior_component_8,posterior_component_9,posterior_component_10,posterior_component_11
21,-0.9198396793587176,0.1828735926898464,9,0.9999999999635771,0.0,0.0,3.642289042058925e-11,0.0,0.0,0.0,0.0,0.0,0.9999999999635771,1.3296109738949242e-122,0.0
22,-0.9158316633266532,0.1508837421521944,9,0.9999998055674182,0.0,0.0,1.944325816039983e-07,0.0,0.0,0.0,0.0,0.0,0.9999998055674182,4.050752244743303e-106,0.0
23,-0.9118236472945892,0.1532073395325051,9,0.9999997544711937,0.0,0.0,2.4552880629254095e-07,0.0,0.0,0.0,0.0,0.0,0.9999997544711937,1.1176830932496373e-104,0.0
24,-0.9078156312625252,0.1858131620440941,9,0.9999999997326141,0.0,0.0,2.673858988321035e-10,0.0,0.0,0.0,0.0,0.0,0.9999999997326141,3.4963328180051005e-116,0.0
25,-0.9038076152304608,0.1266500459401617,9,0.9997341423096485,0.0,0.0,0.00026585769035150804,0.0,0.0,0.0,0.0,0.0,0.9997341423096485,1.4193472806511375e-88,0.0
26,-0.8997995991983968,0.1575947380560736,9,0.9999991373232717,0.0,0.0,8.626767283480804e-07,0.0,0.0,0.0,0.0,0.0,0.9999991373232717,2.5215491776525177e-99,0.0
27,-0.8957915831663327,0.1705045308714442,9,0.9999998896932029,0.0,0.0,1.103067969892341e-07,0.0,0.0,0.0,0.0,0.0,0.9999998896932029,2.430939225178426e-102,0.0
28,-0.8917835671342685,0.1770220384191606,9,0.9999999427704432,0.0,0.0,5.7229556938482364e-08,0.0,0.0,0.0,0.0,0.0,0.9999999427704432,1.2000793628756133e-102,0.0
29,-0.8877755511022044,0.1591939386655128,9,0.999994928940748,0.0,0.0,5.071059251768997e-06,0.0,0.0,0.0,0.0,0.0,0.999994928940748,5.723992914935326e-93,0.0
30,-0.8837675350701403,0.1714421858165411,9,0.9999991643745713,0.0,0.0,8.356254287272704e-07,0.0,0.0,0.0,0.0,0.0,0.9999991643745713,1.1951271644889999e-95,0.0
31,-0.8797595190380761,0.1223610836857588,9,0.9855087138414931,0.0,0.0,0.014491286158506977,0.0,0.0,0.0,0.0,0.0,0.9855087138414931,1.4301838932102134e-73,0.0
32,-0.875751503006012,0.1603479881037506,9,0.9999711513124112,0.0,0.0,2.884868758883856e-05,0.0,0.0,0.0,0.0,0.0,0.9999711513124112,1.2338394524688368e-86,0.0
33,-0.8717434869739479,0.1839796056397654,9,0.999999436630152,0.0,0.0,5.633698480517457e-07,0.0,0.0,0.0,0.0,0.0,0.999999436630152,9.487204279154483e-94,0.0
34,-0.8677354709418837,0.1566712649171263,9,0.9998101120490555,0.0,0.0,0.00018988795094460962,0.0,0.0,0.0,0.0,0.0,0.9998101120490555,8.68478824563052e-81,0.0
35,-0.8637274549098196,0.178915873878504,9,0.9999939751040345,0.0,0.0,6.024895965251817e-06,0.0,0.0,0.0,0.0,0.0,0.9999939751040345,2.90552574781071e-87,0.0
36,-0.8597194388777555,0.1881041041218688,9,0.9999979201416032,0.0,0.0,2.0798583966559186e-06,0.0,0.0,0.0,0.0,0.0,0.9999979201416032,1.3900855877650295e-88,0.0
37,-0.8557114228456915,0.1737576474799038,9,0.9999453309769466,0.0,0.0,5.466902305325754e-05,0.0,0.0,0.0,0.0,0.0,0.9999453309769466,6.445216302130594e-81,0.0
38,-0.8517034068136273,0.185471489697682,9,0.9999872570758999,0.0,0.0,1.2742924099910054e-05,0.0,0.0,0.0,0.0,0.0,0.9999872570758999,3.403075798342847e-83,0.0
39,-0.8476953907815632,0.1642728445452317,9,0.9991698686103764,0.0,0.0,0.0008301313896235308,0.0,0.0,0.0,0.0,0.0,0.9991698686103764,3.9233830591435425e-73,0.0
40,-0.8436873747494991,0.1808723447774236,9,0.999904094948166,0.0,0.0,9.590505183409803e-05,0.0,0.0,0.0,0.0,0.0,0.999904094948166,3.2010430367428427e-77,0.0
41,-0.8396793587174349,0.1986978561433427,9,0.9999915285082461,0.0,0.0,8.47149175374526e-06,0.0,0.0,0.0,0.0,0.0,0.9999915285082461,1.1796888619533108e-81,0.0
42,-0.8356713426853708,0.1911339378873595,9,0.9999431564174562,0.0,0.0,5.684358254362088e-05,0.0,0.0,0.0,0.0,0.0,0.9999431564174562,8.4652051931601e-77,0.0
43,-0.8316633266533067,0.1777768791758166,9,0.9991847482423396,0.0,0.0,0.0008152517576606324,0.0,0.0,0.0,0.0,0.0,0.9991847482423396,6.062417129917001e-70,0.0
44,-0.8276553106212425,0.1955170357573654,9,0.999909442318016,0.0,0.0,9.05576819839968e-05,0.0,0.0,0.0,0.0,0.0,0.999909442318016,3.0220423142748674e-74,0.0
45,-0.8236472945891784,0.2068623817992358,9,0.999973279012419,0.0,0.0,2.672098758116034e-05,0.0,0.0,0.0,0.0,0.0,0.999973279012419,3.396961271324991e-76,0.0
46,-0.8196392785571143,0.1531212127343271,9,0.9216908950893258,0.0,0.0,0.07830910491067421,0.0,0.0,0.0,0.0,0.0,0.9216908950893258,1.7295116228776348e-55,0.0
47,-0.8156312625250501,0.2188638455178245,9,0.9999865845655025,0.0,0.0,1.34154344974959e-05,0.0,0.0,0.0,0.0,0.0,0.9999865845655025,2.9938513856821506e-76,0.0
48,-0.811623246492986,0.1905321693419261,9,0.9984099716621203,0.0,0.0,0.0015900283378798004,0.0,0.0,0.0,0.0,0.0,0.9984099716621203,1.3806711654830666e-64,0.0
49,-0.8076152304609219,0.2073546378597267,9,0.9997485077975634,0.0,0.0,0.0002514922024366701,0.0,0.0,0.0,0.0,0.0,0.9997485077975634,2.4452397546164357e-68,0.0
50,-0.8036072144288577,0.2243901299427279,9,0.9999636715965708,0.0,0.0,3.632840342921049e-05,0.0,0.0,0.0,0.0,0.0,0.9999636715965708,4.67833425815376e-72,0.0
51,-0.7995991983967936,0.1746249498296606,9,0.9605211769849507,0.0,0.0,0.03947882301504937,0.0,0.0,0.0,0.0,0.0,0.9605211769849507,1.039168774863998e-53,0.0
52,-0.7955911823647295,0.1894958197213632,9,0.989205231157547,0.0,0.0,0.010794768842452849,0.0,0.0,0.0,0.0,0.0,0.989205231157547,8.905686837852858e-57,0.0
53,-0.7915831663326653,0.1995529700351889,9,0.9949859165353876,0.0,0.0,0.005014083464612282,0.0,0.0,0.0,0.0,0.0,0.9949859165353876,3.2436505307411206e-58,0.0
54,-0.7875751503006012,0.1913013712371038,9,0.9807326064831918,0.0,0.0,0.019267393516808066,0.0,0.0,0.0,0.0,0.0,0.9807326064831918,8.796668436593758e-54,0.0
55,-0.7835671342685371,0.2433409705920521,9,0.9999530721448764,0.0,0.0,4.692785512368391e-05,0.0,0.0,0.0,0.0,0.0,0.9999530721448764,2.246577357943897e-68,0.0
56,-0.779559118236473,0.1931860013626727,9,0.9673899060742908,0.0,0.0,0.03261009392570914,0.0,0.0,0.0,0.0,0.0,0.9673899060742908,6.822021420289603e-51,0.0
57,-0.7755511022044088,0.2009032264623463,9,0.9784484038114698,0.0,0.0,0.021551596188530423,0.0,0.0,0.0,0.0,0.0,0.9784484038114698,1.4868382211367854e-51,0.0
58,-0.7715430861723447,0.2178082849152267,9,0.9945630628851824,0.0,0.0,0.005436937114817758,0.0,0.0,0.0,0.0,0.0,0.9945630628851824,5.6769371252365646e-55,0.0
59,-0.7675350701402806,0.191397589055565,9,0.9040498997579078,0.0,0.0,0.09595010024209223,0.0,0.0,0.0,0.0,0.0,0.9040498997579078,2.4634418349931826e-45,0.0
60,-0.7635270541082164,0.2092608842257915,9,0.9718472492232393,0.0,0.0,0.02815275077676052,0.0,0.0,0.0,0.0,0.0,0.9718472492232393,5.531067612863099e-49,0.0
61,-0.7595190380761523,0.2252714375762844,9,0.9911985320487507,0.0,0.0,0.008801467951249151,0.0,0.0,0.0,0.0,0.0,0.9911985320487507,5.327992239445361e-52,0.0
62,-0.7555110220440882,0.2140271054738609,9,0.9635499015687162,0.0,0.0,0.03645009843128386,0.0,0.0,0.0,0.0,0.0,0.9635499015687162,4.558503768646996e-47,0.0
63,-0.751503006012024,0.2205926981308659,9,0.9708762527614335,0.0,0.0,0.029123747238566536,0.0,0.0,0.0,0.0,0.0,0.9708762527614335,2.5975683355617956e-47,0.0
64,-0.7474949899799599,0.2136642094728327,9,0.9302074331631969,0.0,0.0,0.06979256683680339,0.0,0.0,0.0,0.0,0.0,0.9302074331631969,9.437288637149786e-44,0.0
65,-0.7434869739478958,0.1957662716636931,9,0.7422153785589488,0.0,0.0,0.25778462144105135,0.0,0.0,5e-324,0.0,0.0,0.7422153785589488,2.766080524181493e-37,0.0
66,-0.7394789579158316,0.2343068938850931,9,0.9735951334602617,0.0,0.0,0.026404866539738364,0.0,0.0,0.0,0.0,0.0,0.9735951334602617,2.8093047254609345e-46,0.0
67,-0.7354709418837675,0.2648076854940416,9,0.997542023217704,0.0,0.0,0.002457976782296031,0.0,0.0,0.0,0.0,0.0,0.997542023217704,6.567304757095991e-53,0.0
68,-0.7314629258517034,0.2319258115185301,9,0.9387792912373303,0.0,0.0,0.06122070876266977,0.0,0.0,0.0,0.0,0.0,0.9387792912373303,1.7168581618847642e-42,0.0
69,-0.7274549098196392,0.2379266953242039,9,0.9450694374195365,0.0,0.0,0.05493056258046335,0.0,0.0,0.0,0.0,0.0,0.9450694374195365,1.5566730487921217e-42,0.0
70,-0.7234468937875751,0.2491545011443562,9,0.9657026718077574,0.0,0.0,0.034297328192242675,0.0,0.0,0.0,0.0,0.0,0.9657026718077574,6.582994520918126e-44,0.0
71,-0.719438877755511,0.2118071888757649,9,0.6848123834217209,0.0,0.0,0.31518761657827926,0.0,0.0,1.3149015268380218e-295,0.0,0.0,0.6848123834217209,6.172816788324189e-33,0.0
72,-0.7154308617234469,0.2731530861229719,9,0.9885143761292388,0.0,0.0,0.011485623870761286,0.0,0.0,0.0,0.0,0.0,0.9885143761292388,7.10369421125677e-47,0.0
73,-0.7114228456913828,0.2450737270979733,9,0.8882693968519383,0.0,0.0,0.11173060314806167,0.0,0.0,4.0361806723083103e-308,0.0,0.0,0.8882693968519383,2.2585099418502956e-38,0.0
74,-0.7074148296593187,0.2756041350695985,9,0.9780595434801292,0.0,0.0,0.021940456519870814,0.0,0.0,0.0,0.0,0.0,0.9780595434801292,2.402647154142486e-44,0.0
75,-0.7034068136272545,0.2302617954536976,9,0.699677937989495,0.0,0.0,0.3003220620105051,0.0,0.0,2.8237193371418675e-283,0.0,0.0,0.699677937989495,5.130685296161348e-32,0.0
76,-0.6993987975951904,0.2832548901018626,9,0.9716992280231371,0.0,0.0,0.028300771976862867,0.0,0.0,6.469805e-317,0.0,0.0,0.9716992280231371,4.094105495981282e-43,0.0
77,-0.6953907815631263,0.2643838224914831,9,0.8780505229070558,0.0,0.0,0.12194947709294424,0.0,0.0,7.909220304686373e-296,0.0,0.0,0.8780505229070558,3.0377992118000376e-37,0.0
78,-0.6913827655310621,0.2619445676442712,9,0.8251898931622444,0.0,0.0,0.17481010683775547,0.0,0.0,2.3105093762413294e-287,0.0,0.0,0.8251898931622444,2.717970429064697e-35,0.0
79,-0.687374749498998,0.2575834293975046,9,0.7490700507860837,0.0,0.0,0.2509299492139164,0.0,0.0,1.333471287315227e-277,0.0,0.0,0.7490700507860837,5.797121904459947e-33,0.0
80,-0.6833667334669339,0.24996779314527,9,0.6457999950883005,0.0,0.0,0.35420000491169956,0.0,0.0,1.2764883417612327e-265,0.0,0.0,0.6457999950883005,5.4959874839527044e-30,0.0
81,-0.6793587174348698,0.2810008054762026,9,0.82855784344599,0.0,0.0,0.17144215655401,0.0,0.0,1.1236345221200212e-281,0.0,0.0,0.82855784344599,2.141486523250513e-35,0.0
82,-0.6753507014028056,0.261865689950485,9,0.6374973874593195,0.0,0.0,0.3625026125406802,0.0,0.0,1.4932920640063043e-261,0.0,0.0,0.6374973874593195,5.16208761781478e-30,0.0
83,-0.6713426853707415,0.2218020650797026,3,0.5292368558971756,0.0,0.0,0.5292368558971756,0.0,0.0,5.445597579573668e-227,0.0,0.0,0.4707631441028244,2.4578364799077524e-20,0.0
84,-0.6673346693386774,0.2409014768402866,3,0.5283122983992351,0.0,0.0,0.5283122983992351,0.0,0.0,1.7958325725681988e-234,0.0,0.0,0.47168770160076495,3.117500524878416e-23,0.0
85,-0.6633266533066133,0.2616469533308039,9,0.5022461385115726,0.0,0.0,0.49775386148842726,0.0,0.0,6.920419334695972e-243,0.0,0.0,0.5022461385115726,2.5696473936302014e-26,0.0
86,-0.6593186372745492,0.2736995618545788,9,0.5133732807081273,0.0,0.0,0.48662671929187273,0.0,0.0,4.034909007525864e-245,0.0,0.0,0.5133732807081273,1.5583908736327064e-27,0.0
87,-0.6553106212424851,0.2685207149810617,3,0.5504648850150163,0.0,0.0,0.5504648850150163,0.0,0.0,1.4028245545917313e-235,0.0,0.0,0.4495351149849836,2.36754636283724e-25,0.0
88,-0.6513026052104209,0.2962021302132138,9,0.52998751783877,0.0,0.0,0.47001248216123,0.0,0.0,3.1539453941530187e-248,0.0,0.0,0.52998751783877,1.8167338810662986e-29,0.0
89,-0.6472945891783568,0.2349883733380327,3,0.5453012019208672,0.0,0.0,0.5453012019208672,0.0,0.0,2.0636623655108717e-201,0.0,0.0,0.45469879807913266,1.268065641908694e-16,0.0
90,-0.6432865731462927,0.2790874726686016,3,0.636650999566211,0.0,0.0,0.636650999566211,0.0,0.0,5.426007530724652e-225,0.0,0.0,0.36334900043378915,5.567490447985331e-24,0.0
91,-0.6392785571142285,0.2420791815751039,3,0.5657031533502083,0.0,0.0,0.5657031533502083,0.0,0.0,5.425763799674463e-195,0.0,0.0,0.43429684664979107,5.599367405084058e-16,0.0
92,-0.6352705410821644,0.2958739558084499,3,0.6870360914214195,0.0,0.0,0.6870360914214195,0.0,0.0,2.4086679871037956e-224,0.0,0.0,0.3129639085785806,8.168634409138392e-25,0.0
93,-0.6312625250501003,0.2810495150939993,3,0.7189533487161681,0.0,0.0,0.7189533487161681,0.0,0.0,3.843092135483396e-209,0.0,0.0,0.28104665128383205,4.028177867552421e-21,0.0
94,-0.6272545090180361,0.2936080491310505,3,0.7547796592168752,0.0,0.0,0.7547796592168752,0.0,0.0,1.605112194034867e-211,0.0,0.0,0.24522034078312482,2.804149641212478e-22,0.0
95,-0.623246492985972,0.2702336779339073,3,0.710441175788951,0.0,0.0,0.710441175788951,0.0,0.0,2.9377360387645764e-191,0.0,0.0,0.2895588242110489,3.441835488934326e-17,0.0
96,-0.6192384769539079,0.3154145978827972,3,0.8138593088647879,0.0,0.0,0.8138593088647879,0.0,0.0,6.248786799057633e-214,0.0,0.0,0.18614069113521226,7.631980797958669e-24,0.0
97,-0.6152304609218437,0.3129923779720908,3,0.8413063954418901,0.0,0.0,0.8413063954418901,0.0,0.0,6.885398188704117e-207,0.0,0.0,0.15869360455810982,2.0255098138371859e-22,0.0
98,-0.6112224448897796,0.3061801294149642,3,0.8542362228801348,0.0,0.0,0.8542362228801348,0.0,0.0,2.806180269367582e-197,0.0,0.0,0.14576377711986535,2.556927873239271e-20,0.0
99,-0.6072144288577155,0.2942891813953334,3,0.8371522452757795,0.0,0.0,0.8371522452757795,0.0,0.0,9.702160191447874e-185,0.0,0.0,0.1628477547242203,1.9980820825925837e-17,0.0
100,-0.6032064128256514,0.3108660316379875,3,0.8896504764199097,0.0,0.0,0.8896504764199097,0.0,0.0,2.1405967669510574e-189,0.0,0.0,0.11034952358009047,3.981072473746432e-19,0.0
101,-0.5991983967935872,0.2875396243267798,3,0.8130428999885931,0.0,0.0,0.8130428999885931,0.0,0.0,2.4837155796317994e-170,0.0,0.0,0.18695710001139007,1.6853989576145266e-14,0.0
102,-0.5951903807615231,0.3212165635453692,3,0.9264603544081899,0.0,0.0,0.9264603544081899,0.0,0.0,5.571278941272397e-185,0.0,0.0,0.07353964559181006,7.872180670051323e-19,0.0
103,-0.591182364729459,0.3395425838684935,3,0.9525134576511617,0.0,0.0,0.9525134576511617,0.0,0.0,2.461913254193651e-190,0.0,0.0,0.04748654234883833,1.4009317026449128e-20,0.0
104,-0.5871743486973948,0.3304323910075816,3,0.9525292133288227,0.0,0.0,0.9525292133288227,0.0,0.0,6.07774350913467e-180,0.0,0.0,0.04747078667117728,2.3933716710309052e-18,0.0
105,-0.5831663326653307,0.2969152009827953,3,0.858491160330781,0.0,0.0,0.858491160330781,0.0,0.0,7.844743776909008e-156,0.0,0.0,0.14150883966759809,1.6209774992409598e-12,0.0
106,-0.5791583166332666,0.3212426838522915,3,0.9480984475197318,0.0,0.0,0.9480984475197318,0.0,0.0,1.130482236805742e-164,0.0,0.0,0.05190155248026534,2.9115936560201306e-15,0.0
107,-0.5751503006012024,0.2906787714146667,3,0.7870713317103574,0.0,0.0,0.7870713317103574,0.0,0.0,9.904385616451302e-143,0.0,0.0,0.21292866772813523,5.61507520204145e-10,0.0
108,-0.5711422845691383,0.330537013346229,3,0.9677326703167031,0.0,0.0,0.9677326703167031,0.0,0.0,5.1245930578365764e-160,0.0,0.0,0.03226732968328979,7.003215580718367e-15,0.0
109,-0.5671342685370742,0.3306693839644423,3,0.9696060950331239,0.0,0.0,0.9696060950331239,0.0,0.0,2.9287823238194032e-155,0.0,0.0,0.030393904966831167,4.4746340701650636e-14,0.0
110,-0.56312625250501,0.2868497662718711,3,0.6511059151665425,0.0,0.0,0.6511059151665425,0.0,0.0,7.1633751319157755e-127,0.0,0.0,0.34889375875756384,3.260758936590125e-07,0.0
111,-0.5591182364729459,0.3036200286577984,3,0.855380144752011,0.0,0.0,0.855380144752011,0.0,0.0,2.296506197168213e-131,0.0,0.0,0.14461984703508973,8.212899249878082e-09,0.0
112,-0.5551102204408818,0.323823542879077,3,0.9568806349299704,0.0,0.0,0.9568806349299704,0.0,0.0,1.4509089973694402e-137,0.0,0.0,0.04311936498820656,8.182317180368476e-11,0.0
113,-0.5511022044088176,0.3261209129891637,3,0.9612378326379154,0.0,0.0,0.9612378326379154,0.0,0.0,3.0719239712096925e-134,0.0,0.0,0.038762167138193714,2.2389088869641802e-10,0.0
114,-0.5470941883767535,0.3106216985779409,3,0.8763784505404841,0.0,0.0,0.8763784505404841,0.0,0.0,9.292752603768148e-122,0.0,0.0,0.12362142682650935,1.226330065951743e-07,0.0
115,-0.5430861723446894,0.3452854552315842,3,0.9882293463389131,0.0,0.0,0.9882293463389131,0.0,0.0,4.029495331457528e-135,0.0,0.0,0.01177065363645966,2.4627439838994747e-11,0.0
116,-0.5390781563126252,0.3452516833354671,3,0.9881935429690811,0.0,0.0,0.9881935429690811,0.0,0.0,1.1558253894377023e-130,0.0,0.0,0.011806456901149627,1.2976915171683073e-10,0.0
117,-0.5350701402805611,0.3390750207266551,3,0.9810445920402752,0.0,0.0,0.9810445920402752,0.0,0.0,3.21093575416694e-123,0.0,0.0,0.018955404414579116,3.5451456540523514e-09,0.0
118,-0.531062124248497,0.3306048032184086,3,0.9595798319565231,0.0,0.0,0.9595798319565231,0.0,0.0,9.013737614576257e-115,0.0,0.0,0.040419996911749564,1.7113172734993106e-07,0.0
119,-0.5270541082164328,0.3694772206154441,3,0.9977627161317013,0.0,0.0,0.9977627161317013,0.0,0.0,1.9274572266784192e-129,0.0,0.0,0.0022372838396899778,2.86088831086619e-11,0.0
120,-0.5230460921843687,0.3844160590164794,3,0.9991807834124101,0.0,0.0,0.9991807834124101,0.0,0.0,3.334523495827407e-132,0.0,0.0,0.0008192165836614849,3.9283227549365436e-12,0.0
121,-0.5190380761523046,0.3444640997782858,3,0.9834611013571778,0.0,0.0,0.9834611013571778,0.0,0.0,4.348785798898329e-109,0.0,0.0,0.016538573318703113,3.2532411893030445e-07,0.0
122,-0.5150300601202404,0.3447421595269059,3,0.982037495922688,0.0,0.0,0.982037495922688,0.0,0.0,3.495599474973896e-105,0.0,0.0,0.017961282453042515,1.2216242695857497e-06,0.0
123,-0.5110220440881764,0.369682758450908,3,0.9979078560612366,0.0,0.0,0.9979078560612366,0.0,0.0,1.0143834362368805e-112,0.0,0.0,0.002092132525028409,1.1413735154169554e-08,0.0
124,-0.5070140280561123,0.355594248295856,3,0.9920695130466313,0.0,0.0,0.9920695130466313,0.0,0.0,2.838049748914349e-102,0.0,0.0,0.007929230080186344,1.2568731822862155e-06,0.0
125,-0.5030060120240482,0.3628864322045503,3,0.9956930506650971,0.0,0.0,0.9956930506650971,0.0,0.0,1.1631152548027389e-101,0.0,0.0,0.00430609700547035,8.523294326703487e-07,0.0
126,-0.498997995991984,0.3834104767594553,3,0.999318783206831,0.0,0.0,0.999318783206831,0.0,0.0,7.389539027852773e-107,0.0,0.0,0.0006811819619020838,3.483126668328773e-08,0.0
127,-0.4949899799599199,0.3333970157731875,3,0.8498500456731253,0.0,0.0,0.8498500456731253,0.0,0.0,5.20272364500377e-81,0.0,0.0,0.14079577394768455,0.009354180379190192,0.0
128,-0.4909819639278557,0.4009407847430926,3,0.9998529039249304,0.0,0.0,0.9998529039249304,0.0,0.0,1.4134279231901123e-106,0.0,0.0,0.00014708105186300914,1.502320657522904e-08,0.0
129,-0.4869739478957916,0.3790430185470382,3,0.9987970226324896,0.0,0.0,0.9987970226324896,0.0,0.0,1.8004503291053256e-93,0.0,0.0,0.001199002132631742,3.975234878842351e-06,0.0
130,-0.4829659318637275,0.3723984777893085,3,0.9971952115284829,0.0,0.0,0.9971952115284829,0.0,0.0,5.399511366862218e-87,0.0,0.0,0.0027550163117092403,4.977215980798889e-05,0.0
131,-0.4789579158316633,0.3819070482949527,3,0.9989094871197176,0.0,0.0,0.9989094871197176,0.0,0.0,2.414469864226301e-87,0.0,0.0,0.0010671985823062832,2.331429797589904e-05,0.0
132,-0.4749498997995992,0.3860283641019961,3,0.999220159708281,0.0,0.0,0.999220159708281,0.0,0.0,1.8894982301562044e-85,0.0,0.0,0.0007472885913744546,3.255170034444942e-05,0.0
133,-0.4709418837675351,0.355268649907166,3,0.9237403214681967,0.0,0.0,0.9237403214681967,0.0,0.0,1.6696241832900937e-69,0.0,0.0,0.04032409732145534,0.03593558121034796,0.0
134,-0.4669338677354709,0.4229293928777872,3,0.9999827804376807,0.0,0.0,0.9999827804376807,0.0,0.0,6.637930750603169e-93,0.0,0.0,1.661230002654998e-05,6.072622927042966e-07,0.0
135,-0.4629258517034068,0.3970203483407346,3,0.9996007312486074,0.0,0.0,0.9996007312486074,0.0,0.0,2.389876479184298e-79,0.0,0.0,0.0002871647650391218,0.00011210398635361252,0.0
136,-0.4589178356713427,0.4082425439433879,3,0.9998654731952483,0.0,0.0,0.9998654731952483,0.0,0.0,3.071997452542439e-80,0.0,0.0,8.379327524266345e-05,5.073352950916176e-05,0.0
137,-0.4549098196392785,0.4216278255520098,3,0.9999614563716852,0.0,0.0,0.9999614563716852,0.0,0.0,7.537539068933281e-82,0.0,0.0,1.918466869869784e-05,1.9358959615982034e-05,0.0
138,-0.4509018036072144,0.3854137795058749,3,0.9853583586974831,0.0,0.0,0.9853583586974831,0.0,0.0,4.556746582743039e-65,0.0,0.0,0.0020923332504022545,0.012549308052114766,0.0
139,-0.4468937875751503,0.4185727430706067,3,0.9997606612303487,0.0,0.0,0.9997606612303487,0.0,0.0,4.791156880052259e-74,0.0,0.0,3.0768159641513294e-05,0.00020857061000971306,0.0
140,-0.4428857715430861,0.4070430475025142,3,0.9973450251641749,0.0,0.0,0.9973450251641749,0.0,0.0,1.0755869867239651e-66,0.0,0.0,0.00015323672803913233,0.0025017381077857897,0.0
141,-0.438877755511022,0.4326503484238502,3,0.9997778580253786,0.0,0.0,0.9997778580253786,0.0,0.0,1.4907204990391675e-72,0.0,0.0,6.238878907970327e-06,0.00021590309571359168,0.0
