Orthogroup	Gene1	Species1	Gene2	Species2
OG0000000	XP_038407482.1	Canis_lupus_protein	XP_005571173.3	Macaca_fascicularis_protein
OG0000000	XP_005571173.3	Macaca_fascicularis_protein	NP_666987.1	Mus_musculus_protein
OG0000000	NP_666987.1	Mus_musculus_protein	NP_001000066.1	Rattus_norvegicus_protein
OG0000000	XP_038407482.1	Canis_lupus_protein	NP_666987.1	Mus_musculus_protein
OG0000000	XP_038407482.1	Canis_lupus_protein	NP_001000066.1	Rattus_norvegicus_protein
OG0000000	XP_005571173.3	Macaca_fascicularis_protein	NP_001000066.1	Rattus_norvegicus_protein
OG0000000	NP_667074.1	Mus_musculus_protein	NP_001000586.1	Rattus_norvegicus_protein
OG0000000	NP_001376078.1	Canis_lupus_protein	NP_666755.1	Mus_musculus_protein
OG0000000	NP_666755.1	Mus_musculus_protein	NP_001001361.1	Rattus_norvegicus_protein
OG0000000	NP_001376078.1	Canis_lupus_protein	NP_001001361.1	Rattus_norvegicus_protein
OG0000000	XP_038435154.1	Canis_lupus_protein	NP_666767.2	Mus_musculus_protein
OG0000000	NP_666767.2	Mus_musculus_protein	NP_001000940.1	Rattus_norvegicus_protein
OG0000000	XP_038435154.1	Canis_lupus_protein	NP_001000940.1	Rattus_norvegicus_protein
OG0000000	NP_666761.1	Mus_musculus_protein	NP_001000699.1	Rattus_norvegicus_protein
OG0000000	NP_001300765.1	Canis_lupus_protein	NP_666761.1	Mus_musculus_protein
OG0000000	NP_001300765.1	Canis_lupus_protein	NP_001000699.1	Rattus_norvegicus_protein
OG0000000	NP_001375451.1	Canis_lupus_protein	NP_001001365.1	Rattus_norvegicus_protein
OG0000000	NP_001375861.1	Canis_lupus_protein	NP_666758.1	Mus_musculus_protein
OG0000000	NP_666758.1	Mus_musculus_protein	NP_001001356.1	Rattus_norvegicus_protein
OG0000000	NP_001375861.1	Canis_lupus_protein	NP_001001356.1	Rattus_norvegicus_protein
OG0000000	NP_001376081.1	Canis_lupus_protein	NP_666396.1	Mus_musculus_protein
OG0000000	NP_001375876.1	Canis_lupus_protein	NP_666759.1	Mus_musculus_protein
OG0000000	NP_666759.1	Mus_musculus_protein	NP_001382514.1	Rattus_norvegicus_protein
OG0000000	NP_001375876.1	Canis_lupus_protein	NP_001382514.1	Rattus_norvegicus_protein
OG0000000	NP_001376005.1	Canis_lupus_protein	NP_001001074.1	Rattus_norvegicus_protein
OG0000000	NP_001376104.1	Canis_lupus_protein	NP_001011849.1	Mus_musculus_protein
OG0000000	NP_001011849.1	Mus_musculus_protein	NP_001001355.1	Rattus_norvegicus_protein
OG0000000	NP_001376104.1	Canis_lupus_protein	NP_001001355.1	Rattus_norvegicus_protein
OG0000000	XP_038405449.1	Canis_lupus_protein	NP_666765.1	Mus_musculus_protein
OG0000000	NP_666765.1	Mus_musculus_protein	NP_001000074.1	Rattus_norvegicus_protein
OG0000000	XP_038405449.1	Canis_lupus_protein	NP_001000074.1	Rattus_norvegicus_protein
OG0000000	NP_001243386.1	Canis_lupus_protein	NP_997503.1	Mus_musculus_protein
OG0000000	NP_997503.1	Mus_musculus_protein	NP_001000071.1	Rattus_norvegicus_protein
OG0000000	NP_001243386.1	Canis_lupus_protein	NP_001000071.1	Rattus_norvegicus_protein
OG0000000	NP_001375993.1	Canis_lupus_protein	NP_666430.2	Mus_musculus_protein
OG0000000	NP_666430.2	Mus_musculus_protein	NP_001000064.1	Rattus_norvegicus_protein
OG0000000	NP_001375993.1	Canis_lupus_protein	NP_001000064.1	Rattus_norvegicus_protein
OG0000000	XP_038405446.1	Canis_lupus_protein	NP_001000076.1	Rattus_norvegicus_protein
OG0000000	NP_001243379.1	Canis_lupus_protein	NP_001292359.1	Mus_musculus_protein
OG0000000	NP_001292359.1	Mus_musculus_protein	NP_001000702.1	Rattus_norvegicus_protein
OG0000000	NP_001243379.1	Canis_lupus_protein	NP_001000702.1	Rattus_norvegicus_protein
OG0000000	NP_001078946.1	Mus_musculus_protein	NP_001001369.1	Rattus_norvegicus_protein
OG0000000	NP_001375748.1	Canis_lupus_protein	NP_667143.1	Mus_musculus_protein
OG0000000	NP_667143.1	Mus_musculus_protein	NP_001001366.1	Rattus_norvegicus_protein
OG0000000	NP_001375748.1	Canis_lupus_protein	NP_001001366.1	Rattus_norvegicus_protein
OG0000000	NP_001375912.1	Canis_lupus_protein	NP_001410141.1	Rattus_norvegicus_protein
OG0000000	NP_001375878.1	Canis_lupus_protein	NP_997042.1	Mus_musculus_protein
OG0000000	NP_997042.1	Mus_musculus_protein	NP_001000487.1	Rattus_norvegicus_protein
OG0000000	NP_001375878.1	Canis_lupus_protein	NP_001000487.1	Rattus_norvegicus_protein
OG0000000	NP_001375972.1	Canis_lupus_protein	NP_666883.1	Mus_musculus_protein
OG0000000	NP_666883.1	Mus_musculus_protein	NP_001001381.1	Rattus_norvegicus_protein
OG0000000	NP_001375972.1	Canis_lupus_protein	NP_001001381.1	Rattus_norvegicus_protein
OG0000000	NP_001375975.1	Canis_lupus_protein	NP_001000057.1	Rattus_norvegicus_protein
OG0000000	NP_666886.1	Mus_musculus_protein	NP_001000705.1	Rattus_norvegicus_protein
OG0000000	NP_666760.1	Mus_musculus_protein	NP_001000059.1	Rattus_norvegicus_protein
OG0000001	XP_038423364.1	Canis_lupus_protein	XP_045234651.1	Macaca_fascicularis_protein
OG0000001	XP_045234651.1	Macaca_fascicularis_protein	NP_082436.1	Mus_musculus_protein
OG0000001	NP_082436.1	Mus_musculus_protein	XP_063141294.1	Rattus_norvegicus_protein
OG0000001	XP_038423364.1	Canis_lupus_protein	NP_082436.1	Mus_musculus_protein
OG0000001	XP_038423364.1	Canis_lupus_protein	XP_063141294.1	Rattus_norvegicus_protein
OG0000001	XP_045234651.1	Macaca_fascicularis_protein	XP_063141294.1	Rattus_norvegicus_protein
OG0000001	XP_015296317.3	Macaca_fascicularis_protein	NP_001103147.2	Rattus_norvegicus_protein
OG0000001	XP_038423809.1	Canis_lupus_protein	XP_005539643.2	Macaca_fascicularis_protein
OG0000001	NP_001361605.1	Mus_musculus_protein	XP_063139048.1	Rattus_norvegicus_protein
OG0000001	XP_017176715.1	Mus_musculus_protein	XP_063136854.1	Rattus_norvegicus_protein
OG0000001	XP_036018663.1	Mus_musculus_protein	XP_063141293.1	Rattus_norvegicus_protein
OG0000001	NP_001186237.1	Mus_musculus_protein	XP_008760797.2	Rattus_norvegicus_protein
OG0000001	NP_001028295.2	Mus_musculus_protein	XP_063141292.1	Rattus_norvegicus_protein
OG0000001	NP_001292065.1	Mus_musculus_protein	XP_008760845.2	Rattus_norvegicus_protein
OG0000001	NP_001230832.1	Mus_musculus_protein	XP_063141202.1	Rattus_norvegicus_protein
OG0000004	XP_038424787.1	Canis_lupus_protein	XP_045226629.2	Macaca_fascicularis_protein
OG0000004	XP_045226629.2	Macaca_fascicularis_protein	NP_666969.1	Mus_musculus_protein
OG0000004	NP_666969.1	Mus_musculus_protein	NP_001000179.1	Rattus_norvegicus_protein
OG0000004	XP_038424787.1	Canis_lupus_protein	NP_666969.1	Mus_musculus_protein
OG0000004	XP_038424787.1	Canis_lupus_protein	NP_001000179.1	Rattus_norvegicus_protein
OG0000004	XP_045226629.2	Macaca_fascicularis_protein	NP_001000179.1	Rattus_norvegicus_protein
OG0000004	XP_045226626.2	Macaca_fascicularis_protein	NP_001020557.1	Mus_musculus_protein
OG0000004	NP_001020557.1	Mus_musculus_protein	NP_001000156.1	Rattus_norvegicus_protein
OG0000004	XP_045226626.2	Macaca_fascicularis_protein	NP_001000156.1	Rattus_norvegicus_protein
OG0000004	NP_001375772.1	Canis_lupus_protein	XP_065385808.1	Macaca_fascicularis_protein
OG0000004	XP_065385808.1	Macaca_fascicularis_protein	NP_667281.2	Mus_musculus_protein
OG0000004	NP_667281.2	Mus_musculus_protein	NP_001001271.1	Rattus_norvegicus_protein
OG0000004	NP_001375772.1	Canis_lupus_protein	NP_667281.2	Mus_musculus_protein
OG0000004	NP_001375772.1	Canis_lupus_protein	NP_001001271.1	Rattus_norvegicus_protein
OG0000004	XP_065385808.1	Macaca_fascicularis_protein	NP_001001271.1	Rattus_norvegicus_protein
OG0000004	NP_666470.1	Mus_musculus_protein	NP_001000182.1	Rattus_norvegicus_protein
OG0000004	NP_001375649.1	Canis_lupus_protein	NP_666470.1	Mus_musculus_protein
OG0000004	NP_001375649.1	Canis_lupus_protein	NP_001000182.1	Rattus_norvegicus_protein
OG0000004	NP_001375646.1	Canis_lupus_protein	XP_015291509.1	Macaca_fascicularis_protein
OG0000004	XP_015291509.1	Macaca_fascicularis_protein	NP_666971.1	Mus_musculus_protein
OG0000004	NP_001375646.1	Canis_lupus_protein	NP_666971.1	Mus_musculus_protein
OG0000004	NP_001375811.1	Canis_lupus_protein	XP_065385805.1	Macaca_fascicularis_protein
OG0000004	NP_001375638.1	Canis_lupus_protein	NP_001000167.1	Rattus_norvegicus_protein
OG0000004	XP_065384756.1	Macaca_fascicularis_protein	NP_666962.1	Mus_musculus_protein
OG0000004	NP_666962.1	Mus_musculus_protein	NP_001000166.1	Rattus_norvegicus_protein
OG0000004	XP_065384756.1	Macaca_fascicularis_protein	NP_001000166.1	Rattus_norvegicus_protein
OG0000004	NP_038648.2	Mus_musculus_protein	NP_001001026.1	Rattus_norvegicus_protein
OG0000004	XP_038424088.1	Canis_lupus_protein	NP_038648.2	Mus_musculus_protein
OG0000004	XP_038424088.1	Canis_lupus_protein	NP_001001026.1	Rattus_norvegicus_protein
OG0000004	NP_001375650.1	Canis_lupus_protein	NP_001011848.1	Mus_musculus_protein
OG0000004	NP_001011848.1	Mus_musculus_protein	NP_001000184.1	Rattus_norvegicus_protein
OG0000004	NP_001375650.1	Canis_lupus_protein	NP_001000184.1	Rattus_norvegicus_protein
OG0000004	XP_038424771.1	Canis_lupus_protein	XP_015290875.3	Macaca_fascicularis_protein
OG0000004	NP_997439.2	Mus_musculus_protein	NP_001000136.1	Rattus_norvegicus_protein
OG0000004	XP_038424773.1	Canis_lupus_protein	NP_997439.2	Mus_musculus_protein
OG0000004	XP_038424773.1	Canis_lupus_protein	NP_001000136.1	Rattus_norvegicus_protein
OG0000004	NP_001376070.1	Canis_lupus_protein	NP_001177310.1	Mus_musculus_protein
OG0000004	XP_038424084.1	Canis_lupus_protein	NP_001000138.1	Rattus_norvegicus_protein
OG0000004	XP_038424108.1	Canis_lupus_protein	NP_667280.1	Mus_musculus_protein
OG0000004	NP_001375648.1	Canis_lupus_protein	NP_001001030.1	Rattus_norvegicus_protein
OG0000004	NP_001243377.1	Canis_lupus_protein	NP_997026.1	Mus_musculus_protein
OG0000004	NP_997026.1	Mus_musculus_protein	NP_001000747.1	Rattus_norvegicus_protein
OG0000004	NP_001243377.1	Canis_lupus_protein	NP_001000747.1	Rattus_norvegicus_protein
OG0000004	NP_997029.1	Mus_musculus_protein	NP_001000949.1	Rattus_norvegicus_protein
OG0000006	XP_038391423.1	Canis_lupus_protein	XP_005580073.3	Macaca_fascicularis_protein
OG0000006	XP_005580073.3	Macaca_fascicularis_protein	NP_666438.2	Mus_musculus_protein
OG0000006	NP_666438.2	Mus_musculus_protein	NP_001000463.1	Rattus_norvegicus_protein
OG0000006	XP_038391423.1	Canis_lupus_protein	NP_666438.2	Mus_musculus_protein
OG0000006	XP_038391423.1	Canis_lupus_protein	NP_001000463.1	Rattus_norvegicus_protein
OG0000006	XP_005580073.3	Macaca_fascicularis_protein	NP_001000463.1	Rattus_norvegicus_protein
OG0000006	NP_001375807.1	Canis_lupus_protein	XP_005580078.3	Macaca_fascicularis_protein
OG0000006	NP_001375807.1	Canis_lupus_protein	NP_001001120.1	Rattus_norvegicus_protein
OG0000006	XP_005580078.3	Macaca_fascicularis_protein	NP_001001120.1	Rattus_norvegicus_protein
OG0000006	XP_038391420.1	Canis_lupus_protein	XP_015291541.3	Macaca_fascicularis_protein
OG0000006	NP_001375718.1	Canis_lupus_protein	XP_005580081.4	Macaca_fascicularis_protein
OG0000006	NP_001375718.1	Canis_lupus_protein	NP_001000435.1	Rattus_norvegicus_protein
OG0000006	XP_005580081.4	Macaca_fascicularis_protein	NP_001000435.1	Rattus_norvegicus_protein
OG0000006	NP_001375991.1	Canis_lupus_protein	XP_005580079.4	Macaca_fascicularis_protein
OG0000006	XP_005580079.4	Macaca_fascicularis_protein	NP_667094.2	Mus_musculus_protein
OG0000006	NP_001375991.1	Canis_lupus_protein	NP_667094.2	Mus_musculus_protein
OG0000006	XP_038391494.1	Canis_lupus_protein	XP_065385230.1	Macaca_fascicularis_protein
OG0000006	NP_001375710.1	Canis_lupus_protein	XP_005580082.2	Macaca_fascicularis_protein
OG0000006	NP_001375714.1	Canis_lupus_protein	XP_005580080.3	Macaca_fascicularis_protein
OG0000006	NP_001375714.1	Canis_lupus_protein	NP_001000966.1	Rattus_norvegicus_protein
OG0000006	XP_005580080.3	Macaca_fascicularis_protein	NP_001000966.1	Rattus_norvegicus_protein
OG0000006	NP_001375711.1	Canis_lupus_protein	XP_005580328.3	Macaca_fascicularis_protein
OG0000006	XP_038391418.1	Canis_lupus_protein	XP_038938796.1	Rattus_norvegicus_protein
OG0000006	NP_001375728.1	Canis_lupus_protein	XP_017451271.1	Rattus_norvegicus_protein
OG0000006	NP_001375719.1	Canis_lupus_protein	NP_001000818.1	Rattus_norvegicus_protein
OG0000006	NP_666960.2	Mus_musculus_protein	NP_001000456.1	Rattus_norvegicus_protein
OG0000006	NP_666957.1	Mus_musculus_protein	NP_001000460.1	Rattus_norvegicus_protein
OG0000006	NP_666650.1	Mus_musculus_protein	NP_775152.2	Rattus_norvegicus_protein
OG0000006	NP_667041.2	Mus_musculus_protein	NP_001000473.1	Rattus_norvegicus_protein
OG0000006	NP_666822.1	Mus_musculus_protein	XP_006243206.2	Rattus_norvegicus_protein
OG0000006	NP_666825.1	Mus_musculus_protein	NP_001000475.1	Rattus_norvegicus_protein
OG0000006	NP_666443.1	Mus_musculus_protein	NP_001000796.1	Rattus_norvegicus_protein
OG0000007	NP_001006653.1	Canis_lupus_protein	XP_045235508.2	Macaca_fascicularis_protein
OG0000007	XP_045235508.2	Macaca_fascicularis_protein	NP_598418.1	Mus_musculus_protein
OG0000007	NP_598418.1	Mus_musculus_protein	NP_036674.1	Rattus_norvegicus_protein
OG0000007	NP_001006653.1	Canis_lupus_protein	NP_598418.1	Mus_musculus_protein
OG0000007	NP_001006653.1	Canis_lupus_protein	NP_036674.1	Rattus_norvegicus_protein
OG0000007	XP_045235508.2	Macaca_fascicularis_protein	NP_036674.1	Rattus_norvegicus_protein
OG0000007	NP_001032422.1	Canis_lupus_protein	XP_045235505.2	Macaca_fascicularis_protein
OG0000007	XP_045235505.2	Macaca_fascicularis_protein	NP_038837.1	Mus_musculus_protein
OG0000007	NP_038837.1	Mus_musculus_protein	NP_001185605.1	Rattus_norvegicus_protein
OG0000007	NP_001032422.1	Canis_lupus_protein	NP_038837.1	Mus_musculus_protein
OG0000007	NP_001032422.1	Canis_lupus_protein	NP_001185605.1	Rattus_norvegicus_protein
OG0000007	XP_045235505.2	Macaca_fascicularis_protein	NP_001185605.1	Rattus_norvegicus_protein
OG0000007	NP_001003339.1	Canis_lupus_protein	XP_005566052.3	Macaca_fascicularis_protein
OG0000007	XP_005566052.3	Macaca_fascicularis_protein	NP_031841.3	Mus_musculus_protein
OG0000007	NP_031841.3	Mus_musculus_protein	NP_001258283.1	Rattus_norvegicus_protein
OG0000007	NP_001003339.1	Canis_lupus_protein	NP_031841.3	Mus_musculus_protein
OG0000007	NP_001003339.1	Canis_lupus_protein	NP_001258283.1	Rattus_norvegicus_protein
OG0000007	XP_005566052.3	Macaca_fascicularis_protein	NP_001258283.1	Rattus_norvegicus_protein
OG0000007	XP_065391580.1	Macaca_fascicularis_protein	NP_031838.2	Mus_musculus_protein
OG0000007	NP_031838.2	Mus_musculus_protein	NP_036824.1	Rattus_norvegicus_protein
OG0000007	XP_065391580.1	Macaca_fascicularis_protein	NP_036824.1	Rattus_norvegicus_protein
OG0000007	NP_001183973.1	Canis_lupus_protein	XP_045217159.2	Macaca_fascicularis_protein
OG0000007	XP_045217159.2	Macaca_fascicularis_protein	NP_082467.2	Mus_musculus_protein
OG0000007	NP_082467.2	Mus_musculus_protein	XP_008757837.3	Rattus_norvegicus_protein
OG0000007	NP_001183973.1	Canis_lupus_protein	NP_082467.2	Mus_musculus_protein
OG0000007	NP_001183973.1	Canis_lupus_protein	XP_008757837.3	Rattus_norvegicus_protein
OG0000007	XP_045217159.2	Macaca_fascicularis_protein	XP_008757837.3	Rattus_norvegicus_protein
OG0000007	NP_001041492.1	Canis_lupus_protein	XP_065391579.1	Macaca_fascicularis_protein
OG0000007	XP_065391579.1	Macaca_fascicularis_protein	NP_034127.2	Mus_musculus_protein
OG0000007	NP_034127.2	Mus_musculus_protein	NP_942028.1	Rattus_norvegicus_protein
OG0000007	NP_001041492.1	Canis_lupus_protein	NP_034127.2	Mus_musculus_protein
OG0000007	NP_001041492.1	Canis_lupus_protein	NP_942028.1	Rattus_norvegicus_protein
OG0000007	XP_065391579.1	Macaca_fascicularis_protein	NP_942028.1	Rattus_norvegicus_protein
OG0000007	XP_045235501.2	Macaca_fascicularis_protein	NP_001094937.1	Mus_musculus_protein
OG0000007	NP_001094937.1	Mus_musculus_protein	NP_058852.2	Rattus_norvegicus_protein
OG0000007	XP_045235501.2	Macaca_fascicularis_protein	NP_058852.2	Rattus_norvegicus_protein
OG0000007	NP_031840.1	Mus_musculus_protein	XP_008757502.1	Rattus_norvegicus_protein
OG0000007	XP_038435139.1	Canis_lupus_protein	XP_005566070.3	Macaca_fascicularis_protein
OG0000007	XP_005566070.3	Macaca_fascicularis_protein	NP_067257.1	Mus_musculus_protein
OG0000007	NP_067257.1	Mus_musculus_protein	NP_113731.2	Rattus_norvegicus_protein
OG0000007	XP_038435139.1	Canis_lupus_protein	NP_067257.1	Mus_musculus_protein
OG0000007	XP_038435139.1	Canis_lupus_protein	NP_113731.2	Rattus_norvegicus_protein
OG0000007	XP_005566070.3	Macaca_fascicularis_protein	NP_113731.2	Rattus_norvegicus_protein
OG0000007	XP_045217735.2	Macaca_fascicularis_protein	XP_063137106.1	Rattus_norvegicus_protein
OG0000007	XP_065377752.1	Macaca_fascicularis_protein	XP_063136421.1	Rattus_norvegicus_protein
OG0000007	XP_045235500.2	Macaca_fascicularis_protein	NP_001074617.1	Mus_musculus_protein
OG0000007	NP_001074617.1	Mus_musculus_protein	NP_036919.1	Rattus_norvegicus_protein
OG0000007	XP_045235500.2	Macaca_fascicularis_protein	NP_036919.1	Rattus_norvegicus_protein
OG0000007	XP_045217164.1	Macaca_fascicularis_protein	NP_598905.2	Mus_musculus_protein
OG0000007	NP_598905.2	Mus_musculus_protein	XP_038952632.1	Rattus_norvegicus_protein
OG0000007	XP_045217164.1	Macaca_fascicularis_protein	XP_038952632.1	Rattus_norvegicus_protein
OG0000007	XP_045217169.2	Macaca_fascicularis_protein	NP_082365.1	Mus_musculus_protein
OG0000007	NP_082365.1	Mus_musculus_protein	NP_612521.2	Rattus_norvegicus_protein
OG0000007	XP_045217169.2	Macaca_fascicularis_protein	NP_612521.2	Rattus_norvegicus_protein
OG0000007	XP_045217167.2	Macaca_fascicularis_protein	NP_663474.2	Mus_musculus_protein
OG0000007	NP_663474.2	Mus_musculus_protein	XP_038954117.2	Rattus_norvegicus_protein
OG0000007	XP_045217167.2	Macaca_fascicularis_protein	XP_038954117.2	Rattus_norvegicus_protein
OG0000007	NP_034129.1	Mus_musculus_protein	NP_599196.2	Rattus_norvegicus_protein
OG0000007	XP_065391595.1	Macaca_fascicularis_protein	XP_008757425.1	Rattus_norvegicus_protein
OG0000007	NP_034131.2	Mus_musculus_protein	NP_058854.1	Rattus_norvegicus_protein
OG0000007	XP_017173651.1	Mus_musculus_protein	NP_062057.2	Rattus_norvegicus_protein
OG0000007	NP_001097995.1	Mus_musculus_protein	XP_063136416.1	Rattus_norvegicus_protein
OG0000007	NP_001034644.2	Mus_musculus_protein	NP_001406456.1	Rattus_norvegicus_protein
OG0000007	NP_034134.3	Mus_musculus_protein	NP_001013926.2	Rattus_norvegicus_protein
OG0000007	XP_038395611.1	Canis_lupus_protein	XP_045245719.2	Macaca_fascicularis_protein
OG0000007	XP_038395611.1	Canis_lupus_protein	NP_001153737.1	Mus_musculus_protein
OG0000007	XP_045245719.2	Macaca_fascicularis_protein	NP_001153737.1	Mus_musculus_protein
OG0000009	XP_038439954.1	Canis_lupus_protein	XP_045246391.2	Macaca_fascicularis_protein
OG0000009	XP_045246391.2	Macaca_fascicularis_protein	NP_001070258.1	Mus_musculus_protein
OG0000009	NP_001070258.1	Mus_musculus_protein	XP_006253934.1	Rattus_norvegicus_protein
OG0000009	XP_038439954.1	Canis_lupus_protein	NP_001070258.1	Mus_musculus_protein
OG0000009	XP_038439954.1	Canis_lupus_protein	XP_006253934.1	Rattus_norvegicus_protein
OG0000009	XP_045246391.2	Macaca_fascicularis_protein	XP_006253934.1	Rattus_norvegicus_protein
OG0000009	XP_038381766.1	Canis_lupus_protein	XP_015295138.3	Macaca_fascicularis_protein
OG0000009	XP_015295138.3	Macaca_fascicularis_protein	NP_082247.1	Mus_musculus_protein
OG0000009	NP_082247.1	Mus_musculus_protein	XP_006249702.1	Rattus_norvegicus_protein
OG0000009	XP_038381766.1	Canis_lupus_protein	NP_082247.1	Mus_musculus_protein
OG0000009	XP_038381766.1	Canis_lupus_protein	XP_006249702.1	Rattus_norvegicus_protein
OG0000009	XP_015295138.3	Macaca_fascicularis_protein	XP_006249702.1	Rattus_norvegicus_protein
OG0000009	XP_038381778.1	Canis_lupus_protein	XP_065389731.1	Macaca_fascicularis_protein
OG0000009	XP_038381778.1	Canis_lupus_protein	NP_001026812.1	Rattus_norvegicus_protein
OG0000009	XP_065389731.1	Macaca_fascicularis_protein	NP_001026812.1	Rattus_norvegicus_protein
OG0000009	XP_038381772.1	Canis_lupus_protein	XP_005586576.3	Macaca_fascicularis_protein
OG0000009	XP_038381768.1	Canis_lupus_protein	XP_005586563.3	Macaca_fascicularis_protein
OG0000009	XP_005586563.3	Macaca_fascicularis_protein	NP_035241.1	Mus_musculus_protein
OG0000009	NP_035241.1	Mus_musculus_protein	NP_067728.1	Rattus_norvegicus_protein
OG0000009	XP_038381768.1	Canis_lupus_protein	NP_035241.1	Mus_musculus_protein
OG0000009	XP_038381768.1	Canis_lupus_protein	NP_067728.1	Rattus_norvegicus_protein
OG0000009	XP_005586563.3	Macaca_fascicularis_protein	NP_067728.1	Rattus_norvegicus_protein
OG0000009	XP_038439947.1	Canis_lupus_protein	XP_045246380.2	Macaca_fascicularis_protein
OG0000009	XP_045246380.2	Macaca_fascicularis_protein	NP_033282.1	Mus_musculus_protein
OG0000009	NP_033282.1	Mus_musculus_protein	XP_006253933.1	Rattus_norvegicus_protein
OG0000009	XP_038439947.1	Canis_lupus_protein	NP_033282.1	Mus_musculus_protein
OG0000009	XP_038439947.1	Canis_lupus_protein	XP_006253933.1	Rattus_norvegicus_protein
OG0000009	XP_045246380.2	Macaca_fascicularis_protein	XP_006253933.1	Rattus_norvegicus_protein
OG0000009	XP_038381776.1	Canis_lupus_protein	XP_015295139.1	Macaca_fascicularis_protein
OG0000009	XP_038381776.1	Canis_lupus_protein	XP_063128285.1	Rattus_norvegicus_protein
OG0000009	XP_015295139.1	Macaca_fascicularis_protein	XP_063128285.1	Rattus_norvegicus_protein
OG0000009	XP_005586569.3	Macaca_fascicularis_protein	NP_035585.2	Mus_musculus_protein
OG0000009	NP_035585.2	Mus_musculus_protein	XP_006253937.2	Rattus_norvegicus_protein
OG0000009	XP_005586569.3	Macaca_fascicularis_protein	XP_006253937.2	Rattus_norvegicus_protein
OG0000009	XP_038439736.1	Canis_lupus_protein	XP_005546364.1	Macaca_fascicularis_protein
OG0000009	NP_033276.1	Mus_musculus_protein	NP_446231.1	Rattus_norvegicus_protein
OG0000009	XP_038439733.1	Canis_lupus_protein	NP_033276.1	Mus_musculus_protein
OG0000009	XP_038439733.1	Canis_lupus_protein	NP_446231.1	Rattus_norvegicus_protein
OG0000009	XP_038381779.1	Canis_lupus_protein	XP_005586571.3	Macaca_fascicularis_protein
OG0000009	XP_038381779.1	Canis_lupus_protein	NP_569088.2	Rattus_norvegicus_protein
OG0000009	XP_005586571.3	Macaca_fascicularis_protein	NP_569088.2	Rattus_norvegicus_protein
OG0000009	XP_038381770.1	Canis_lupus_protein	XP_005586558.3	Macaca_fascicularis_protein
OG0000009	XP_005586558.3	Macaca_fascicularis_protein	NP_079705.2	Mus_musculus_protein
OG0000009	NP_079705.2	Mus_musculus_protein	XP_038952280.1	Rattus_norvegicus_protein
OG0000009	XP_038381770.1	Canis_lupus_protein	NP_079705.2	Mus_musculus_protein
